Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,Job 4 Balance work Gurplah to Gondpur Road upto fo,2020_PWD_37191_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"10,400",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",U,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,16-May-2020 10:00 AM,23-May-2020 11:00 AM,16-May-2020 10:30 AM,23-May-2020 09:00 AM,NA ,NA ,16-May-2020 10:30 AM,23-May-2020 09:00 AM,29-May-2020 10:00 AM,1.0,FDR - Fixed Deposit,"Job 4 Balance work Gurplah to Gondpur Road upto food park km. 0-700 to 4-250, Tehsil Haroli, District Una Sub Head P.L WMM, BM and SDBC at RD 4-105 to","Job 4 Balance work Gurplah to Gondpur Road upto food park km. 0-700 to 4-250, Tehsil Haroli, District Una Sub Head P.L WMM, BM and SDBC at RD 4-105 to 4-250 Industry Deposit",Please refer to Bidding Documents ,NA ,"5,18,736",Civil Works - Roads,NA ,Tender,120.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,AOC,Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,29-May-2020 05:32 PM,finance_54827.pdf,BOQ Comparative Chart,1.0,159179.0,ganesh,INR,"590,973",1.0,159179.0,ganesh,22-May-2020 10:05 AM,Accepted-AOC,ok,11-Jun-2020 06:46 PM,Technical,Technical Bids,Ravi Dutt Sharma,26-May-2020 05:57 PM,technical_54827.pdf,PWD,2020_PWD_37191_1,Job 4 Balance work Gurplah to Gondpur Road upto fo,"Job 4 Balance work Gurplah to Gondpur Road upto food park km. 0-700 to 4-250, Tehsil Haroli, District Una Sub Head P.L WMM, BM and SDBC at RD 4-105 to",Er.G.S. Rana,Internal,"Er. R.D. Sharma AE Harish Chander Head Draughtsman , Dinesh Kumar, DAO, Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant",Ravi Dutt Sharma,28-May-2020 01:07 PM,29-May-2020 10:00 AM,techsummary_54827.pdf (828.09 KB),Er.G.S. Rana,Internal,"Er. R.D. Sharma AE Harish Chander Head Draughtsman , Dinesh Kumar, DAO, Jagpal Singh Supdt. Gr-II Tara Singh Senior Assistant",Gurcharan Singh Rana,29-May-2020 05:43 PM,finsummary_54827.pdf (673.21 KB),11-Jun-2020,"INR 518,736",60.0,Gurcharan Singh Rana,11-Jun-2020 06:46 PM,Awardletter.PDF (1303.00 KB),Awardletter,AOC
,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,159210.0,SS CONSTRUCTION COMPANY,22-May-2020 01:58 PM,Rejected-AOC,ok,11-Jun-2020 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,An Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,BPQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
