Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,TechnicalOpeningSummary,Gurcharan Singh Rana,03-Jun-2020 01:17 PM,technical_55355.pdf,1.0,160153.0,Ashwani Kumar Govt Contractor,01-Jun-2020 08:49 PM,Rejected-AOC,ok,17-Jun-2020 07:43 PM,1.0,160430.0,Shivalik Construction Company,INR,"2,477,460",Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,10-Jun-2020 05:14 PM,finance_55355.pdf,BOQ Comparative Chart,17-Jun-2020,"INR 2,131,452",30.0,Gurcharan Singh Rana,17-Jun-2020 07:43 PM,Awardletter.PDF (1231.00 KB),Awardletter,Er.G.S. Rana E.E.,Internal,"Er. R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Superintendent Gr-II , Prem Chand Sr. Asstt.",Gurcharan Singh Rana,10-Jun-2020 05:18 PM,finsummary_55355.pdf (796.56 KB),Er.G.S. Rana E.E.,Internal,"Er. R.D. Sharma AE Harish Chander Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Superintendent Gr-II , Prem Chand Sr. Asstt.",Gurcharan Singh Rana,06-Jun-2020 05:26 PM,09-Jun-2020 10:00 AM,techsummary_55355.pdf (506.39 KB),PWD,2020_PWD_37563_1,Periodical maintenance Gondpur Turf Jai Chand to P,"Periodical maintenance Gondpur Turf Jai Chand to Punjab Boundary road km. 2-0 to 3-0 Sub Head Patch work, 30mm thick BC, Zebra Crossing and Side lines HP1203-VR068 ii Periodical maintenance link road Chetran Umrali via Laluwal Dulehar km. 3-0 to 4-0",AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),PWD,Periodical maintenance Gondpur Turf Jai Chand to P,2020_PWD_37563_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","Periodical maintenance Gondpur Turf Jai Chand to Punjab Boundary road km. 2-0 to 3-0 Sub Head Patch work, 30mm thick BC, Zebra Crossing and Side lines HP1203-VR068 ii Periodical maintenance link road Chetran Umrali via Laluwal Dulehar km. 3-0 to 4-0","Periodical maintenance Gondpur Turf Jai Chand to Punjab Boundary road km. 2-0 to 3-0 Sub Head Patch work, 30mm thick BC, Zebra Crossing and Side lines HP1203-VR068 ii Periodical maintenance link road Chetran Umrali via Laluwal Dulehar km. 3-0 to 4-0",Please refer to Bidding Documents ,NA ,"21,31,452",Civil Works - Roads,NA ,Tender,120.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"39,500",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,27-May-2020 10:00 AM,03-Jun-2020 11:00 AM,27-May-2020 10:30 AM,03-Jun-2020 09:00 AM,NA ,NA ,27-May-2020 10:30 AM,03-Jun-2020 09:00 AM,09-Jun-2020 10:00 AM,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,AOC
,,,,,2.0,160401.0,bakshiram govt contractor,02-Jun-2020 11:59 AM,Rejected-AOC,ok,17-Jun-2020 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3.0,160151.0,R.D. DUVEDI,02-Jun-2020 10:44 PM,Rejected-AOC,ok,17-Jun-2020 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4.0,160430.0,Shivalik Construction Company,02-Jun-2020 12:43 PM,Accepted-AOC,ok,17-Jun-2020 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
