S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,DD - Demand Draft,1.0,Corrigendum,Date,,08-May-2020 05:00 PM,02-Jun-2020 11:30 AM,08-May-2020 05:00 PM,01-Jun-2020 05:00 PM,NA ,NA ,08-May-2020 05:00 PM,01-Jun-2020 05:00 PM,09-Jun-2020 11:30 AM,"26,300",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,500.0,"Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,No,1.0,Fee/PreQual/Technical,.pdf,26.1. COST OF TENDER,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",PWD,24-74 DATED 22.04.2020,2020_PWD_37007_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,M/T on Link road from solan meenus road to GSSS Ghandoori km 0/00 to 1/200,"P/L WBM Grading-l,Grading-ll, M/T and C/O PCC Road Side drain in Km. 0/00 to 1/00)Under SCSP",Please refer Tender documents. ,NA ,"13,10,574",Civil Works,NA ,Tender,90.0,180.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,AOC,Finance,SUMMARY,Rattan Kumar Sharma,12-Jun-2020 10:27 AM,finance_54622.pdf,BOQ Comparative Chart,1.0,159763.0,DHARAM PAL,28-May-2020 04:45 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 12:04 PM,Executive Engineer,Internal,Superintendent G-II DHD DAO,Rattan Kumar Sharma,09-Jun-2020 11:05 AM,09-Jun-2020 11:30 AM,techsummary_54622.pdf (531.62 KB),Technical,SUMMARY,Rattan Kumar Sharma,03-Jun-2020 03:09 PM,technical_54622.pdf,1.0,160297.0,SWARAN SINGH,INR,"1,454,067",20-Jun-2020,"INR 1,310,574",180.0,Rattan Kumar Sharma,20-Jun-2020 12:06 PM,13.pdf (3667.00 KB),AOC,PWD,2020_PWD_37007_10,24-74 DATED 22.04.2020,M/T on Link road from solan meenus road to GSSS Ghandoori km 0/00 to 1/200,Executive Engineer,Internal,Tender Assistant DHD DAO Superintendent G-II,Rattan Kumar Sharma,20-Jun-2020 12:04 PM,finsummary_54622.pdf (226.73 KB),AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.2.EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,160010.0,Karan jeet Attri,30-May-2020 03:59 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.3.CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,160282.0,M/S SARVJEET SINGH,01-Jun-2020 03:53 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.4.GST REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,160297.0,SWARAN SINGH,01-Jun-2020 04:30 PM,Accepted-AOC,AOC,20-Jun-2020 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"26.6. LIST OF MACHINERY ,TOOL,PLANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.7. FORM NO 8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
