Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
05-Mar-2020 02:00 PM,20-Mar-2020 11:30 AM,05-Mar-2020 02:00 PM,19-Mar-2020 05:00 PM,NA ,NA ,05-Mar-2020 02:00 PM,19-Mar-2020 05:00 PM,22-Apr-2020 12:15 PM,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",Periodical Maintenance on Charna Bhawai Sangrah road and Dalyanoo Gatta Mandwatch Road under AMP 2020-21,Providing and laying 30 mm thick bituminous concrete on Charna Bhawai Sangrah road in km. 2/0 to 5/00 3.000 kms and Dalyanoo Gatta Mandwatch road in km. 9/0 to 12/0 3.000 kms including construction of road side drain,Please refer Tender documents. ,NA ,"51,51,142",Civil Works,NA ,Tender,90.0,120.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,PWD,11216 DATED 03.03.2020,2020_PWD_35895_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"2,000","Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,No,"84,000",Yes,fixed,,"Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,AOC,PWD,2020_PWD_35895_2,11216 DATED 03.03.2020,Periodical Maintenance on Charna Bhawai Sangrah road and Dalyanoo Gatta Mandwatch Road under AMP 2020-21,Executive Engineer,Internal,Superintendent G-II DHD DAO,Rattan Kumar Sharma,22-Apr-2020 11:41 AM,22-Apr-2020 12:15 PM,techsummary_52764.pdf (619.56 KB),Executive Engineer,Internal,Tender Assistant DHD DAO Superintendent G-II,Rattan Kumar Sharma,20-Jun-2020 10:57 AM,finsummary_52764.pdf (283.38 KB),20-Jun-2020,"INR 5,151,142",120.0,Rattan Kumar Sharma,20-Jun-2020 10:58 AM,03.pdf (2167.00 KB),AOC,1.0,155781.0,M/S SARVJEET SINGH,INR,"7,181,869",Finance,SUMMARY,Rattan Kumar Sharma,23-Apr-2020 04:23 PM,finance_52764.pdf,BOQ Comparative Chart,1.0,155848.0,Atul Sharma,19-Mar-2020 03:55 PM,Rejected-Finance,NOT THE LOWEST BIDDER,20-Jun-2020 10:57 AM,Technical,SUMMARY,Rattan Kumar Sharma,20-Mar-2020 02:54 PM,technical_52764.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,EARNEST MONEY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,155612.0,Ishi Infra,18-Mar-2020 03:30 PM,Rejected-Technical,Not Qualified,22-Apr-2020 11:41 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,155781.0,M/S SARVJEET SINGH,19-Mar-2020 01:01 PM,Accepted-AOC,AOC,20-Jun-2020 10:58 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,WORK DONE CERTIFICATE,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,WORK IN HAND CERTIFICATE,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER SBD CONDITIONS",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM NO 8,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING CAPACITY/C.A. ANNUAL REPORT AS PER GENERAL RULES 28.2A AND 28.2B.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,LIST OF INCOMPLETE WORKS IN HAND,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
