Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Construction of GSSS building at Gorkhuwala Tehsil Paonta Sahib Distt, Sirmour HP (SH C/o additional one class room at first floor)","Construction of GSSS building at Gorkhuwala Tehsil Paonta Sahib Distt, Sirmour HP (SH C/o additional one class room at first floor)",Please refer tender document ,NA ,"2,96,891",Civil Works - Buildings,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,HPPWD Division Paonta Sahib,No ,No,27-Aug-2019 04:30 PM,13-Sep-2019 11:30 AM,27-Aug-2019 05:00 PM,12-Sep-2019 05:00 PM,NA ,NA ,27-Aug-2019 05:00 PM,12-Sep-2019 05:00 PM,17-Oct-2019 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,1.0,DD - Demand Draft,350.0,EE Paonta Sahib,Paonta Sahib,Yes,Executive Engineer HPPWD Division Paonta Sahib,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,PWD,Tender/2019-20-2634-84 dated 22.08.2019,2019_PWD_31091_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"6,000",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,AOC,R.K.Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,16-Oct-2019 01:16 PM,17-Oct-2019 11:00 AM,techsummary_44768.pdf (796.42 KB),PWD,2019_PWD_31091_3,Tender/2019-20-2634-84 dated 22.08.2019,"Construction of GSSS building at Gorkhuwala Tehsil Paonta Sahib Distt, Sirmour HP (SH C/o additional one class room at first floor)",07-Dec-2019,"INR 296,891",90.0,Dalip Singh Tomar,07-Dec-2019 04:27 PM,aoc.pdf (987.00 KB),AOC,Er. R.K. Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,07-Dec-2019 04:24 PM,finsummary_44768.pdf (421.08 KB),1.0,130703.0,Amandeep Singh,12-Sep-2019 12:55 PM,Rejected-Finance,L4,07-Dec-2019 04:24 PM,Technical,Summary,Dalip Singh Tomar,16-Oct-2019 01:12 PM,technical_44768.pdf,1.0,130783.0,WASIM ALI,INR,"306,902",Finance,Summary,Dalip Singh Tomar,19-Oct-2019 10:24 AM,finance_44768.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,130588.0,Basti Ram,11-Sep-2019 09:37 PM,Rejected-Finance,L3,07-Dec-2019 04:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,130692.0,DARSHAN SINGH,12-Sep-2019 12:44 PM,Rejected-Finance,L2,07-Dec-2019 04:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,130738.0,DINESH KUMAR GUPTA,12-Sep-2019 02:31 PM,Rejected-Finance,L5,07-Dec-2019 04:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,130783.0,WASIM ALI,12-Sep-2019 04:57 PM,Accepted-AOC,L1,07-Dec-2019 04:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plants as per schedule F Sr. No. 6.19 Ref.Clause No.18 i.e. R.C. and purchas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
