Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
C/O Marikaghat Bagthan via Karry Shutiya road Km. 0/0 to 10/300 (SH P/L soling G-I in Km. 1/0 to 2/0 AND C/O 900mm dia RCC Hume pipe culverts alongwith both side wing walls at RD 4/460 AND 6/450 ). Under SCSP).,C/O Marikaghat Bagthan via Karry Shutiya road Km. 0/0 to 10/300 (SH P/L soling G-I in Km. 1/0 to 2/0 AND C/O 900mm dia RCC Hume pipe culverts alongwith both side wing walls at RD 4/460 AND 6/450 ). Under SCSP).,Please refer Tender documents. ,NA ,"6,82,168",Civil Works - Roads,NA ,Tender,90.0,90.0,RAJGARH DIVISION HPPWD RAJAGRH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJAGRH,No ,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,"14,000",No,fixed,,EE RAJGARH,RAJGARH,01-Aug-2019 09:00 AM,13-Aug-2019 11:00 AM,01-Aug-2019 09:00 AM,12-Aug-2019 05:00 PM,NA ,NA ,01-Aug-2019 09:00 AM,12-Aug-2019 05:00 PM,20-Aug-2019 04:50 PM,350.0,EE RAJAGRH,RAJGARH,No,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJAGRH,PWD,MARI KA GHAT KARRY SHUTIYA ROAD,2019_PWD_30594_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC,1.0,127185.0,Lekhraj,09-Aug-2019 01:08 PM,Rejected-AOC,L2,24-Dec-2019 12:22 PM,Technical,SUMMARY,Kishan Lal Chaudhary,19-Aug-2019 01:42 PM,technical_44072.pdf,Finance,SUMMARY,Kishan Lal Chaudhary,29-Aug-2019 03:14 PM,finance_44072.pdf,BOQ Comparative Chart,1.0,127429.0,Rajender Kumar,INR,"1,088,541",Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Supdt. G-II, Smt. Asha Kamal HDM, Sh. Balbir Singh Sr. Asstt. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,20-Aug-2019 04:46 PM,20-Aug-2019 04:50 PM,techsummary_44072.pdf (253.84 KB),PWD,2019_PWD_30594_1,MARI KA GHAT KARRY SHUTIYA ROAD,C/O Marikaghat Bagthan via Karry Shutiya road Km. 0/0 to 10/300 (SH P/L soling G-I in Km. 1/0 to 2/0 AND C/O 900mm dia RCC Hume pipe culverts alongwith both side wing walls at RD 4/460 AND 6/450 ). Under SCSP).,24-Dec-2019,"INR 682,168",90.0,Kishan Lal Chaudhary,24-Dec-2019 12:22 PM,AOC.pdf (801.00 KB),WORK AWARDED TO SH. RAJENDER KUMAR,Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, , Sh. Balbir singh Sr. Asstt.. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,24-Dec-2019 12:19 PM,finsummary_44072.pdf (801.46 KB),AOC
,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,2.0,127429.0,Rajender Kumar,12-Aug-2019 06:59 AM,Accepted-AOC,L1,24-Dec-2019 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,127445.0,Surender Thakur,12-Aug-2019 10:56 AM,Rejected-Technical,Not Fulfill the qualifying the criteria,20-Aug-2019 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractor to submit the incomplete works on proforma mentioned S. No. 19 as per General Rules 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
