Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Bhoranj,PWD,C/O link road to vill Khatarwar Harizan Basti Job6,2019_PWD_31792_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,C/O link road to village Khatarwar Harizan Basti. Job-6,C/O cement concrete pavement at RD.2/315 to 2/465).(Under SCSP).,Please refer Tender documents. ,NA ,"6,67,458",Civil Works - Roads,NA ,Tender,120.0,60.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,26-Sep-2019 06:00 PM,10-Oct-2019 11:30 AM,26-Sep-2019 06:00 PM,10-Oct-2019 10:30 AM,NA ,NA ,26-Sep-2019 06:00 PM,10-Oct-2019 10:30 AM,08-Nov-2019 02:30 PM,350.0,"Executive Engineer, HPPWD Division Bhoranj",Bhoranj,No,"13,500",No,fixed,,"Executive Engineer, HPPWD Division Bhoranj",Bhoranj,1.0,C/O link road to village Khatarwar Harizan Basti (C/O cement concrete pavement at RD 2/0 to 2/108),Other,,Executive Engineer,"Executive Engineer, HPPWD Division Bhoranj",1.0,DD - Demand Draft,AOC,Finance,Summary attached,Amar Singh Bhatia,27-Nov-2019 12:05 PM,finance_45742.pdf,BOQ Comparative Chart,1.0,133488.0,ashok Thakur,INR,"771,381",1.0,133647.0,AJAY VERMA,10-Oct-2019 10:08 AM,Rejected-AOC,L2,04-Dec-2019 01:55 PM,Technical,Summary attached,Amar Singh Bhatia,07-Nov-2019 07:01 PM,technical_45742.pdf,"E.E. Bhoranj Division HP.PWD., Bhoranj",Internal,Summary attached,Amar Singh Bhatia,07-Nov-2019 07:04 PM,08-Nov-2019 02:30 PM,techsummary_45742.pdf (999.36 KB),PWD,2019_PWD_31792_1,C/O link road to vill Khatarwar Harizan Basti Job6,C/O link road to village Khatarwar Harizan Basti. Job-6,04-Dec-2019,"INR 771,381",60.0,Amar Singh Bhatia,04-Dec-2019 01:55 PM,Khatarwar6.PDF (832.00 KB),AOC attached,E.E.HPPWD Bhoranj Division,Internal,"Supdt. DAO., HDM., A.E.Bhoranj S/Divn",Amar Singh Bhatia,27-Nov-2019 12:24 PM,finsummary_45742.pdf (1450.35 KB),AOC
,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,133488.0,ashok Thakur,08-Oct-2019 05:29 PM,Accepted-AOC,L1,04-Dec-2019 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,133616.0,M/S RAKESH KUMAR,09-Oct-2019 07:17 PM,Rejected-AOC,L4,04-Dec-2019 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GTS Registration (General Rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,133636.0,PRATEEK THAKUR GOVT CONTRACTOR,09-Oct-2019 10:35 PM,Rejected-AOC,L3,04-Dec-2019 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,133615.0,SATISH THAKUR GOVT CONTRACTOR,09-Oct-2019 07:21 PM,Rejected-AOC,L5,04-Dec-2019 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of Machinery, Tool , Plant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit that the contractor has not more than two work in hand (General Rule No. 28.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
