Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra","20,350",No,fixed,,"Executive Engineer, HP.PWD., Division, Kangra",Kangra,Restoration of rain damages on Baidi Bhadiara Meharna Khadiara Trembla road,(SH- C/O R/Wall at RD 2/510 to 2/564 in 3rd and 4th step),Please refer Tender documents. ,NA ,"10,15,814",Civil Works,NA ,Tender,120.0,120.0,Work,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,500.0,"Executive Engineer, HP.PWD., Division, Kangra",Kangra,No,1.0,DD - Demand Draft,PWD,2827-74 dated 01-07-2019,2019_PWD_30110_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F,11-Jul-2019 10:00 AM,25-Jul-2019 11:30 AM,11-Jul-2019 10:00 AM,25-Jul-2019 11:00 AM,NA ,NA ,11-Jul-2019 10:00 AM,25-Jul-2019 11:00 AM,22-Aug-2019 04:45 PM,AOC,Er. Sanjiv Mahajan,Internal,Er. Rishi Kumar A.E. Sh. S.K. Dayal Sr. DAO Sh. Ajay Mahajan HDM Sh. Kamaljit Singh Supdt. Sh. Prithvi Kumar TA,Subhash Chander,22-Aug-2019 04:44 PM,22-Aug-2019 04:45 PM,techsummary_43439.pdf (116.90 KB),PWD,2019_PWD_30110_2,2827-74 dated 01-07-2019,Restoration of rain damages on Baidi Bhadiara Meharna Khadiara Trembla road,07-Dec-2019,"INR 1,015,814",120.0,Sanjiv Mahajan,07-Dec-2019 03:02 PM,Award.pdf (169.00 KB),Award,Er. Sanjiv Mahajan,Internal,Er. Rishi Kumar A.E. Sh. S.K. Dayal Sr. DAO Sh. Ajay Mahajan HDM Sh. Kamaljit Singh Supdt. Sh. Prithvi Kumar TA,Sanjiv Mahajan,07-Dec-2019 02:54 PM,finsummary_43439.pdf (45.44 KB),1.0,124878.0,Ankit Garg,17-Jul-2019 07:58 PM,Rejected-Technical,Non-Responsive,22-Aug-2019 04:44 PM,Technical,Opened,Subhash Chander,22-Aug-2019 04:40 PM,technical_43439.pdf,1.0,125413.0,atul thakur,INR,"1,341,642",Finance,Opened,Sanjiv Mahajan,07-Dec-2019 02:53 PM,finance_43439.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,125413.0,atul thakur,21-Jul-2019 12:49 PM,Accepted-AOC,Award,07-Dec-2019 03:02 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,125900.0,Kapil Sharma,24-Jul-2019 03:29 PM,Rejected-Finance,Rate quoted higher side of L1,07-Dec-2019 02:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of litigation case,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (Refer General Rule No-21),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
