Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra",1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F,PWD,3317-67 dated 09-07-2019,2019_PWD_31155_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,31-Aug-2019 10:00 AM,16-Sep-2019 11:30 AM,31-Aug-2019 10:00 AM,16-Sep-2019 11:00 AM,NA ,NA ,31-Aug-2019 10:00 AM,16-Sep-2019 11:00 AM,05-Oct-2019 03:15 PM,Annual Repair of Old Kangra to Matour road km. 0/0 to 4/825),(SH- P/L bituminous concrete pavement 25mm thick in km. 0/900 to 4/825)(Global Investor Meet),Please refer Tender documents. ,NA ,"67,89,003",Civil Works - Roads,NA ,Tender,120.0,60.0,Work,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,"1,00,400",No,fixed,,"Executive Engineer H.P.PWD., Kangra",Kangra,"2,000","Executive Engineer H.P.PWD., Kangra",Kangra,No,AOC,Er. Sanjiv Mahajan,Internal,Er. Rishi Kumar A.E. Nift Sh. S.K. Dayal Sr. DAO(On Tour) Sh. Ajay Mahajan HDM Sh. Jiwan Singh Supdt.,Sanjiv Mahajan,05-Oct-2019 03:09 PM,05-Oct-2019 03:15 PM,techsummary_44840.pdf (124.48 KB),PWD,2019_PWD_31155_2,3317-67 dated 09-07-2019,Annual Repair of Old Kangra to Matour road km. 0/0 to 4/825),12-Dec-2019,"INR 6,789,003",60.0,Sanjiv Mahajan,12-Dec-2019 04:23 PM,Award.pdf (228.00 KB),Award,Er. Sanjiv Mahajan,Internal,Er. Rishi Kumar A.E. Nift Sh. S.K. Dayal Sr. DAO(On Tour) Sh. Ajay Mahajan HDM Sh. Jiwan Singh Supdt.,Sanjiv Mahajan,12-Dec-2019 04:20 PM,finsummary_44840.pdf (46.06 KB),1.0,130871.0,NAVNEET SHARMA GOVT. CONTRACTOR,16-Sep-2019 07:22 AM,Rejected-Technical,Non-Responsive,05-Oct-2019 03:09 PM,Technical,Opened,Sanjiv Mahajan,05-Oct-2019 03:05 PM,technical_44840.pdf,1.0,130954.0,VIRENDER PRASHAD SHARMA,INR,"8,705,048",Finance,Opened,Sanjiv Mahajan,12-Dec-2019 04:18 PM,finance_44840.pdf,BOQ Comparative Chart,AOC
,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,130988.0,Navneet Thakur,14-Sep-2019 07:34 PM,Rejected-Finance,Rate quoted higher side of L1,12-Dec-2019 04:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,131011.0,pritam singh thkur,15-Sep-2019 11:29 AM,Rejected-Technical,Non-Responsive,05-Oct-2019 03:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,130954.0,VIRENDER PRASHAD SHARMA,14-Sep-2019 04:32 PM,Accepted-AOC,Award,12-Dec-2019 04:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Detail of technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Detail of Litigation case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,List of Machinery tool plant shown in schedule-F (Sr. No. 6.19)Refer clause-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Contractor Registration (Refer General Rule-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,GST Number (Refer General Rule No-21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
