EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"41,100",No,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,Construction of Bhont Kakar Bagora Baneri road (SH Formation cutting Construction of Retaining walls and Cross Drainage between RD 2/510 to 3/300) SCCP,Construction of Bhont Kakar Bagora Baneri road (SH Formation cutting Construction of Retaining walls and Cross Drainage between RD 2/510 to 3/300) SCCP,As per SBD ,NA ,"22,36,398",Civil Works,NA ,Tender,120.0,90.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,11-Sep-2019 06:00 PM,25-Sep-2019 11:00 AM,11-Sep-2019 06:00 PM,24-Sep-2019 04:00 PM,NA ,NA ,11-Sep-2019 06:00 PM,24-Sep-2019 04:00 PM,03-Oct-2019 11:00 AM,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,500.0,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,No,PWD,PW-SD-I-CTR-19-10091 dt 03-09-2019,2019_PWD_31441_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),AOC,ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShManojkumarsupdtGRthakurSrDAO,Pradeep Kumar Bhardwaj,30-Sep-2019 12:40 PM,03-Oct-2019 11:00 AM,techsummary_45272.pdf (662.05 KB),PWD,2019_PWD_31441_1,PW-SD-I-CTR-19-10091 dt 03-09-2019,Construction of Bhont Kakar Bagora Baneri road (SH Formation cutting Construction of Retaining walls and Cross Drainage between RD 2/510 to 3/300) SCCP,20-Dec-2019,"INR 2,236,398",90.0,Rajeev Shaunak,20-Dec-2019 03:15 PM,AOC31441_1.pdf (736.00 KB),AOC,ErPardeepKumarBhardwaj,Internal,Sh AmarSinghVermaHDMShManojkumarsupdtGRthakurSrDAO,Rajeev Shaunak,20-Dec-2019 03:13 PM,finsummary_45272.pdf (606.88 KB),Finance,Bid opening summary,Pradeep Kumar Bhardwaj,04-Oct-2019 12:51 PM,finance_45272.pdf,BOQ Comparative Chart,1.0,132183.0,KHEM RAJ SHARMA,INR,"1,693,630",1.0,132209.0,BUILDWELL CONSTRUCTION,24-Sep-2019 02:51 PM,Rejected-Finance,7th Lowest,20-Dec-2019 03:13 PM,Technical,Bid opening summary,Pradeep Kumar Bhardwaj,26-Sep-2019 11:53 AM,technical_45272.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,132204.0,DHEERAJ PARMAR,24-Sep-2019 03:09 PM,Rejected-Finance,2nd Lowest,20-Dec-2019 03:13 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,132189.0,Gaurav Chauhan,24-Sep-2019 02:15 PM,Rejected-Technical,not,30-Sep-2019 12:40 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,132110.0,Kailash Chand,23-Sep-2019 05:02 PM,Rejected-Finance,4th Lowest,20-Dec-2019 03:13 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 ).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,132183.0,KHEM RAJ SHARMA,24-Sep-2019 01:38 PM,Accepted-AOC,Awarded,20-Dec-2019 03:15 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,132056.0,om prakash thakur,23-Sep-2019 02:57 PM,Rejected-Finance,8th Lowest,20-Dec-2019 03:13 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,132109.0,Sheshav Thakur,23-Sep-2019 05:10 PM,Rejected-Finance,6th Lowest,20-Dec-2019 03:13 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,132181.0,VIJENDER THAKUR,24-Sep-2019 01:11 PM,Rejected-Finance,3rd Lowest,20-Dec-2019 03:13 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employee Provident Funds and Miscellaneous provision Act. 1952,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,132185.0,Vikas Sharma,24-Sep-2019 01:50 PM,Rejected-Finance,5th Lowest,20-Dec-2019 03:13 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
