Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
27-Aug-2019 04:30 PM,13-Sep-2019 11:30 AM,27-Aug-2019 05:00 PM,12-Sep-2019 05:00 PM,NA ,NA ,27-Aug-2019 05:00 PM,12-Sep-2019 05:00 PM,17-Oct-2019 11:25 AM,1.0,DD - Demand Draft,Executive Engineer HPPWD Division Paonta Sahib,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,Restoration of damages due to laying of OFC cable to Johron Pipliwala Bhagwanpur road km 0/0 to 1/500 (SH P/L 80 mm thick Interlocking concrete block Pavement from RD 1/00 to 1/215 and Filling in embankment at RD 1/050 to 1/095),Restoration of damages due to laying of OFC cable to Johron Pipliwala Bhagwanpur road km 0/0 to 1/500 (SH P/L 80 mm thick Interlocking concrete block Pavement from RD 1/00 to 1/215 and Filling in embankment at RD 1/050 to 1/095),Please refer tender document ,NA ,"9,84,315",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,HPPWD Division Paonta Sahib,No ,No,350.0,EE Paonta Sahib,Paonta Sahib,Yes,PWD,Tender/2019-20-2634-84 dated 22.08.2019,2019_PWD_31091_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"19,700",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,AOC,1.0,129760.0,Shamshad Ali Contractor,INR,"749,035",Finance,Summary,Dalip Singh Tomar,07-Dec-2019 03:37 PM,finance_44778.pdf,BOQ Comparative Chart,1.0,130734.0,DINESH KUMAR GUPTA,12-Sep-2019 02:27 PM,Rejected-Finance,L5,07-Dec-2019 03:48 PM,Technical,Summary,Dalip Singh Tomar,16-Oct-2019 04:40 PM,technical_44778.pdf,PWD,2019_PWD_31091_9,Tender/2019-20-2634-84 dated 22.08.2019,Restoration of damages due to laying of OFC cable to Johron Pipliwala Bhagwanpur road km 0/0 to 1/500 (SH P/L 80 mm thick Interlocking concrete block Pavement from RD 1/00 to 1/215 and Filling in embankment at RD 1/050 to 1/095),Er. R.K.Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,16-Oct-2019 04:44 PM,17-Oct-2019 11:25 AM,techsummary_44778.pdf (953.98 KB),Er. R.K. Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,07-Dec-2019 03:48 PM,finsummary_44778.pdf (418.98 KB),07-Dec-2019,"INR 984,315",90.0,Dalip Singh Tomar,07-Dec-2019 04:00 PM,aoc.pdf (982.00 KB),AOC,AOC
,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,130686.0,GAGAN KUMAR,12-Sep-2019 12:12 PM,Rejected-Finance,L7,07-Dec-2019 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,130633.0,hement,12-Sep-2019 12:38 PM,Rejected-Finance,L3,07-Dec-2019 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,130565.0,MANOJ BHARDWAJ,11-Sep-2019 07:46 PM,Rejected-Finance,L4,07-Dec-2019 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,130687.0,NIRMAL SHARMA,12-Sep-2019 12:18 PM,Rejected-Finance,L2,07-Dec-2019 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,List of machinery tool plants as per schedule F Sr. No. 6.19 Ref.Clause No.18 i.e. R.C. and purchas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,129760.0,Shamshad Ali Contractor,04-Sep-2019 05:45 PM,Accepted-AOC,L1,07-Dec-2019 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,130757.0,SONU SHARMA,12-Sep-2019 03:35 PM,Rejected-Finance,L6,07-Dec-2019 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
