S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,DD - Demand Draft,05-Nov-2019 02:00 PM,20-Nov-2019 11:30 AM,05-Nov-2019 02:00 PM,19-Nov-2019 05:00 PM,NA ,NA ,05-Nov-2019 02:00 PM,19-Nov-2019 05:00 PM,22-Nov-2019 02:00 PM,"32,300",No,fixed,,EE HPPWD Division Tanda at Nagrota Bagwan,Tanda at Nagrota Bagwan,PWD,NIT 3241-80,2019_PWD_32446_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,Periodic maintenance of Radh Haldwari road Km 0/000 to 4/525 under PMGSY Annual Maintenance plan for the year 2019-20 (HP0408vr0074)(Financial Incentive 2018-19) in Distt Kangra (HP),"Providing and laying 25mm thick bitumen concrete with paver finisher complete in Km 0/000 to 1/000, 1/000 to 2/000 and 4/000 to 4/425",Please refer Tender documents. ,NA ,"16,11,675",Civil Works - Roads,NA ,Tender,120.0,30.0,TANDA,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,500.0,EE HPPWD Division Tanda at Nagrota Bagwan,Kangra,No,AOC,1.0,136750.0,Navneet Thakur,19-Nov-2019 03:56 PM,Rejected-AOC,L4,17-Dec-2019 04:18 PM,Technical,Sum,Suresh Kumar Walia,22-Nov-2019 01:40 PM,technical_46679.pdf,Finance,Sum,Suresh Kumar Walia,28-Nov-2019 12:20 PM,finance_46679.pdf,BOQ Comparative Chart,1.0,136424.0,Rohit,INR,"1,851,487",PWD,2019_PWD_32446_2,NIT 3241-80,Periodic maintenance of Radh Haldwari road Km 0/000 to 4/525 under PMGSY Annual Maintenance plan for the year 2019-20 (HP0408vr0074)(Financial Incentive 2018-19) in Distt Kangra (HP),Dr Suresh Kumar Walia,Internal,Er Ankit AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,22-Nov-2019 01:43 PM,22-Nov-2019 02:00 PM,techsummary_46679.pdf (805.22 KB),Dr Suresh Kumar Walia,Internal,Er Ankit AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,28-Nov-2019 12:23 PM,finsummary_46679.pdf (197.61 KB),13-Dec-2019,"INR 1,851,487",30.0,Suresh Kumar Walia,17-Dec-2019 04:18 PM,Award.pdf (441.00 KB),Award,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,AOC,2.0,136281.0,pritam singh thkur,19-Nov-2019 01:19 PM,Rejected-AOC,L2,17-Dec-2019 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,AOC,3.0,136424.0,Rohit,19-Nov-2019 09:34 AM,Accepted-AOC,L1,17-Dec-2019 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,AOC,4.0,136232.0,VP SHARMA,13-Nov-2019 07:25 PM,Rejected-AOC,L3,17-Dec-2019 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
