Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Er.H.L. Sharma,Internal,Proceeding attached,Harbans Lal Sharma,26-Jul-2019 05:48 PM,finsummary_42866.pdf (892.90 KB),19-Dec-2019,"INR 176,500",90.0,Harbans Lal Sharma,19-Dec-2019 02:28 PM,AWNo4343dt2972019ShRohitRai.PDF (445.00 KB),AW No. 4343-51 dated 29-07-2019,PWD,2019_PWD_29636_1,C/O L/R Harijan Basti Saloh Beri Under Bharwain Di,Const of link road Harijan Basti Saloh Beri km 000 to 4000 SH Const of both side approaches for existing Box cell culvert at RD 2 215 and 2915 against MNP,Er.H.L. Sharma,Internal,Proceeding attached,Harbans Lal Sharma,15-Jul-2019 03:55 PM,15-Jul-2019 04:00 PM,techsummary_42866.pdf (3624.38 KB),Finance,Summary attached,Harbans Lal Sharma,26-Jul-2019 05:45 PM,finance_42866.pdf,BOQ Comparative Chart,1.0,123490.0,Rohit Rai,INR,"2,110,657",Technical,Proceeding attached,Harbans Lal Sharma,15-Jul-2019 03:50 PM,technical_42866.pdf,1.0,123495.0,Ajmer Singh Govt. Contractor,01-Jul-2019 05:56 PM,Rejected-AOC,L-3,19-Dec-2019 02:28 PM,AOC,Const of link road Harijan Basti Saloh Beri km 000 to 4000 SH Const of both side approaches for existing Box cell culvert at RD 2 215 and 2915 against MNP,Const of link road Harijan Basti Saloh Beri km 000 to 4000 SH Const of both side approaches for existing Box cell culvert at RD 2 215 and 2915 against MNP,Tender Documents ,NA ,"17,65,500",Civil Works,Road ,Tender,120.0,90.0,Bharwain,177109.0,NA ,NA ,NA ,Bharwain,No ,No,PWD,C/O L/R Harijan Basti Saloh Beri Under Bharwain Di,2019_PWD_29636_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"34,000",No,fixed,,EE Bharwain,PNB at Amb,500.0,EE Bharwain,PNB at Amb,No,Executive Engneer,Division HPPWD Bharwain,26-Jun-2019 12:00 PM,02-Jul-2019 11:30 AM,26-Jun-2019 12:00 PM,01-Jul-2019 06:00 PM,NA ,NA ,26-Jun-2019 02:00 PM,01-Jul-2019 06:00 PM,15-Jul-2019 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of form as indicated in scheduled (F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,123358.0,Narinder Kumar,30-Jun-2019 09:30 PM,Rejected-Technical,Original document not received,15-Jul-2019 03:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in scheduled F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,123491.0,Parveen Singh,01-Jul-2019 05:41 PM,Rejected-AOC,L-2,19-Dec-2019 02:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Number Registration / GST Number Registration,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,123490.0,Rohit Rai,01-Jul-2019 05:27 PM,Accepted-AOC,L-1,19-Dec-2019 02:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration (General Rule No. 23),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,123350.0,Surinder Kumar,29-Jun-2019 03:55 PM,Rejected-Technical,original document not received,15-Jul-2019 03:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and Work in hand certificate General Rule No.19(Shown in scheduled F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machineries Tool plants Indicated in schedule-F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 7 and 8 duly signed(Refer General Rules No.26.7),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. list of both Gazetted officer and NGO serving as HPPWD employee related to him (Gener,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. (i) information furnished is correct (ii) as per Bid capacity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An undertaking that before submission of bid the site been visited,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidder like to be provide,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
