Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Category,Sub Category,Sub Category Description,Format/File,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Er Dalip Singh Patial EE,Internal,Sh Jai Ram HDM Smt Karuna Sharma Supdt Sh Kapil Dev Sr Asstt,Dalip singh Patial,05-Oct-2019 03:42 PM,finsummary_45504.pdf (325.19 KB),09-Dec-2019,"INR 1,052,025",365.0,Dalip singh Patial,20-Dec-2019 01:07 PM,AOC.pdf (587.00 KB),work awarded to Ratwan Light House being L1 contractor,PWD,2019_PWD_31621_1,PW/MED/TA/NIT/ e-notice/19-20-4141-47 dt 05.09.19,"Construction of Additional Accommodation to Circuit House Mandi District Mandi HP SH Providing E.I accessories, LED Lights Ceiling fans Exhaust fans, Geysers and Air conditioner Hot and cold therein",Er Dalip Singh Patial EE,Internal,Sh Jai Ram HDM Smt Karuna Sharma Supdt Sh Kapil Dev Sr Asstt,Dalip singh Patial,04-Oct-2019 11:37 AM,04-Oct-2019 12:00 PM,techsummary_45504.pdf (400.48 KB),1.0,132678.0,Ratwan Light House,INR,"1,052,025",Finance,Financial bid summary,Dalip singh Patial,05-Oct-2019 03:29 PM,finance_45504.pdf,BOQ Comparative Chart,Technical,technical bid summary,Dalip singh Patial,04-Oct-2019 11:30 AM,technical_45504.pdf,1.0,132425.0,BHARAT BHUSHAN,30-Sep-2019 09:54 AM,Rejected-Finance,Rejected being L3 contractor,05-Oct-2019 03:42 PM,AOC,1.0,DD - Demand Draft,"Construction of Additional Accommodation to Circuit House Mandi District Mandi HP SH Providing E.I accessories, LED Lights Ceiling fans Exhaust fans, Geysers and Air conditioner Hot and cold therein","Construction of Additional Accommodation to Circuit House Mandi District Mandi HP SH Providing E.I accessories, LED Lights Ceiling fans Exhaust fans, Geysers and Air conditioner Hot and cold therein",Please refer to bid document ,NA ,"13,24,635",Electrical Works,NA ,Tender,120.0,365.0,Mandi,175001.0,NA ,NA ,NA ,"Electrical Division, HP.PWD Mandi H.P",No ,No,"Executive Engineer, Electrical Division, HP.PWD Ma","Executive Engineer, Electrical Division, HP.PWD Mandi",20-Sep-2019 10:00 AM,30-Sep-2019 11:30 AM,20-Sep-2019 10:00 AM,30-Sep-2019 10:00 AM,NA ,NA ,20-Sep-2019 10:00 AM,30-Sep-2019 10:00 AM,04-Oct-2019 12:00 PM,PWD,PW/MED/TA/NIT/ e-notice/19-20-4141-47 dt 05.09.19,2019_PWD_31621_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,"Executive Engineer, Electrical Division, HP.PWD Ma",Mandi HP,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,"26,500",No,fixed,,"Executive Engineer, Electrical Division, HP.PWD Ma",Mandi HP,1.0,Fee/PreQual/Technical,.pdf,"COST OF TENDER and Earnest Money INDICATED IN SCHEDULE F,",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,131919.0,Digvijay Sharma,28-Sep-2019 06:55 PM,Rejected-Finance,Rejected being L2 contractor,05-Oct-2019 03:42 PM,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,.pdf,Valid contractor registration (Electrical) in Class A or B with Valid Electrical License,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,132678.0,Ratwan Light House,30-Sep-2019 09:16 AM,Accepted-AOC,work awarded to L1 contractor,20-Dec-2019 01:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,.pdf,Income Tax (PAN) and GST and EPF REGITRATION GENERAL RULES NO. 21,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average financial turnover of last three years as per Technical qualification criteria,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
