EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"28,000",No,fixed,,EE Joginder Nagar,"EE B and R Divn. HPPWD, Joginder Nagar",Executive Engineer,"Executive Engineer, B and R Division, HPPWD, Joginder Nagar",Construction of Govt. Senior Secondary School building at Panjalag Tehsil Lad-Bharol District Mandi (H.P.),"Formation cutting for site development including retaining wall, breast wall and Pusta with cement concrete 1.5.10)",As Per Bid Document ,NA ,"14,15,218",Civil Works - Roads,NA ,Tender,120.0,90.0,Lad-Bharol,175032.0,NA ,NA ,NA ,Joginder Nagar,No ,No,24-Oct-2019 11:00 AM,04-Nov-2019 11:30 AM,24-Oct-2019 11:00 AM,02-Nov-2019 05:00 PM,NA ,NA ,24-Oct-2019 11:00 AM,02-Nov-2019 05:00 PM,18-Nov-2019 11:00 AM,500.0,EE Joginder Nagar,"EE B and R Divn. HPPWD, Joginder Nagar",No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),1.0,DD - Demand Draft,PWD,PW-JND-B and R-EA-I-NIT- 10740-10839 dt.09.10.2019,2019_PWD_32281_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2019_PWD_32281_1,PW-JND-B and R-EA-I-NIT- 10740-10839 dt.09.10.2019,Construction of Govt. Senior Secondary School building at Panjalag Tehsil Lad-Bharol District Mandi (H.P.),Er. B.M.Thakur,Internal,"AE Lad-Bharol, Sr. DAO, HDM, Supdt. Gr-II",Bhag Mal Thakur,16-Nov-2019 04:16 PM,18-Nov-2019 11:00 AM,techsummary_46408.pdf (343.46 KB),B.M. Thakur,Internal,"AE Lad-Bharol, Sr. DAO, HDM, Supdt. Gr-II",Bhag Mal Thakur,20-Nov-2019 01:59 PM,finsummary_46408.pdf (358.56 KB),17-Dec-2019,"INR 2,345,056",90.0,Bhag Mal Thakur,21-Dec-2019 03:55 PM,AOC.pdf (414.00 KB),AOC,1.0,135437.0,Vijay Kumar,INR,"2,345,056",Finance,summary,Bhag Mal Thakur,20-Nov-2019 01:44 PM,finance_46408.pdf,BOQ Comparative Chart,1.0,135427.0,Ajay Kumar,02-Nov-2019 10:06 AM,Rejected-Technical,Non Rsponsive,16-Nov-2019 04:16 PM,Technical,summary,Bhag Mal Thakur,05-Nov-2019 05:09 PM,technical_46408.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,135263.0,AMIT KATOCH,29-Oct-2019 09:17 PM,Rejected-Technical,Non Responsive,16-Nov-2019 04:16 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,135419.0,Ayush Thakur,01-Nov-2019 05:34 PM,Rejected-Technical,Non Rsponsive,16-Nov-2019 04:16 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,135441.0,Ramesh Rana Govt Contractor,02-Nov-2019 02:01 PM,Rejected-Technical,Non Rsponsive,16-Nov-2019 04:16 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,135446.0,Sunil Kumar,02-Nov-2019 02:48 PM,Rejected-Finance,L-2,20-Nov-2019 01:59 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,135404.0,Tej Singh,01-Nov-2019 03:37 PM,Rejected-Technical,Non Rsponsive,16-Nov-2019 04:16 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rule No.26.7),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,135437.0,Vijay Kumar,02-Nov-2019 01:12 PM,Accepted-AOC,L-I,21-Dec-2019 03:55 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
