EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"38,000",No,fixed,,EE RAJAGRH,RAJAGRH,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,1.0,CORRIGENDUM,Other,,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,20-Sep-2019 03:00 PM,30-Sep-2019 11:30 AM,20-Sep-2019 03:00 PM,30-Sep-2019 11:00 AM,NA ,NA ,20-Sep-2019 03:00 PM,30-Sep-2019 11:00 AM,16-Nov-2019 03:00 PM,1.0,DD - Demand Draft,500.0,EE RAJAGRH,RAJAGRH,No,"Construction of Govt Degree College building at Rajgarh Distt. Sirmour H.P. (SH C/O Play Ground, PCC R/wall, B/wall, wire mesh fencing, dressing room, toilet and Septic tank ,P/F Grills ,Collapssible doors ,C/O stage in Hall","Construction of Govt Degree College building at Rajgarh Distt. Sirmour H.P. (SH C/O Play Ground, PCC R/wall, B/wall, wire mesh fencing, dressing room, toilet and Septic tank ,P/F Grills ,Collapssible doors ,C/O stage in Hall",Please refer Tender documents. ,NA ,"20,07,694",Civil Works,NA ,Tender,90.0,180.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,PWD,BALANCE WORK DEGREE COLLAGE,2019_PWD_31646_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2019_PWD_31646_1,BALANCE WORK DEGREE COLLAGE,"Construction of Govt Degree College building at Rajgarh Distt. Sirmour H.P. (SH C/O Play Ground, PCC R/wall, B/wall, wire mesh fencing, dressing room, toilet and Septic tank ,P/F Grills ,Collapssible doors ,C/O stage in Hall",Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, , Sh. Balbir Singh Sr. Asstt. Sh. Ghan Shyam Jr. Asstt",Kishan Lal Chaudhary,16-Nov-2019 12:52 PM,16-Nov-2019 03:00 PM,techsummary_45532.pdf (626.94 KB),Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, , Sh. Balbir singh Sr. Asstt.. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,26-Dec-2019 01:03 PM,finsummary_45532.pdf (235.46 KB),26-Dec-2019,"INR 2,007,694",150.0,Kishan Lal Chaudhary,26-Dec-2019 01:05 PM,AOC.pdf (729.00 KB),WORK AWARDED TO SH. RAVINDER KUMAR,Finance,SUMMARY,Kishan Lal Chaudhary,03-Dec-2019 04:08 PM,finance_45532.pdf,BOQ Comparative Chart,1.0,132751.0,RAVINDER KUMAR,INR,"2,308,227",1.0,132751.0,RAVINDER KUMAR,29-Sep-2019 05:41 PM,Accepted-AOC,L1,26-Dec-2019 01:05 PM,Technical,SUMMARY,Kishan Lal Chaudhary,14-Nov-2019 05:00 PM,technical_45532.pdf,AOC
,,,,,,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,132463.0,Satish Thakur,26-Sep-2019 04:44 PM,Rejected-AOC,L2,26-Dec-2019 01:05 PM,,,,,,AOC
,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,132736.0,Surender Thakur,29-Sep-2019 01:28 PM,Rejected-AOC,L3,26-Dec-2019 01:05 PM,,,,,,AOC
,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
