Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
PWD,Kalaghat Banona Road,2019_PWD_30585_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"14,000",No,fixed,,EE RAJGARH,RAJGARH,01-Aug-2019 09:00 AM,13-Aug-2019 11:00 AM,01-Aug-2019 09:00 AM,12-Aug-2019 05:00 PM,NA ,NA ,01-Aug-2019 09:00 AM,12-Aug-2019 05:00 PM,20-Aug-2019 04:40 PM,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,350.0,EE RAJGARH,RAJGARH,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,"C/O Kalaghat Banona road Km. 0/0 to 5/0 C/O 900mm dia RCC Hume pipe culverts alongwith both side wing walls at RD 0/555, 2/920, 3/210 AND 3/450 ). Under MNP","C/O Kalaghat Banona road Km. 0/0 to 5/0 C/O 900mm dia RCC Hume pipe culverts alongwith both side wing walls at RD 0/555, 2/920, 3/210 AND 3/450 ). Under MNP",Please refer Tender documents. ,NA ,"6,88,009",Civil Works - Roads,NA ,Tender,90.0,90.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH,No ,No,AOC,Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Supdt. G-II, Smt. Asha Kamal HDM, Sh. Balbir Singh Sr. Asstt. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,20-Aug-2019 04:21 PM,20-Aug-2019 04:40 PM,techsummary_44063.pdf (433.93 KB),PWD,2019_PWD_30585_1,Kalaghat Banona Road,"C/O Kalaghat Banona road Km. 0/0 to 5/0 C/O 900mm dia RCC Hume pipe culverts alongwith both side wing walls at RD 0/555, 2/920, 3/210 AND 3/450 ). Under MNP",23-Dec-2019,"INR 688,009",90.0,Kishan Lal Chaudhary,23-Dec-2019 04:52 PM,AOC.pdf (562.00 KB),work awarded to sh. Pawan Kumar,Er. K.L Chaudhary EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, , Sh. Balbir singh Sr. Asstt.. Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,23-Dec-2019 04:46 PM,finsummary_44063.pdf (562.38 KB),1.0,127230.0,Pawan Kumar,INR,"655,382",Finance,SUMMARY,Kishan Lal Chaudhary,29-Aug-2019 03:29 PM,finance_44063.pdf,BOQ Comparative Chart,1.0,127473.0,Ajeet Singh Govt. Contractor,12-Aug-2019 12:48 PM,Rejected-AOC,L2,23-Dec-2019 04:52 PM,Technical,SUMMARY,Kishan Lal Chaudhary,19-Aug-2019 01:25 PM,technical_44063.pdf,AOC
,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,127366.0,Ashwani Kumar,10-Aug-2019 10:28 PM,Rejected-AOC,L8,23-Dec-2019 04:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,127156.0,Bhupender,08-Aug-2019 01:01 PM,Rejected-AOC,L7,23-Dec-2019 04:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,127225.0,Lekhraj,09-Aug-2019 01:08 PM,Rejected-AOC,L5,23-Dec-2019 04:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,127230.0,Pawan Kumar,12-Aug-2019 11:30 AM,Accepted-AOC,L1,23-Dec-2019 04:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,127324.0,Rakesh,10-Aug-2019 01:27 PM,Rejected-AOC,L4,23-Dec-2019 04:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,127254.0,SAHDEV SINGH,09-Aug-2019 02:24 PM,Rejected-AOC,L6,23-Dec-2019 04:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,127336.0,Tapender Thakur,10-Aug-2019 01:59 PM,Rejected-AOC,L3,23-Dec-2019 04:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor to submit the incomplete works on proforma mentioned S. No. 19 as per General Rules 28.1,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
