EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"14,000",No,fixed,,"Executive Engineer, HPPWD Division Bhoranj",Bhoranj,26-Sep-2019 06:00 PM,10-Oct-2019 11:30 AM,26-Sep-2019 06:00 PM,10-Oct-2019 10:30 AM,NA ,NA ,26-Sep-2019 06:00 PM,10-Oct-2019 10:30 AM,08-Nov-2019 02:30 PM,350.0,"Executive Engineer, HPPWD Division Bhoranj",Bhoarnj,No,C/O link road to Village Utamber road km. 0/0 to 0/600,C/o Solid causeway at RD. 0/020 to 0/050 with Toe walls). (OTMNP Head).,Please refer Tender documents. ,NA ,"6,92,204",Civil Works - Roads,NA ,Tender,120.0,60.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,PWD,C/O link road to Village Utamber road km.,2019_PWD_31793_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,"Executive Engineer, HPPWD Division Bhoranj",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Bhoranj,1.0,DD - Demand Draft,AOC,1.0,133477.0,ashok Thakur,08-Oct-2019 05:18 PM,Rejected-AOC,Accepted,06-Dec-2019 10:36 AM,Technical,Summary attached,Amar Singh Bhatia,07-Nov-2019 07:18 PM,technical_45744.pdf,Finance,summary attached,Amar Singh Bhatia,27-Nov-2019 12:03 PM,finance_45744.pdf,BOQ Comparative Chart,1.0,133550.0,SANDEEP CHAUHAN,INR,"675,957",PWD,2019_PWD_31793_1,C/O link road to Village Utamber road km.,C/O link road to Village Utamber road km. 0/0 to 0/600,"E.E.Bhoranj Division,HP.PWD., Bhoranj",Internal,Summary attached,Amar Singh Bhatia,07-Nov-2019 07:21 PM,08-Nov-2019 02:30 PM,techsummary_45744.pdf (883.65 KB),E.E.HPPWD Bhoranj Division,Internal,"Supdt.DAO., HDM,A.E. Bhoranj S/Divn.",Amar Singh Bhatia,27-Nov-2019 12:40 PM,finsummary_45744.pdf (1450.35 KB),06-Dec-2019,"INR 675,957",60.0,Amar Singh Bhatia,06-Dec-2019 10:36 AM,Utamber.PDF (839.00 KB),AOC attached,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,2.0,FDR - Fixed Deposit,AOC,2.0,133600.0,Praveen Thakur,09-Oct-2019 05:40 PM,Rejected-AOC,Accepted,06-Dec-2019 10:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,AOC,3.0,133550.0,SANDEEP CHAUHAN,09-Oct-2019 03:12 PM,Accepted-AOC,Accepted,06-Dec-2019 10:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GTS Registration (General Rule 21),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that the contractor has not more than two work in hand (General Rule No. 28.1),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
