Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
23-Dec-2019,INR 4129948.0,180.0,Bhupen Bora,23-Dec-2019 02:32 PM,SUNPURA4.pdf (11911.00 KB),Construction of new Embankment on Left bank of river Deroi from Sepon Sunpura Road to Deroimukh under Demow revenue circle of Sivasagar District (Phase-I) (Package 4),Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_12569_1,SIV/SSS/2018-19/SUNPURA/1,Construction of new Embankment on Left bank of river Deroi from Sepon Sunpura Road to Deroimukh under Demow revenue circle of Sivasagar District (Phase-I) (Package 4),"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, EE, Sivasagar W. R. Division, Sivasagar, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, Dibrugarh",Joy Sekhar Chakraborty,16-May-2019 01:23 PM,finsummary_19790.pdf (754.57 KB),Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,16-May-2019 01:03 PM,technical_19790.pdf,1.0,59030.0,Lalit Saikia,INR,228773.0,Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,16-May-2019 01:22 PM,finance_19790.pdf,BOQ Comparative Chart,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, EE, Sivasagar W. R. Division, Sivasagar, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, Dibrugarh",Joy Sekhar Chakraborty,16-May-2019 01:05 PM,16-May-2019 01:10 PM,techsummary_19790.pdf (754.57 KB),1,59383,AJOY BORUAH,29-Mar-2019 03:16 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,16-May-2019 01:03 PM,AOC,1.0,DD - Demand Draft,Department of Water Resources||Chief Engineer - DoWR,SIV/SSS/2018-19/SUNPURA/1,2019_DoWR_12569_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,Construction of new Embankment on Left bank of river Deroi from Sepon Sunpura Road to Deroimukh under Demow revenue circle of Sivasagar District (Phase-I) (Package 4),Construction of new Embankment on Left bank of river Deroi from Sepon Sunpura Road to Deroimukh under Demow revenue circle of Sivasagar District (Phase-I) (Package 4),Please refer Tender documents. ,NA ,"41,29,948",Civil Works,NA ,Tender,180.0,180.0,Sivasagar,787055.0,NA ,NA ,NA ,Dibrugarh,No ,No,09-Mar-2019 06:00 PM,01-Apr-2019 02:00 PM,09-Mar-2019 06:05 PM,30-Mar-2019 02:00 PM,NA ,NA ,25-Mar-2019 10:00 AM,30-Mar-2019 02:00 PM,16-May-2019 01:10 PM,"82,599",Yes,percentage,2.0%,"The Executive Engineer, Sivasagar W.R. Division",Sivasagar,1.0,Fee,.pdf,Cost of Tender and EMD,"1,000","The Executive Engineer, Sivasagar W.R. Division",Sivasagar,No,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05",AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,59104.0,SUSHIL KALITA,INR,221083.0,,,,,,,,,,,,,,2,59205,Arabinda Phukan,27-Mar-2019 07:19 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,16-May-2019 01:03 PM,AOC,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,59195.0,Dhiren Kalita,INR,243672.0,,,,,,,,,,,,,,3,59276,BALI MAUT,28-Mar-2019 05:40 PM,Accepted-AOC,PROPER,23-Dec-2019 02:32 PM,AOC,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4.0,59199.0,MEGHA NATH SHARMA,INR,239506.0,,,,,,,,,,,,,,4,59273,Bibhuti Phukan,28-Mar-2019 05:21 PM,Accepted-AOC,PROPER,23-Dec-2019 02:32 PM,AOC,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5.0,59228.0,DEVA BARUAH,INR,221083.0,,,,,,,,,,,,,,5,59228,DEVA BARUAH,28-Mar-2019 07:51 PM,Accepted-AOC,PROPER,23-Dec-2019 02:32 PM,AOC,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6.0,59231.0,Kishur Konwar,INR,235341.0,,,,,,,,,,,,,,6,59303,DEVI PRASAD DEHINGIA,28-Mar-2019 09:13 PM,Accepted-AOC,PROPER,23-Dec-2019 02:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7.0,59248.0,M/S BISWAJIT BORAH,INR,224928.0,,,,,,,,,,,,,,7,59430,DHIRAJ GOGOI,30-Mar-2019 10:28 AM,Accepted-AOC,PROPER,23-Dec-2019 02:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8.0,59273.0,Bibhuti Phukan,INR,243672.0,,,,,,,,,,,,,,8,59195,Dhiren Kalita,29-Mar-2019 09:34 PM,Accepted-AOC,PROPER,23-Dec-2019 02:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9.0,59276.0,BALI MAUT,INR,224928.0,,,,,,,,,,,,,,9,59381,Dhrubajyoti Gayan,29-Mar-2019 05:12 PM,Accepted-AOC,PROPER,23-Dec-2019 02:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,10.0,59303.0,DEVI PRASAD DEHINGIA,INR,228773.0,,,,,,,,,,,,,,10,59404,DHRUVA JYOTI MAHANTA,29-Mar-2019 08:59 PM,Accepted-AOC,PROPER,23-Dec-2019 02:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
