Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,PWD,PWP/Tender/2019-20- 1396-1445 dt 26.06.2019,2019_PWD_29831_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,03-Jul-2019 04:30 PM,25-Jul-2019 11:30 AM,03-Jul-2019 05:00 PM,24-Jul-2019 05:00 PM,NA ,NA ,03-Jul-2019 05:00 PM,24-Jul-2019 05:00 PM,02-Aug-2019 11:00 AM,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,Construction of balance work of 50.45 mtr. Span R.C.C. Box Cell double lane bridge over Mandi Khalla on Dhaulakuan to Giri Nagar road at RD. 3/402 under NABARD RIDF-XXI (SH M/T and protection work on both side approaches),Construction of balance work of 50.45 mtr. Span R.C.C. Box Cell double lane bridge over Mandi Khalla on Dhaulakuan to Giri Nagar road at RD. 3/402 under NABARD RIDF-XXI (SH M/T and protection work on both side approaches),please refer tender document ,NA ,"53,28,617",Civil Works - Bridges,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,"2,000",EE Paonta Sahib,Paonta Sahib,Yes,"85,800",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,1.0,DD - Demand Draft,AOC,1.0,125826.0,Chanana Cont. Works,24-Jul-2019 01:06 PM,Accepted-AOC,L1,07-Dec-2019 03:34 PM,Technical,Summary,Dalip Singh Tomar,01-Aug-2019 04:13 PM,technical_43087.pdf,1.0,125826.0,Chanana Cont. Works,INR,"5,912,007",Finance,Bid Opening Summary,Dalip Singh Tomar,07-Dec-2019 03:28 PM,finance_43087.pdf,BOQ Comparative Chart,Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,01-Aug-2019 04:17 PM,02-Aug-2019 11:00 AM,techsummary_43087.pdf (847.14 KB),PWD,2019_PWD_29831_1,PWP/Tender/2019-20- 1396-1445 dt 26.06.2019,Construction of balance work of 50.45 mtr. Span R.C.C. Box Cell double lane bridge over Mandi Khalla on Dhaulakuan to Giri Nagar road at RD. 3/402 under NABARD RIDF-XXI (SH M/T and protection work on both side approaches),07-Dec-2019,"INR 5,328,617",90.0,Dalip Singh Tomar,07-Dec-2019 03:34 PM,aoc.pdf (1094.00 KB),AOC,Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,07-Dec-2019 03:32 PM,finsummary_43087.pdf (371.95 KB),AOC
,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,2.0,125787.0,hement,24-Jul-2019 06:47 AM,Rejected-Technical,Not Qualified,01-Aug-2019 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,125634.0,Manoj Chawla,24-Jul-2019 01:07 PM,Rejected-Finance,L2,07-Dec-2019 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,125804.0,mohdjaseem,24-Jul-2019 04:33 PM,Rejected-Technical,Not Qualified,01-Aug-2019 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy of 40 percent work done certificate for similar nature of work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,125754.0,Rajender Sharma,23-Jul-2019 07:32 PM,Rejected-Technical,Not Qualified,01-Aug-2019 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bidding Capacity/C.A. annual report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery tool plants as per schedule F Sr. No. 6.19 Ref.Clause No.18 i.e. R.C. and bills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
