Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Tender Stage,Department
2016_HET_1294_1,NIT/DTE-05/2016-17,Supply and Installation of Instruments_Machines on turnkey basis to be installed at Karimganj Polytechnic Maizgaon Karimganj Assam,Supply and Installation of Instruments_Machines on turnkey basis to be installed at Karimganj Polytechnic Maizgaon Karimganj Assam,Goods,Open Tender,Supply,Machineries,No,No,NA ,08-Dec-2016 05:00 PM,NA ,90.0,No ,No,Offline,30-Dec-2016 02:30 PM,Higher Education (Technical) Department||Directorate of Technical education Assam,Karimganj,788712.0,2.0,0.0,Converge Systems and Services Private Limited,,Rejected-Finance,,AOC,Higher Education (Technical) Department||Directorate of Technical education Assam
2016_HET_1291_1,NIT/DTE-02/2016-17,"Supply and Installation of Instruments / Machines on turnkey basis to be installed at Baksa Polytechnic, Belguri Pathar,Baksa Assam","Supply and Installation of Instruments / Machines on turnkey basis to be installed at Baksa Polytechnic, Belguri Pathar,Baksa Assam",Goods,Open Tender,Turn-key,Machineries,No,No,NA ,08-Dec-2016 05:00 PM,NA ,90.0,No ,No,Offline,30-Dec-2016 02:30 PM,Higher Education (Technical) Department||Directorate of Technical education Assam,Baksa,781360.0,2.0,0.0,Ace Acoustics And Audio Video Solutions Pvt. Ltd,35390985.0,Rejected-Finance,04-Jan-2017,AOC,Higher Education (Technical) Department||Directorate of Technical education Assam
2016_HET_1292_1,NIT/DTE-04/2016-17,Supply and Installation of Instruments _ Machines on turnkey basis to be installed at Kamrup Rural Polytechnic Baihata Charali Kamrup Rural Assam,Supply and Installation of Instruments _ Machines on turnkey basis to be installed at Kamrup Rural Polytechnic Baihata Charali Kamrup Rural Assam,Goods,Open Tender,Supply,Machineries,No,No,NA ,08-Dec-2016 05:00 PM,NA ,90.0,No ,No,Offline,30-Dec-2016 02:30 PM,Higher Education (Technical) Department||Directorate of Technical education Assam,Baihata Charali,781381.0,2.0,0.0,Fusion Systems,34932635.0,Rejected-Finance,04-Jan-2017,AOC,Higher Education (Technical) Department||Directorate of Technical education Assam
2016_PHED_1079_1,IFB_03_2016_17,PKG_01 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN BARPETA AND DHUBRI DISTRICT OF ASSAM,PKG_01 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN BARPETA AND DHUBRI DISTRICT OF ASSAM,Works,Open Tender,Works,Civil Works - Water Works,No,No,NA ,22-Sep-2016 06:55 PM,NA ,60.0,No ,No,Offline,21-Oct-2016 02:00 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,BARPETA AND DHUBRI,781301.0,2.0,"3,88,22,250",Shivam transcon Pvt.Ltd,29599963.0,Rejected-AOC,10-Jan-2017,AOC,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED
2016_DoIT_1349_1,BLF.1/2016,Event Management,Event Management for Brahmaputra Literary Festival 2017,Services,Open Tender,Works,Miscellaneous Services,No,No,NA ,21-Dec-2016 04:15 PM,23-Dec-2016 04:00 PM ,120.0,No ,No,Offline,27-Dec-2016 03:00 PM,Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT||Store and Purchase - AMTRON - DoIT,Guwahati,781006.0,2.0,"70,00,000",ACME EVENTS & EXPO,6474500.0,Not Admitted-Fee/PreQual/Technical,20-Jan-2017,AOC,Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT||Store and Purchase - AMTRON - DoIT
2016_GHC_1034_1,HC-XLV-206/2016/1137/PMP,"SUPPLY, INSTALLATION AND MAINTENANCE OF APPROXIMATELY 364 NUMBERS OF LAPTOPS GAUHATI HIGH COURT","SUPPLY, INSTALLATION AND MAINTENANCE OF APPROXIMATELY 364 NUMBERS OF LAPTOPS",Goods,Open Tender,Supply,Computer- H/W,No,No,NA ,09-Sep-2016 02:00 PM,19-Sep-2016 11:00 AM ,180.0,No ,No,Offline,14-Oct-2016 04:00 PM,Gauhati High Court - Guwahati,Judicial Districts of Assam,781001.0,4.0,0.0,BMG Informatics Pvt Ltd,21799960.0,Not Admitted-Technical,04-Jan-2017,AOC,Gauhati High Court - Guwahati
2016_HET_1295_1,NIT/DTE-01/2016-17,Supply and Installation of Instruments Machines on turnkey basis to be installed at Barpeta Polytechnic Barpeta Assam,Supply and Installation of Instruments Machines on turnkey basis to be installed at Barpeta Polytechnic Barpeta Assam,Goods,Open Tender,Supply,Machineries,No,No,NA ,08-Dec-2016 05:00 PM,NA ,90.0,No ,No,Offline,30-Dec-2016 02:30 PM,Higher Education (Technical) Department||Directorate of Technical education Assam,Barpeta,781301.0,2.0,0.0,Converge Systems and Services Private Limited,35525108.0,Rejected-Finance,04-Jan-2017,AOC,Higher Education (Technical) Department||Directorate of Technical education Assam
2016_GHC_1035_1,HC-XLV-206/2016/1138/PMP,"SUPPLY, INSTALLATION AND MAINTENANCE OF APPROXIMATELY 364 NUMBERS OF PRINTERS GAUHATI HIGH COURT","SUPPLY, INSTALLATION AND MAINTENANCE OF APPROXIMATELY 364 NUMBERS OF PRINTERS",Goods,Open Tender,Supply,Computer- H/W,No,No,NA ,09-Sep-2016 02:00 PM,19-Sep-2016 11:00 AM ,180.0,No ,No,Offline,27-Sep-2016 01:00 PM,Gauhati High Court - Guwahati,Judicial Districts of Assam,781001.0,4.0,0.0,EMBEE SOFTWARE PVT. LTD.,4185090.0,Rejected-AOC,04-Jan-2017,AOC,Gauhati High Court - Guwahati
2016_HET_1296_1,NIT/DTE-03/2016-17,"Supply and Installation of Instruments / Machines on turnkey basis to be installed at Goalpara Polytechnic,Goalpara East, Goalpara Assam","Supply and Installation of Instruments / Machines on turnkey basis to be installed at Goalpara Polytechnic,Goalpara East, Goalpara Assam",Goods,Open Tender,Turn-key,Machineries,No,No,NA ,08-Dec-2016 05:00 PM,NA ,90.0,No ,No,Offline,30-Dec-2016 02:30 PM,Higher Education (Technical) Department||Directorate of Technical education Assam,Goalpara,783101.0,2.0,0.0,MAVERICK TECHNOLOGIES,35440679.0,Rejected-Finance,04-Jan-2017,AOC,Higher Education (Technical) Department||Directorate of Technical education Assam
2016_PHED_1079_2,IFB_03_2016_17,PKG_02 SUPPPKG_02 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN JORHAT AND NAGAON DISTRICT OF ASSAM IN BARPETA AND DHUBRI DISTRICT OF ASSAM,PKG_02 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN JORHAT AND NAGAON DISTRICT OF ASSAM,Works,Open Tender,Works,Civil Works - Water Works,No,No,NA ,22-Sep-2016 06:55 PM,NA ,60.0,No ,No,Offline,21-Oct-2016 02:00 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,JORHAT AND NAGAON,785001.0,2.0,"3,77,73,000",additya corporation,,Rejected-AOC,,AOC,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED
2016_HFWD_1256_1,DME/299/2016/13444,"HIGH DOSE RATE REMOTE CONTROLLED BRACHY THERAPY SYSTEM AT 200 BEDDED CANCER HOSPITAL , G.M.C.H., GUWAHATI, ASSAM","HIGH DOSE RATE REMOTE CONTROLLED BRACHY THERAPY SYSTEM AT 200 BEDDED CANCER HOSPITAL , G.M.C.H., GUWAHATI, ASSAM",Goods,Open Tender,Supply,Medical Equipments/Waste,Yes,No,NA ,25-Nov-2016 11:00 AM,NA ,365.0,No ,No,Offline,15-Dec-2016 02:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD,GUWAHATI,781032.0,2.0,"2,00,00,000",Eckert & Ziegler BEBIG GmbH,23834700.0,Accepted-AOC,06-Jan-2017,AOC,Health and Family Welfare Department||Directorate of Medical Education-HFWD
2016_HFWD_1124_1,DME/MOULDROOM/CANCER,MOULD ROOM EQUIPMENTS,"SUPPLY AND INSTALLATION OF MOULD ROOM EQUIPMENT FOR 200 BEDDED CANCER HOSPITAL, GMCH, GUWAHATI",Goods,Open Tender,Supply,Medical Equipments/Waste,No,No,NA ,21-Oct-2016 01:00 PM,NA ,365.0,No ,No,Offline,11-Nov-2016 02:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD,GUWAHATI,781032.0,2.0,"50,00,000",KALYANI RADIOTHERAPY SPECIALTY INDIA (P) LTD,5802970.0,Accepted-AOC,06-Jan-2017,AOC,Health and Family Welfare Department||Directorate of Medical Education-HFWD
2016_PHED_1079_3,IFB_03_2016_17,PKG_03 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN JORHAT BASKA GOALPARA MANGALDAI MARIGAON AND NALBARI DISTRICT OF ASSAM,PKG_03 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC IN JORHAT BASKA GOALPARA MANGALDAI MARIGAON AND NALBARI DISTRICT OF ASSAM,Works,Open Tender,Works,Civil Works - Water Works,No,No,NA ,22-Sep-2016 06:55 PM,NA ,60.0,No ,No,Offline,21-Oct-2016 02:00 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,JORHAT BASKA GOALPARA MANGALDAI MARIGAON NALBARI,785001.0,2.0,"2,41,32,750",additya corporation,20699977.0,Rejected-AOC,10-Jan-2017,AOC,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED
