Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Tender Stage,Department
2018_PWBNH_6806_1,CS/SE(B-I)/934/2018-19/123-34 dtd.09-04-2018,Construction of Women Hostel at Assam Engineering Institute Guwahati under CSS during the year 2017 18,Construction of Women Hostel at Assam Engineering Institute Guwahati under CSS during the year 2017 18,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,12-Apr-2018 02:00 PM,13-Apr-2018 11:00 AM ,180.0,No ,No,Offline,18-Apr-2018 11:00 AM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-1 - PWBNH,Chandmari in Kamrup M District,781003.0,2.0,"99,99,998",M/S MAHAABALA CONSTRUCTION PVT. LTD.,8289105.0,Rejected-AOC,29-May-2018,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-1 - PWBNH
2018_PWD_6846_4,XXVIII/691/13220,SOPD(G)JSRD04,Const. of Nabapur Road,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,21-Apr-2018 11:00 AM,NA ,90.0,No ,No,Offline,05-May-2018 01:00 PM,Public Works Roads Department,JORHAT,785001.0,2.0,"23,27,814",ABHINAB DUTTA,2095033.0,Rejected-AOC,25-May-2018,AOC,Public Works Roads Department
2018_APGCL_5340_1,LTPS ICCP 5,LTPS ICCP 5,Restoration of the ICCP System of 7.5 K.M. 12 inch dia. Natural Gas pipeline from GAIL Terminal LAKWA to LTPS and other miscellaneous work of LTPS APGCL,Works,Open Tender,Works,Miscellaneous Works,No,No,NA ,30-Jan-2018 01:00 PM,08-Feb-2018 03:00 PM ,180.0,No ,No,Offline,26-Feb-2018 02:30 PM,Assam Power Generation Company Limited||CGM(G),Lakwa,785689.0,2.0,0.0,BASICS TECHNO SERVICES PVT LTD,2765449.0,Accepted-AOC,10-May-2018,AOC,Assam Power Generation Company Limited||CGM(G)
2018_ICD_4785_1,AGCL/SnP/2018/01 dated 03.01.18,Consultancy for development of system and processes,FOR REDESIGNING THE BUSINESS PROCESSES DEVELOPMENT OF INTERNAL CONTROL MECHANISM,Services,Limited,Fixed-rate,Consultancy,No,No,NA ,03-Jan-2018 06:00 PM,12-Jan-2018 09:00 AM ,180.0,No ,No,Offline,05-Feb-2018 02:30 PM,Industries and Commerce Department||Assam Gas Company Ltd - ICD,DULIAJAN,786602.0,2.0,"50,00,000",KPMG Advisory Services Private Limited,11682000.0,Rejected-AOC,03-May-2018,AOC,Industries and Commerce Department||Assam Gas Company Ltd - ICD
2018_ICD_6241_1,APL/MM/C/E/141/17-18/391,"Continuous Online Emission Monitoring for CO, NOX, SO2 gases, Data acquisition and transfer","Supply, Installation and Commissioning of continuous Online Emission Monitoring for CO, NOX, SO2 gases, Data acquisition and transfer to CPCB Server and PCBA Server",Goods,Limited,Supply,Supply of Materials,No,No,NA ,10-Mar-2018 10:00 AM,NA ,180.0,No ,No,Offline,26-Mar-2018 03:00 PM,Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,Namrup,786623.0,2.0,"25,00,000",ENVIRONNEMENT SA INDIA PVT. LTD,3540000.0,Rejected-Finance,07-May-2018,AOC,Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department
2018_PWBNH_6983_1,CS/SE(B-I)/941/2018-19/330-38 dtd.23-04-2018,Construction of Brick Boundary Wall with barbed wire fencing at Top of wall of FAAMCH Barpeta TNEIF Girls Hostel,Construction of Brick Boundary Wall with barbed wire fencing at Top of wall of FAAMCH Barpeta TNEIF Girls Hostel,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,26-Apr-2018 02:00 PM,27-Apr-2018 11:00 AM ,180.0,No ,No,Offline,03-May-2018 11:00 AM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-1 - PWBNH,Barpeta Twon in Barpeta District,781301.0,2.0,"36,87,144",Biswadev Das,3240999.0,Rejected-Technical,25-May-2018,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-1 - PWBNH
2018_PWD_6846_3,XXVIII/691/13220,SOPD(G)JSRD03,Imp of Uday Nagar Road,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,21-Apr-2018 11:00 AM,NA ,90.0,No ,No,Offline,05-May-2018 01:00 PM,Public Works Roads Department,JORHAT,785001.0,2.0,"24,60,946",BHASKAR BORPATRA GOHAIN,2301729.0,Rejected-Finance,25-May-2018,AOC,Public Works Roads Department
2018_PWD_6958_1,SE/NLRC/T/2017-18/15,DS/SDRF/1,Immediate restoration of washed away approaches of Culvert No.1/2 and damaged SPT Br. No.1/1 on Uriamguri to Sissimukh Road under SDRF for 2017-18,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,21-Apr-2018 04:30 PM,NA ,90.0,No ,No,Offline,03-May-2018 11:00 AM,Public Works Roads Department,Sissimukh,787058.0,2.0,"24,56,999",Pradip Bhorali,2454418.0,Accepted-AOC,04-May-2018,AOC,Public Works Roads Department
2018_BoTC_5999_1,BTC/CD-41/2017-18/6(A) dtd. 12th Oct./2017,SOPD(CD)-06 of 2017-18,Const. of C.C. Block(ICBP) road L.P. School road to Rainadabri Shiv Mandir,Works,Open Tender,Works,Civil Works,No,No,NA ,24-Feb-2018 11:00 AM,NA ,180.0,No ,No,Offline,06-Mar-2018 04:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Rainadabri,783370.0,2.0,"85,83,168",BISTI MUSHAHARY,8582349.54,Accepted-AOC,21-Mar-2018,AOC,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2018_ICD_5493_1,APL/MM/C/042/17-18/157,Procurement of Silver Catalyst,Procurement of fresh Silver Catalyst,Goods,Single,Item Rate,Supply of Materials,No,No,NA ,03-Feb-2018 10:00 AM,NA ,180.0,No ,No,Offline,12-Mar-2018 03:00 PM,Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,APL Namrup,786623.0,2.0,"9,75,000",ARORA MATTHEY LIMITED,45063.0,Accepted-AOC,15-May-2018,AOC,Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department
2017_ICD_3379_2,AIDC/IC/CPC/APEW/2017/01/5476,construction of approach road and earth filling work in the Centre for Perishable Cargo (CPC),"construction of approach road and earth filling work in the Centre for Perishable Cargo (CPC) Project at LGB International Airport, Guwahati, Kamrup(M), Assam",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,11-Nov-2017 04:00 PM,NA ,120.0,No ,No,Offline,29-Nov-2017 03:00 PM,Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD,"LGB International Airport, Guwahati,Kamrup, Assam",781124.0,2.0,"5,28,99,118",MAYUR R and D FIVE JV,56484414.32,Accepted-AOC,10-May-2018,AOC,Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD
2018_CD_5703_1,AWC.Engg.459/2016/NABARD/ RIDF-XXI/244,Renovation up gradation and new creation of Warehousing facilities under the scheme of NABARDs RIDF-XXI at existing WARE HOUSE COMPLEX BONGAIGAON DIST BONGAIGAON,Renovation up gradation and new creation of Warehousing facilities under the scheme of NABARDs RIDF-XXI at existing WARE HOUSE COMPLEX BONGAIGAON DIST BONGAIGAON,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,14-Feb-2018 02:00 PM,22-Feb-2018 11:30 AM ,180.0,No ,No,Offline,05-Mar-2018 11:00 AM,Cooperation Department||Assam State Warehousing Corporation,Bongaigaon,783380.0,2.0,"7,99,31,619",Jatindra Nr Das,69593102.0,Accepted-AOC,25-Apr-2018,AOC,Cooperation Department||Assam State Warehousing Corporation
2018_FCS_6066_1,HJS/Etender/II/2016/104 dated 26-2-2018,Transportation of Food grains rice under NFSA 2013 of Hojai District,Handling and transport contractor and fixation of rate for transportation of food grains under NFSA in II tier in system in respect of Hojai District for the financial year 2018-19.,Goods,Open Tender,Supply,Miscellaneous Goods,No,No,NA ,28-Feb-2018 02:30 PM,NA ,365.0,No ,No,Offline,21-Mar-2018 11:30 AM,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Hojai,"Deputy Commissioner, Hojai, Sankardev Nagar",782442.0,2.0,0.0,NISHIKA ROADLINES,42000000.0,Not Admitted-Fee/PreQual/Technical,31-Mar-2019,AOC,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Hojai
2018_HD_6292_1,CG. (Q) 1/2018-19/1 dated 13 March 2018,SUPPLY OF DRY-RATION COMMODITIES,SUPPLY OF DRY-RATION COMMODITIES,Goods,Open Tender,Supply,Food Products,No,No,NA ,13-Mar-2018 05:00 PM,23-Mar-2018 02:00 PM ,365.0,No ,No,Offline,02-Apr-2018 04:00 PM,Assam Home Guards and Civil Defence Organization||Director General of Civil Defence and Commandant General of Home Guards,As per list of locations,781028.0,2.0,0.0,Arvind,,Not Admitted-Fee/PreQual/Technical,,AOC,Assam Home Guards and Civil Defence Organization||Director General of Civil Defence and Commandant General of Home Guards
2016_ICD_1338_2,AIDC/IC/TLIIDN/PartXII/6595,Electrical Works for RFTL Building,Electrical Works for RFTL Building at IIDC Nalbari.,Works,Open Tender,Item Rate,Electrical Works,No,No,NA ,30-Jan-2017 12:30 PM,NA ,90.0,No ,No,Offline,07-Feb-2017 02:00 PM,Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD,"IIDC Nalbari, District, Nalbari, Assam",781371.0,2.0,"45,96,857",M/s Arya Enterprise,,Accepted-AOC,,AOC,Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD
