Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2025_HPSEB_107923_1,RPO/ED/DB-11/2025-26/24,"Tender for Restoration of existing 22kV HT line from Namgia Dogri to Shipkila in Electrical Section Pooh, Under Electrical Sub Division, HPSEBL, Pooh.","Tender for Restoration of existing 22kV HT line from Namgia Dogri to Shipkila in Electrical Section Pooh, Under Electrical Sub Division, HPSEBL, Pooh.",Services,Open Tender,Percentage,Supply and Erection,No,No,,18-Jun-2025 04:45 PM,,90.0,No,No,Online,01-Jul-2025 11:30 AM,HPSEBL||CE(OP) South||SE(OP) Rampur||Sr. Xen (E) Reckong Peo,POOH,172111.0,2.0,"1,69,000",,,,,HPSEBL||CE(OP) South||SE(OP) Rampur||Sr. Xen (E) Reckong Peo
2025_HPSEB_109088_1,FED-21/2025-26,FED-21/2025-26,TENDER FOR BILLING OF CONSUMERS IN ESD REHAN,Services,Open Tender,Percentage,Manpower Supply,No,No,,01-Jul-2025 05:00 PM,,150.0,No,No,Online,07-Jul-2025 01:00 PM,HPSEBL||CE (OP) North||SE (OP) Dalhousie||Sr. Xen Fatehpur,ESD REHAN,176022.0,2.0,,,,,,HPSEBL||CE (OP) North||SE (OP) Dalhousie||Sr. Xen Fatehpur
2025_HPSEB_107261_1,HPSEBL/AMD/DB-8/2025-26-015,HPSEBL/AMD/DB-8/2025-26-015,R M of external sewerage line sanitation system in HPSEBL colony at Sarabai for the year 2025,Works,Open Tender,Percentage,Civil Works - Others,No,No,,09-Jun-2025 05:00 PM,,180.0,No,No,Online,20-Jun-2025 03:30 PM,"HPSEBL||CE(Gen) Sundernagar||SE(Gen) Sarabai (Bhunter)||Sr. Xen Mtc, Thalout",Thalout,175121.0,2.0,"4,02,227",,,,,"HPSEBL||CE(Gen) Sundernagar||SE(Gen) Sarabai (Bhunter)||Sr. Xen Mtc, Thalout"
2025_PWD_108331_1,PW-MDI(P)Tender-NIT-3326-55 dated 20.06.2025,"Restoration of rain damages on various roads in Kamand Section under Kamand Sub-Division, HPPWD, Kamand",Hiring of earth cutting/ excavating machine for removal of slips/ debris for opening of roads during monsoon season (i) Nandal Arnehar road (ii) Neri Duhaki BIhandhar Gharan road (iii) Arnehar to Bunga road (iv) Uhal Valley road and other roads etc.),Works,Open Tender,Percentage,Civil Works - Roads,No,No,,21-Jun-2025 05:00 PM,,90.0,No,No,Online,27-Jun-2025 11:30 AM,PWD,Kamand,175005.0,2.0,"4,95,000",,,,,PWD
2025_PWD_107509_1,1231-50 Dated 10/06/2025,"CHC Garli Distt, Kanga (SH Retrofitting work in unit 2 and unit 3) Deposit work","CHC Garli Distt, Kanga (SH Retrofitting work in unit 2 and unit 3) Deposit work",Works,Open Tender,Percentage,Civil Works - Buildings,No,No,,16-Jun-2025 10:00 AM,,75.0,No,No,Online,24-Jun-2025 11:00 AM,PWD,Executive Engineer HPPWD Division Kotla Behar,177111.0,2.0,"26,69,531",,,,,PWD
2025_HPIPH_105803_1,1114-1164 dated 21-05-2025,"Providing Sewerage Scheme to Balance area of Nagar Panchayat Baijnath to Paprola in Tehsil Baijnath, Distt Kangra HP",Construction of Intermittent Pumping Station for Zone 1 along with allied Civil Work and Construction of Sewerage Network for Zone 1 and 2 with allied Civil Work,Works,Open Tender,Item Rate,Pipe Laying Works,No,No,,21-May-2025 05:00 PM,30-May-2025 11:00 AM,120.0,No,No,Both(Online/Offline),09-Jun-2025 12:30 PM,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",Baijnath,176125.0,2.0,,,,,,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan"
2025_HPSEB_106451_1,05/2025-26,05/2025-26,"Tender for  providing cutting and lopping of tree branches  underneath and in close proximity of 11KV HT  lines in various (E) sections  under ESD, HPSEBL, Bhambla.",Works,Open Tender,Percentage,Repair and Maintenance Works,No,No,,29-May-2025 10:00 AM,,60.0,No,No,Online,04-Jun-2025 12:00 PM,HPSEBL||CE(OP) CZ Mandi||SE(OP) Mandi||Sr. Xen (E) S/Ghat,ESD Bhambla,175004.0,1.0,"1,02,490",,,,,HPSEBL||CE(OP) CZ Mandi||SE(OP) Mandi||Sr. Xen (E) S/Ghat
2025_PWD_106080_1,Re-construction of Jalari Tilu Amtar road  Km 0/00 to 2/500,Re-construction of Jalari Tilu Amtar road  Km 0/00 to 2/500,"C/O R/wall at Rd 2/195 to 2/210, 2/470 to 2/485 1/960 to 1/975  B/wall at Rd 2/005 to 2/015  2/225 to 2/245 ) (under Demand No 10 5054-307-02) (OTMNP Head)",Works,Open Tender,Percentage,Civil Works - Roads,No,No,,23-May-2025 05:00 PM,,60.0,No,No,Online,30-May-2025 11:00 AM,PWD,Nadaun,177033.0,2.0,"16,74,708",,,,,PWD
2025_HPIPH_107642_1,EE JSD SNR TA etender 2025-2531-0 dt. 16.06.2025,Providing LWSS to GP Seri Kothi Batwara in Tehsil Sundernagar Distt. Mandi H.P,Connectivity of various sub storage tanks in GP Seri Kothi and Soul Jaral,Works,Open Tender,Item Rate,Civil Works - Water Works,No,No,,16-Jun-2025 05:00 PM,,120.0,No,No,Online,27-Jun-2025 11:30 AM,"HP Irrigation and Public Health||S  Nagar Circle,Irrigation and Public Health,HP||S.nagar,Irrigation and Public Health,HP",Sundernagar,175002.0,2.0,"18,33,465",,,,,"HP Irrigation and Public Health||S  Nagar Circle,Irrigation and Public Health,HP||S.nagar,Irrigation and Public Health,HP"
2025_HPSEB_108294_1,NIT-13-25-26,"Tender for augmentation of 25 KVA, 22 0.4 KV in to 63 KV 22 0.4 KV Sub Station at Zaploh at Janjhar in E section Sainj under Electrical Sub Division HPSEBL Gohar.  2 Tender for replacement of lengthy services with bare conductor from 100 KVA, 22 0.4","Tender for augmentation of 25 KVA, 22 0.4 KV in to 63 KV 22 0.4 KV Sub Station at Zaploh at Janjhar in E section Sainj under Electrical Sub Division HPSEBL Gohar.  2 Tender for replacement of lengthy services with bare conductor from 100 KVA, 22 0.4",Works,Open Tender,Percentage,Electrical Works,No,No,,23-Jun-2025 10:00 AM,,90.0,No,No,Online,01-Jul-2025 11:30 AM,HPSEBL||CE(OP) CZ Mandi||SE(OP) Mandi||Sr. Xen (E) Gohar,Gohar,175029.0,2.0,,,,,,HPSEBL||CE(OP) CZ Mandi||SE(OP) Mandi||Sr. Xen (E) Gohar
2025_HIMUD_106252_1,HIMUDA-MD-E-250-2025,Construction of Laboratory Room Physics lab Science lab and Chemistry lab Co 2 Nos toilets and development of ground for GSSS Batheri Block MandI 2 District Mandi HP,Construction of Laboratory Room Physics lab Science lab and Chemistry lab Co 2 Nos toilets and development of ground for GSSS Batheri Block MandI 2 District Mandi HP,Works,Open Tender,Percentage,Civil Works,No,No,,27-May-2025 11:00 AM,,60.0,No,No,Online,03-Jun-2025 11:30 AM,"Himachal Urban Development Authority||Supdt. Engineer (N),HIMUDA||Executive Engineer Division,Mandi,HIMUDA",Batheri,175005.0,2.0,"49,70,707",,,,,"Himachal Urban Development Authority||Supdt. Engineer (N),HIMUDA||Executive Engineer Division,Mandi,HIMUDA"
2025_HPSEB_108168_1,EDRMP/db-ten/25-26/1094-1100 dt 19/06/25,Tender for shifting of 250 kVA Sub station Ghass Depot,Tender for shifting of 250 kVA Sub station Ghass Depot,Works,Open Tender,Percentage,Electrical Works,No,No,,20-Jun-2025 06:00 PM,,90.0,No,No,Online,30-Jun-2025 03:30 PM,HPSEBL||CE(OP) South||SE(OP) Rampur||Sr.Xen (E) Rampur,Khaneri,172001.0,2.0,"7,61,730",,,,,HPSEBL||CE(OP) South||SE(OP) Rampur||Sr.Xen (E) Rampur
2025_HPSEB_110003_1,Tender No13/2025-26,"Estimate for shifting of 3 phase LT line passing through close proximity of Oatland (LF) residence in ( E ) Section US Club under Sub Division, HPSEBL, Chhota Shimla under the jurisdiction of this division.","Estimate for shifting of 3 phase LT line passing through close proximity of Oatland (LF) residence in ( E ) Section US Club under Sub Division, HPSEBL, Chhota Shimla under the jurisdiction of this division.",Works,Open Tender,Percentage,Electrical Works,No,No,,11-Jul-2025 05:00 PM,,180.0,No,No,Online,18-Jul-2025 01:00 PM,HPSEBL||CE(OP) South||SE(OP) Shimla||Sr. Xen (E) City,Shimla,171001.0,1.0,"3,01,612",,,,,HPSEBL||CE(OP) South||SE(OP) Shimla||Sr. Xen (E) City
2025_HPIPH_106954_1,514-594 dated 04-06-2025,Deployment of One Microbiologist at District Water Testing Laboratory Dhalli Shimla,Deployment of One Microbiologist at District Water Testing Laboratory Dhalli Shimla,Services,Open Tender,Percentage,Manpower Supply,No,No,,04-Jun-2025 06:00 PM,,60.0,No,No,Both(Online/Offline),25-Jun-2025 03:30 PM,"HP Irrigation and Public Health||WS and S Shimla Circle,Irrigation and Public Health,HP||HC and M Div,Irrigation and Public Health,HP",Dhalli Shimla,171012.0,1.0,"6,07,360",,,,,"HP Irrigation and Public Health||WS and S Shimla Circle,Irrigation and Public Health,HP||HC and M Div,Irrigation and Public Health,HP"
