Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Tender Stage,Department
2020_DoWR_15675_1,DIB/SOPDG/DSMOINA/2019-20/1,Strengthening of Down Stream of Moinamiri Ring Bund (Package 2),Strengthening of Down Stream of Moinamiri Ring Bund (Package 2),Works,Open Tender,Works,Civil Works,No,No,NA ,02-Jan-2020 09:00 AM,NA ,180.0,No ,No,Online,23-Jan-2020 02:00 PM,Department of Water Resources||Chief Engineer - DoWR,Dibrugarh,786005.0,3.0,"4,53,59,672",DEBASHIS DEBNATH,41428680.0,Rejected-AOC,27-Feb-2020,AOC,Department of Water Resources||Chief Engineer - DoWR
2019_PCCF_14016_1,SWEEPER OUTSOURCING TENDER,SWEEPER OUTSOURCING TENDER,"To provide workers at the Assam State Zoo cum Botanical Garden (ASZ), Guwahati.",Services,Open Tender,Percentage,Housekeeping/ Cleaning,No,No,NA ,07-Sep-2019 12:00 PM,13-Sep-2019 01:00 PM ,180.0,No ,No,Online,14-Oct-2019 03:30 PM,Pr. Chief Conservator of Forest and Head of Forest Force||Principal Chief Conservator of Forests(Wildlife and Ch. Wildlife Warden)||Divisional Forest Officer - Assam Sate Zoo,"Assam State Zoo, Guwahati",781005.0,2.0,,HRD Commercial & Industrial Security Force Pvt Ltd,2599.74,Rejected-Finance,11-Feb-2020,AOC,Pr. Chief Conservator of Forest and Head of Forest Force||Principal Chief Conservator of Forests(Wildlife and Ch. Wildlife Warden)||Divisional Forest Officer - Assam Sate Zoo
2019_DoWR_15003_2,NAGAON/2019-20/SOPD-FDR/I,"Construction of retirement embankment in the breach portion and improvement of Borghuli Ring,Retender Pak-4",Construction of retirement embankment in the breach portion and improvement of Borghuli Ring bundincluding anti erosion measures,Works,Open Tender,Works,Civil Works,No,No,NA ,08-Jan-2020 06:00 PM,NA ,180.0,No ,No,Online,18-Jan-2020 02:00 PM,Department of Water Resources||Chief Engineer - DoWR,Nagaon,782001.0,3.0,"6,01,24,297",Flexituff Ventures International Limited,59525479.53,Accepted-AOC,14-Feb-2020,AOC,Department of Water Resources||Chief Engineer - DoWR
2019_DoWR_15015_2,MANGALDAI/2019-20/SOPD-FDR/III,Reconstruction of breached embankment at Punia (Ch. 22700 m) including improvement of Nonoi L/B embankment Package 1 RETENDER,Reconstruction of breached embankment at Punia (Ch. 22700 m) including improvement of Nonoi L/B embankment (Ch. 10500 m to Ch. 24484 m) under SOPD-FDR for 2019-20,Works,Open Tender,Works,Civil Works,No,No,NA ,03-Jan-2020 06:00 PM,NA ,180.0,No ,No,Online,10-Jan-2020 02:00 PM,Department of Water Resources||Chief Engineer - DoWR,MANGALDAI,784125.0,3.0,"2,54,00,065",DIPANKAR SAHA PRASANTA DEY JV,22858807.09,Not Admitted-PreQual/Technical,26-Feb-2020,AOC,Department of Water Resources||Chief Engineer - DoWR
2019_DoWR_15002_2,NAGAON/2019-20/SOPD-FDR/I,"Construction of retirement embankment in the breach portion and improvement of Borghuli Ring, Retender Pak-3",Construction of retirement embankment in the breach portion and improvement of Borghuli Ring bundincluding anti erosion measures,Works,Open Tender,Works,Civil Works,No,No,NA ,08-Jan-2020 06:00 PM,NA ,180.0,No ,No,Online,18-Jan-2020 02:00 PM,Department of Water Resources||Chief Engineer - DoWR,Nagaon,782001.0,3.0,"5,99,29,292",Sri Babul Nath,57809915.58,Rejected-AOC,17-Feb-2020,AOC,Department of Water Resources||Chief Engineer - DoWR
2019_DoWR_15072_2,NALBARI/2019-20/SOPD-FDR/II,Reconstruction of breach embkt. at Bhabatipara and Purni Package 2 RETENDER,Reconstruction of breach embkt. at Bhabatipara and Purni including improvement of M/E along L/B of Nadla (Buradia river) from Rly. Line to its outfall along with A/E measures at different reaches under SOPD-FDR for the year 2019-20,Works,Open Tender,Works,Civil Works,No,No,NA ,02-Jan-2020 06:30 PM,NA ,180.0,No ,No,Online,10-Jan-2020 02:00 PM,Department of Water Resources||Chief Engineer - DoWR,NALBARI,781335.0,3.0,"2,55,80,206",Sanyug Enterprise Jayanta Khaund Joint Venture,23009413.02,Accepted-AOC,25-Feb-2020,AOC,Department of Water Resources||Chief Engineer - DoWR
2019_HET_15457_1,NIT/E-TENDER/DTE-04/2019-20,Supply and Installation of Equipment for State of the Art Data Centre on turnkey basis to beinstalled at Directorate of Technical Education Office Kahilipara Guwahati Assam,Supply and Installation of Equipment for State of the Art Data Centre on turnkey basis to be installed at Directorate of Technical Education Office Kahilipara Guwahati Assam,Goods,Open Tender,Supply,Computer- Data Processing,No,No,NA ,21-Dec-2019 06:00 PM,NA ,90.0,No ,No,Offline,06-Jan-2020 02:30 PM,Higher Education (Technical) Department||Directorate of Technical education Assam,Directorate of Technical Education Office Kahilipa,781019.0,2.0,"1,00,00,000",BMG Informatics Pvt Ltd,8065062.82,Accepted-AOC,30-Jan-2020,AOC,Higher Education (Technical) Department||Directorate of Technical education Assam
2019_BTC_15604_1,ACE-35/TECH/UDL(R B)/IFB/2018-19,Construction of vehicle garage for 9 Nos of Magistrate Qtr Partition wall alongwith 1 toilet construction in the double room of 2nd floor Circuit House concrete base and shed for DG set Udalguri DCs Complex in Udalguri District_TN_92_1,Construction of vehicle garage for 9 Nos of Magistrate Qtr Partition wall alongwith 1 toilet construction in the double room of 2nd floor Circuit House concrete base and shed for DG set Udalguri DCs Complex in Udalguri District_TN_92_1,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,30-Dec-2019 10:30 AM,NA ,180.0,No ,No,Offline,18-Jan-2020 02:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Udalguri,784509.0,2.0,"49,63,185",Bapan Ch Boro,5310511.7,Rejected-AOC,27-Feb-2020,AOC,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2019_DoWR_15007_1,NAGAON/2019-20/SOPD-FDR/I,Construction of retirement embankment in the breach portion and improvement of Borghuli Ring bund including anti erosion measures Package 8,Construction of retirement embankment in the breach portion and improvement of Borghuli Ring bund including anti erosion measures,Works,Open Tender,Works,Civil Works,No,No,NA ,27-Nov-2019 06:00 PM,03-Dec-2019 12:00 PM ,180.0,No ,No,Online,28-Dec-2019 02:00 PM,Department of Water Resources||Chief Engineer - DoWR,NAGAON,782001.0,3.0,"4,55,44,868",Ashok Kumar Agarwalla,40076912.9,Rejected-AOC,08-Feb-2020,AOC,Department of Water Resources||Chief Engineer - DoWR
2019_FCS_13255_1,DS. 173/2018/15 dated 20-06-2019,INVITATION FOR TECHNICAL AND FINANCIAL BIDS,"Director, Food, Civil Supplies and Consumer Affairs, Assam, Guwahati-5 invites e-tender for supply of printed 60,00,000 (sixty lakhs) Family Identity Cards required for NFSA beneficiaries, Assam on RATE CONTRACT BASIS to be supplied to var",Goods,Open Tender,Supply,Supply of Materials,No,No,NA ,21-Jun-2019 10:45 AM,02-Jul-2019 02:00 PM ,365.0,No ,No,Offline,12-Jul-2019 11:00 AM,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs,"Director, FCA and CA, Bhangagarh,Assam,Guwahati",781005.0,2.0,"8,40,00,000",ADWELL INTERNATIONAL PVT LTD,32280000.0,Not Admitted-Fee/PreQual/Technical,20-Sep-2019,AOC,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs
