Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Tender Stage,Department
2022_BoTC_25690_1,No. TECH-40/SE(R and B)/e-tender/2020-21/Pt-I/3,"Construction of road from Suklai Rajagarh connecting road to Jadav Kharel House under SOPD-G for the year 2021-22, Panery LAC, Package No.174_1","Construction of road from Suklai Rajagarh connecting road to Jadav Kharel House under SOPD-G for the year 2021-22, Panery LAC, Package No.174_1",Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,24-May-2022 09:00 AM,NA ,180.0,No ,No,Online,15-Jun-2022 03:30 PM,Bodoland Territorial Council||PWD-BTC,Udalguri,784509.0,2.0,"84,00,243",Prasanna Das,8399821.25,Rejected-AOC,20-Jul-2022,AOC,Bodoland Territorial Council||PWD-BTC
2022_SCD_25742_1,Tender/NIT/2021-22/1942,"MITIGATION OF FLASH FLOOD AT KRISHNA NAGAR (HILL SIDE), CHANDMARI,GUWAHATI DURING 2021-22","MITIGATION OF FLASH FLOOD AT KRISHNA NAGAR (HILL SIDE), CHANDMARI,GUWAHATI DURING 2021-22",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,26-May-2022 05:00 PM,NA ,180.0,No ,No,Online,10-Jun-2022 03:00 PM,Soil Conservation Department||Director - SCD,Guwahati,781003.0,2.0,"31,94,000",Jibon kishore Ray,2748753.12,Rejected-AOC,15-Jul-2022,AOC,Soil Conservation Department||Director - SCD
2022_BTC_25850_1,No. ACE- 05/CHN/IFB/2018-19/386,"Improvement of Pachim Silghagri road from Daria House to Mwkwnaguri L.P School, Chirang, TN_6_1","Improvement of Pachim Silghagri road from Daria House to Mwkwnaguri L.P School, Chirang, TN_6_1",Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,04-Jun-2022 04:00 PM,NA ,180.0,No ,No,Online,20-Jun-2022 02:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Chirang,783390.0,2.0,"95,55,225",TEKLO BORO BASUMATARY,9554989.96,Rejected-AOC,15-Jul-2022,AOC,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2022_PWRDW_25403_9,CE/APART/32/2022/17,Deithor Bazar in Karbi Anglong District,APART/NOCP/MARKETS/KAR-05 Market Modernisation and Improvement Programme (MMIP) of Deithor Bazar in Karbi Anglong District under APART,Works,Open Tender,Lump-sum,Civil Works - Building,No,No,NA ,05-May-2022 09:00 AM,18-May-2022 11:00 AM ,90.0,No ,No,Online,06-Jun-2022 02:30 PM,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders,Karbi Anglong District,782480.0,2.0,"2,94,63,000",JOHN MILLIK,26516700.0,Accepted-AOC,19-Jul-2022,AOC,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders
2021_PWD_23871_6,CE/Commn/30/ RIDF-27/2021-22/1_Ph-1,RE/RIDF-XXVII/ Rangapara /1,Construction of R Bank embankment of river Jiabharali from Dikoraijan to its out fall near bhumuraguri (.from Ch. 0.00km to Ch. 7.80 Km) (L 7.80Km) under RIDF-XXVII of NABARD for the year 2021-22,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,29-Dec-2021 09:00 AM,NA ,180.0,No ,No,Offline,19-Jan-2022 12:00 PM,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,Rangapara,785002.0,2.0,"12,90,62,000",Girindra Kumar Bhuyan,116155800.0,Rejected-AOC,02-Jul-2022,AOC,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD
2022_AHVD_25449_1,CVS/P-5/Tender/2022-23/37,E-TENDER FOR ENTERING INTO RATE CONTRACT,"E-TENDER FOR ENTERING INTO RATE CONTRACT FOR SUPPLY OF VETERINARY MEDICINES, AID MATERIAL, SURGICAL ITEMS AND OTHER VETERINARY ITEMS FOR THE YEAR 2022-23",Goods,Open Tender,Item Wise,Miscellaneous Goods,No,No,NA ,07-May-2022 04:00 PM,12-May-2022 12:00 PM ,180.0,No ,No,Online,04-Jun-2022 11:00 AM,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,Guwahati,781003.0,2.0,,THE HIMALAYA DRUG COMPANY,1536136.0,Rejected-Technical,16-Jul-2022,AOC,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary
2022_WPTBC_25585_1,SCDCTechWPTBCMS112202122,CONSTRUCTION OF MARKET SHED AT KALAIGAON MARKET DIST UDALGURI,MARKET SHED,Works,Limited,Item Rate,Civil Works,No,No,NA ,18-May-2022 02:00 PM,NA ,180.0,No ,No,Online,27-May-2022 02:05 PM,Welfare of Plain Tribes and Backward Classes||Directorate of Welfare of Scheduled Caste||Assam State Development Corporation for SC,kalaigaon Udalguri,784509.0,2.0,"49,99,600",CHITTARANJAN BISWAS,4999582.09,Accepted-AOC,13-Jun-2022,AOC,Welfare of Plain Tribes and Backward Classes||Directorate of Welfare of Scheduled Caste||Assam State Development Corporation for SC
2022_HB_25102_1,CJT/43/2022/725,SUPPLY OF DIETRY ARTICLES GROUP C,SUPPLY OF DIETRY ARTICLES GROUP C,Goods,Open Tender,Supply,Miscellaneous Goods,No,No,NA ,12-Apr-2022 01:00 PM,NA ,90.0,No ,No,Online,26-Apr-2022 01:30 PM,Home B||Assam Prison Headquarters||Central Jail-Tezpur,TEZPUR,784001.0,2.0,,D.G. ENTERPRISE,2205050.0,Rejected-Finance,27-Jul-2022,AOC,Home B||Assam Prison Headquarters||Central Jail-Tezpur
2021_PWD_23871_12,CE/Commn/30/ RIDF-27/2021-22/1_Ph-1,RE/RIDF-XXVII/ Sarupathar /1,Construction of road on river embankment from Panjan to Chowguri (Sewaguri to Singimari No. 2) on R B of river Dhansiri from Ch. 6.05 Km to 9.25 Km under RIDF-XXVII of NABARD for the year 2021-22 (Length 3.20km,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,29-Dec-2021 09:00 AM,NA ,180.0,No ,No,Offline,19-Jan-2022 12:00 PM,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,Sarupathar,785601.0,2.0,"5,16,92,000",Sri Manoj Pareek,51691000.0,Not Admitted-Fee/PreQual/Technical,16-Jul-2022,AOC,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD
2022_PNRD_24201_1,ZPL/RURBAN24TENDKACHBHP202140 02-02-22,Construction for Development of Kachamari Beel,Construction for Development of Kachamari Beel at Pathalipahar,Works,Open Tender,Works,Civil Works,No,No,NA ,03-Feb-2022 11:00 AM,07-Feb-2022 11:00 AM ,180.0,No ,No,Online,19-Feb-2022 10:00 AM,Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD||Lakhimpur Zilla Parishad,Pathalipahar,784163.0,2.0,"30,00,000",AMAR BORA,2850000.0,Not Admitted-Fee/PreQual/Technical,27-Jun-2022,AOC,Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD||Lakhimpur Zilla Parishad
