Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"2,000",Nil,Nil,No,Essential Diagnostic Kit,Supply of Essential Diagnostic Kit,Please refer Tender documents. ,NA ,"96,27,000",Medicines,NA ,Tender,180.0,60.0,Guwahati,781026.0,"O/o MD, AMSCL, Guwahati ","O/o MD, AMSCL, Guwahati ",19-Sep-2022 11:00 AM ,"O/o MD, AMSCL, Guwahati",No ,No,1.0,SBI Bank,Health and Family Welfare Department||Assam Medical Services Corporation Limited,Essential Diagnostic Kit_224272,2022_HFWD_26928_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,1.0,Extension notice,Date,,09-Sep-2022 02:00 PM,17-Oct-2022 04:00 PM,09-Sep-2022 03:00 PM,17-Oct-2022 02:00 PM,NA ,NA ,06-Oct-2022 02:00 PM,17-Oct-2022 02:00 PM,12-Nov-2022 02:00 PM,"2,00,000",No,fixed,,Nil,Nil,"MD, AMSCL","O/o MD, AMSCL, Guwahati",1.0,Fee/PreQual/Technical,.pdf,"Court Fee/IPO, Tender Processing fee details, Online EMD details, Technical Bids",AOC,04-Apr-2023,INR 100.0,60.0,Anirban Talukdar,04-Apr-2023 01:30 PM,loi.pdf (4727.00 KB),Supply of Kit,Health and Family Welfare Department||Assam Medical Services Corporation Limited,2022_HFWD_26928_1,Essential Diagnostic Kit_224272,Essential Diagnostic Kit,1,159328,Athenese-Dx Private Limited,15-Oct-2022 03:54 PM,Not Admitted-Finance,Not qualified for AOC,07-Jan-2023 04:55 PM,Finance,Minutes of Financial bids,Anirban Talukdar,07-Jan-2023 04:55 PM,finance_41478.pdf,BOQ Comparative Chart,1.0,159241.0,Medsource Ozone Biomedicals Pvt. Ltd,INR,1.0,Technical,Technical Bids Minutes with Short fall documents,Anirban Talukdar,01-Nov-2022 12:17 PM,technical_41478.pdf,AMD,Internal,"DME, DHS, ED, DF, Sr. Inspector, Proc. Exp, GM-F, GM-P, Manager",Anirban Talukdar,12-Nov-2022 01:53 PM,12-Nov-2022 02:00 PM,techsummary_41478.pdf (11025.39 KB),AMD,Internal,"DME, DHS, ED, DF, Sr. Inspector, Proc. Exp, GM-F, GM-Proc, Manager",Anirban Talukdar,07-Jan-2023 05:00 PM,finsummary_41478.pdf (2670.95 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum No 1,Technical Bid,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,2,159292,Avantor Performance Materials India Limited,17-Oct-2022 01:37 PM,Rejected-Technical,Not Admitted,12-Nov-2022 01:53 PM,,,,,,,2.0,159263.0,Fresenius Kabi india Pvt Ltd,INR,1.0,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,160059,BEACON DIAGNOSTICS PVT.LTD.,17-Oct-2022 01:20 PM,Accepted-AOC,L1,04-Apr-2023 01:31 PM,,,,,,,3.0,159304.0,Meril Diagnostic Pvt. Ltd.,INR,1.0,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,159785,BHAT BIO-TECH INDIA (P) LTD,17-Oct-2022 10:59 AM,Not Admitted-Finance,Not qualified for AOC,07-Jan-2023 04:55 PM,,,,,,,4.0,159629.0,Kilpest India Limited,INR,1.0,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,159383,Biogenix Inc. Pvt. Ltd.,17-Oct-2022 01:21 PM,Not Admitted-Finance,Not qualified for AOC,07-Jan-2023 04:55 PM,,,,,,,5.0,160059.0,BEACON DIAGNOSTICS PVT.LTD.,INR,1.0,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,159263,Fresenius Kabi india Pvt Ltd,17-Oct-2022 11:17 AM,Accepted-AOC,L1,04-Apr-2023 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,159322,Heranba Industries Ltd,10-Oct-2022 12:33 PM,Rejected-Technical,Not Admitted,12-Nov-2022 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,159629,Kilpest India Limited,10-Oct-2022 06:16 PM,Accepted-AOC,L1,04-Apr-2023 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,159241,Medsource Ozone Biomedicals Pvt. Ltd,17-Oct-2022 10:09 AM,Accepted-AOC,L1,04-Apr-2023 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,159304,Meril Diagnostic Pvt. Ltd.,17-Oct-2022 12:44 PM,Accepted-AOC,L1,04-Apr-2023 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
