Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-1),Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-1),Please refer Tender documents. ,NA ,"9,74,680",Consultancy,NA ,Tender,90.0,60.0,"Sivasagar, Jorhat, Golaghat",785640.0,Bijulee Bhawan Guwahati ,Office of CGM Audit APDCL 4th floor Bijulee Bhawan Paltanbazar 781001 ,13-Feb-2023 01:00 PM ,Office of the CGM Audit,No ,No,Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,CGM(Audit)/IA/APDCL/01/23,2023_APDCL_29203_1,Yes,Open Tender,Turn-key,Services,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.rar,Technical Bid,Chief General Manager Audit,Office of CGM Audit APDCL 4th floor Bijulee Bhawan Paltanbazar 781001,08-Feb-2023 10:00 AM,04-Mar-2023 02:00 PM,08-Feb-2023 10:00 AM,03-Mar-2023 12:00 PM,08-Feb-2023 10:00 AM ,11-Feb-2023 11:00 AM ,16-Feb-2023 12:00 PM,03-Mar-2023 12:00 PM,22-Mar-2023 12:00 PM,1.0,Corrigendum 1,Fee,,195.0,Nil,Nil,Yes,"20,000",Yes,fixed,,Nil,Nil,AOC,Finance,Financial bid opening summary,Rama Ranjan Chakraborty,04-Apr-2023 10:11 PM,finance_47016.pdf,BOQ Comparative Chart,MD APDCL,Internal,Members of TPC-1,Rama Ranjan Chakraborty,21-Mar-2023 06:48 PM,22-Mar-2023 12:00 PM,techsummary_47016.pdf (1102.12 KB),CGM Audit APDCL,Internal,Members of Tender Evaluation committee,Rama Ranjan Chakraborty,05-Apr-2023 08:43 AM,finsummary_47016.pdf (1136.85 KB),24-Apr-2023,INR 779744.0,60.0,Rama Ranjan Chakraborty,24-Apr-2023 09:23 AM,LOA_PKG1.pdf (270.00 KB),Letter of Award (PKG-1),Technical,Bid Opening Summary,Rama Ranjan Chakraborty,10-Mar-2023 02:12 PM,technical_47016.pdf,1.0,178488.0,SPRKCO,INR,779744.0,1,178664,Abhishek Agarwal & Co.,02-Mar-2023 06:46 PM,Rejected-Technical,Non-responsive,21-Mar-2023 06:48 PM,Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,2023_APDCL_29203_1,CGM(Audit)/IA/APDCL/01/23,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-1),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,178348,BANDYOPADHYAYA BHAUMIK AND CO,28-Feb-2023 06:16 PM,Rejected-Finance,Position based on Combined QCBS score H9,05-Apr-2023 08:43 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,178400,C K PRUSTY AND ASSOCIATES,03-Mar-2023 12:49 AM,Rejected-Finance,Position based on Combined QCBS score H2,05-Apr-2023 08:43 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,178459,D PATWARY AND CO,01-Mar-2023 06:26 PM,Rejected-Finance,Position based on Combined QCBS score H6,05-Apr-2023 08:43 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,178691,M BORAR AND CO,02-Mar-2023 07:47 PM,Rejected-Finance,Position based on Combined QCBS score H8,05-Apr-2023 08:43 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,178120,M/S GUPTA MASKARA AND ASSOCIATES,02-Mar-2023 03:21 PM,Rejected-Technical,Non-responsive,21-Mar-2023 06:48 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,178701,N C Karnany and CO,02-Mar-2023 11:05 PM,Rejected-Finance,Position based on Combined QCBS score H7,05-Apr-2023 08:43 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,177956,Nirupam & Associates,27-Feb-2023 03:20 PM,Rejected-Finance,Position based on Combined QCBS score H4,05-Apr-2023 08:43 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,178746,OP TOTLA & CO.,03-Mar-2023 11:06 AM,Rejected-Finance,Position based on Combined QCBS score H4,05-Apr-2023 08:43 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,178704,PARIK & CO,02-Mar-2023 09:03 PM,Rejected-Finance,Position based on Combined QCBS score H5,05-Apr-2023 08:43 AM,,,,,AOC
