Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date.1,Bid Opening Date.1,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
DOA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,21-Jan-2022 01:04 PM,finsummary_35774.pdf (1790.21 KB),1,126255,AKD CONSTRUCTION & SUPPLIER,14-Nov-2021 05:30 PM,Rejected-AOC,As per DBC minutes,04-Apr-2023 03:34 PM,Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23257_5,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Panbari-Bhakatpara,Finance,Financial Cover is opened and processed for evaluation,Upasana Devi,29-Dec-2021 02:14 PM,,BOQ Comparative Chart,29-Mar-2022,INR 4413012.11,120.0,NEELAKSHI BAITHURI,04-Apr-2023 03:29 PM,panbari.pdf (483.00 KB),As per DBC minutes,1.0,126388.0,GANPATI CONSTRUCTION COMPANY,INR,3628990.11,Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,24-Nov-2021 01:20 PM,,DoA,Internal,"DoH, Sr. FAO, Md-Seeds PME-ARIAS etc.",NEELAKSHI BAITHURI,23-Dec-2021 05:58 PM,techsummary_35774.pdf (2340.31 KB),AOC,0.0,No,fixed,,Nil,Nil,24-Dec-2021 09:00 AM,29-Dec-2021 12:00 PM,24-Dec-2021 09:00 AM,28-Dec-2021 05:00 PM,,0.0,Nil,Nil,No,1.0,Corrigendum,BOQ,,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Panbari-Bhakatpara,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Panbari-Bhakatpara,Please refer RFQ documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,45.0,120.0,Darrang,781022.0,NA ,NA ,NA ,o/o the Chief Engineer Agriculture Assam Khanapara,No ,No,1.0,Fee/PreQual/Technical,.pdf,RFQ for Construction of office building of the ADO Officer including sanitary etc,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,2021_DAASC_23257_5,Yes,Open Tender,Works,Works,2.0,No,No,Not Applicable,No,No,Yes,Director of Agriculture,"Directorate of Agriculture, Assam, Khanapara,Ghy-22",30-Oct-2021 02:00 PM,16-Nov-2021 02:00 PM,30-Oct-2021 04:00 PM,15-Nov-2021 01:00 PM,NA ,NA ,01-Nov-2021 02:00 PM,15-Nov-2021 01:00 PM,29-Dec-2021 12:00 PM,AOC
,,,,,,2,126386,DIPUL DEKA,15-Nov-2021 11:23 AM,Rejected-Technical,As per minutes,23-Dec-2021 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,126388,GANPATI CONSTRUCTION COMPANY,15-Nov-2021 11:25 AM,Accepted-AOC,As per DBC minutes,04-Apr-2023 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,126205,KADIR ALI,14-Nov-2021 03:20 PM,Rejected-Technical,As per minutes,23-Dec-2021 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,126453,Matlebuddin Ahmed,15-Nov-2021 12:24 PM,Not Admitted-Finance,Stage 2 Not Submitted Bid,29-Dec-2021 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,126288,MD BAHARUL ISLAM,14-Nov-2021 06:34 PM,Rejected-AOC,As per DBC minutes,04-Apr-2023 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,126451,M/S INFRASPREAD SERVICES,15-Nov-2021 12:24 PM,Rejected-AOC,As per DBC minutes,04-Apr-2023 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,126314,M/S MAA KALI ENTERPRISE,14-Nov-2021 09:53 PM,Rejected-AOC,As per DBC minutes,04-Apr-2023 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,126258,NORTH EAST ENTERPRISE,14-Nov-2021 06:07 PM,Rejected-Technical,As per minutes,23-Dec-2021 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,126168,Shri Prasanta Lahkar,14-Nov-2021 10:51 AM,Rejected-AOC,As per DBC minutes,04-Apr-2023 03:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
