Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Implementation of Centrally Sponsored Scheme for Vocationalization of Secondary Higher Secondary Education,Implementation of Centrally Sponsored Scheme for Vocationalization of Secondary Higher Secondary Education,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Empanelment,90.0,45.0,Kahilipara,781019.0,"State Mission Office ,Samgara Shiksha,Assam ","State Mission Office,Samgara Shiksha,Assam,Kahilipara,Guwahati-19 ",22-Feb-2023 12:30 PM ,"State Mission Office ,Samgara Shiksha,Assam",No ,No,1.0,Date and Tech,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,Pre-Qualification documents,Mission Director,"State Mission Office,Samgara Shiksha,Assam,Kahilipara,Guwahati-19","24,25,000",No,fixed,,Nil,Nil,16-Feb-2023 09:00 AM,13-Mar-2023 03:00 PM,16-Feb-2023 09:00 AM,13-Mar-2023 02:00 PM,NA ,NA ,16-Feb-2023 04:00 PM,13-Mar-2023 02:00 PM,Axom Sarba Siksha Abhijan Mission,SSA45035/1/2022-NSQFSSA/123204,2023_SSA_29352_1,Yes,Open Tender,EOI,Services,1.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,1.0,SBI Bank,AOC,Finance,Technical Minutes,Kamal Das,30-Mar-2023 06:42 PM,finance_47239.pdf,MD SSA,Internal,,Kamal Das,30-Mar-2023 06:45 PM,techsummary_47239.pdf (610.60 KB),06-Apr-2023,INR 0.0,45.0,Kamal Das,06-Apr-2023 10:54 AM,SLPCminutes.pdf (634.00 KB),Mission Director,Internal,,Kamal Das,06-Apr-2023 10:53 AM,finsummary_47239.pdf (633.86 KB),1.0,178099.0,SIBIN Group,INR,0.0,1,179406,AISECT,11-Mar-2023 06:23 PM,Rejected-Technical,Technically non Responsive,30-Mar-2023 06:45 PM,Axom Sarba Siksha Abhijan Mission,2023_SSA_29352_1,SSA45035/1/2022-NSQFSSA/123204,Implementation of Centrally Sponsored Scheme for Vocationalization of Secondary Higher Secondary Education,AOC
,,,,,,,,,,,,,,,,,,2.0,Technical Corrigendum,Technical Bid,,,,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,179200.0,Centum Workskills India Limited,INR,0.0,2,178300,ASSAM PROFESSIONAL ACADEMY SOCIETY,11-Mar-2023 03:58 PM,Rejected-Technical,Technically non Responsive,30-Mar-2023 06:45 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EOI documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3.0,179211.0,down town Charity Trust,INR,0.0,3,179200,Centum Workskills India Limited,10-Mar-2023 09:28 PM,Accepted-AOC,AWARDED,06-Apr-2023 10:54 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4.0,179450.0,YUVAAN EDUCATIVE LLP,INR,0.0,4,179211,down town Charity Trust,11-Mar-2023 06:55 PM,Accepted-AOC,AWARDED,06-Apr-2023 10:54 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,179522,ICA EDU SKILLS PRIVATE LIMITED,12-Mar-2023 05:42 PM,Rejected-Technical,Technically non Responsive,30-Mar-2023 06:45 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,179724,INDUS EDUTRAIN PRIVATE LIMITED,13-Mar-2023 01:29 PM,Rejected-Technical,Technically non Responsive,30-Mar-2023 06:45 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,178099,SIBIN Group,13-Mar-2023 10:29 AM,Accepted-AOC,AWARDED,06-Apr-2023 10:54 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,179689,SWADHIN,13-Mar-2023 10:05 AM,Rejected-Technical,Technically non Responsive,30-Mar-2023 06:45 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,178457,Valeur Fabtex Private Limited,13-Mar-2023 01:41 PM,Rejected-Technical,Technically non Responsive,30-Mar-2023 06:45 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,179450,YUVAAN EDUCATIVE LLP,11-Mar-2023 03:08 PM,Accepted-AOC,AWARDED,06-Apr-2023 10:54 AM,,,,,AOC
