Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
Executive Engineer,O/o EE HP PWD Division Tanda at Nagrota Bagwan,PWD,Nagrota 02/03,2023_PWD_70020_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of Mundla Tikka Dhar road Km 4/650 to 4/675 in District Kangra, (H.P.). (SH-Construction of Retaining wall at RD 4/650 to 4/675)","Construction of Mundla Tikka Dhar road Km 4/650 to 4/675 in District Kangra, (H.P.). (SH-Construction of Retaining wall at RD 4/650 to 4/675)",Please refer Tender documents. ,NA ,"13,40,325",Civil Works - Roads,NA ,Tender,120.0,90.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,O/o EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,1.0,ICICI BANK,"26,800",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,500.0,Nil,Nil,No,02-Mar-2023 05:00 PM,09-Mar-2023 11:00 AM,02-Mar-2023 05:00 PM,09-Mar-2023 09:00 AM,NA ,NA ,02-Mar-2023 05:00 PM,09-Mar-2023 09:00 AM,15-Mar-2023 11:20 AM,Executive Engineer,Internal,"AE, DAO, Supdt, HDM",Suresh Kumar Walia,15-Mar-2023 11:15 AM,15-Mar-2023 11:20 AM,techsummary_105548.pdf (824.77 KB),PWD,2023_PWD_70020_3,Nagrota 02/03,"Construction of Mundla Tikka Dhar road Km 4/650 to 4/675 in District Kangra, (H.P.). (SH-Construction of Retaining wall at RD 4/650 to 4/675)",27-Apr-2023,"INR 1,340,325",90.0,Suresh Kumar Walia,06-May-2023 12:48 PM,Award.pdf (335.00 KB),Award,Executive Engineer,Internal,AE DAO Supdt HDM,Suresh Kumar Walia,17-Mar-2023 02:23 PM,finsummary_105548.pdf (188.81 KB),1.0,332455.0,AJIT SINGH GOVT CONTRACTOR,08-Mar-2023 11:55 AM,Rejected-Finance,lowest2,17-Mar-2023,Technical,sum,Suresh Kumar Walia,15-Mar-2023 11:13 AM,technical_105548.pdf,Finance,sum,Suresh Kumar Walia,17-Mar-2023 02:19 PM,finance_105548.pdf,BOQ Comparative Chart,1.0,332488.0,Neeraj,INR,"938,227"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,332488.0,Neeraj,07-Mar-2023 03:22 PM,Accepted-AOC,Award,06-May-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST Registration , Pan No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,332274.0,RAHUL SHARMA,08-Mar-2023 10:47 AM,Rejected-Finance,lowest3,17-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,332807.0,sunny verma,08-Mar-2023 05:04 PM,Rejected-Finance,lowest5,17-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,331672.0,SURINDER KUMAR,08-Mar-2023 02:43 PM,Rejected-Finance,lowest4,17-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
