Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Suni,Irrigation and Public Health,HP",SNN-SML-03-740-Tndr/23-7386-95 dt 17/1/23,2023_HPIPH_67233_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest money as per NIT,1.0,ICICI BANK,Executive Engineer,JSV Division Suni,Improvement of various old kuhls existing between Sanula and Nouti khad Tehsil Suni Distt Shimla HP,"SH- C-O Kuhl Retaining wall , RCC structure for Nallah crossing, crate wire Head weir, Storage tank",Please refer Tender documents. ,NA ,"2,05,05,851",Civil Works,NA ,Tender,120.0,180.0,Suni,171301.0,NA ,NA ,NA ,Suni,No ,No,"2,38,000",Yes,fixed,,EE Suni,Suni,1.0,Class of bidders,Technical Bid,,"2,500",EE Suni,Suni,No,18-Jan-2023 05:00 PM,30-Jan-2023 11:30 AM,18-Jan-2023 05:00 PM,30-Jan-2023 11:00 AM,18-Jan-2023 05:00 PM ,30-Jan-2023 11:00 AM ,18-Jan-2023 05:00 PM,30-Jan-2023 11:00 AM,24-Feb-2023 11:40 AM,12-Apr-2023,"INR 20,505,851",180.0,Subash Chauhan,12-Apr-2023 01:11 PM,Award.pdf (1106.00 KB),Estimated cost,Technical,Cover-1 downloaded successfully,Subash Chauhan,24-Feb-2023 11:19 AM,technical_101379.pdf,Finance,Fin bid opened successfully,Subash Chauhan,01-Apr-2023 05:23 PM,finance_101379.pdf,BOQ Comparative Chart,1.0,317572.0,akash,30-Jan-2023 10:34 AM,Rejected-AOC,Higher bid,12-Apr-2023,SE,Internal,CHD AED EED,Subash Chauhan,24-Feb-2023 11:28 AM,24-Feb-2023 11:40 AM,techsummary_101379.pdf (535.34 KB),SE,External,AECHDEED,Subash Chauhan,01-Apr-2023 05:26 PM,finsummary_101379.pdf (640.78 KB),"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Suni,Irrigation and Public Health,HP",2023_HPIPH_67233_1,SNN-SML-03-740-Tndr/23-7386-95 dt 17/1/23,Improvement of various old kuhls existing between Sanula and Nouti khad Tehsil Suni Distt Shimla HP,1.0,317215.0,Rohit Sharma,INR,"15,460,822"
,,,,,,,,,,,,,,,,.pdf,Cost of tender document as per NIT,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,317658.0,Anurag Deep,30-Jan-2023 10:39 AM,Rejected-AOC,Higher bid,12-Apr-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Certificate of registration with Jal Shakti Vibhag in appropriate class and latest rene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,317416.0,Gurvaksh Singh,28-Jan-2023 07:03 PM,Rejected-AOC,Higher bid,12-Apr-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,317399.0,Jia Lal Kapatia,28-Jan-2023 06:02 PM,Rejected-AOC,Higher bid,12-Apr-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Latest Income Tax Return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,317215.0,Rohit Sharma,30-Jan-2023 08:56 AM,Accepted-AOC,Lowest bid,12-Apr-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,GSTIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,317406.0,Suneel Dutt,28-Jan-2023 05:46 PM,Rejected-AOC,Higher bid,12-Apr-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding Digital Signature Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,317537.0,Vijay Sharma,30-Jan-2023 08:36 AM,Rejected-AOC,Higher bid,12-Apr-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,A Scanned copy of under taking that I have carefully studied all the Terms and Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Certificate of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
