S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
1.0,ICICI BANK,Construction of Shilhbadhani Kungri Kortang road Km 0/0 to 8/255 (Shilhbadhani Forest Rest House to Kungri Kortang upto intel Portal of Bhubhu Jot Tunnel Total length 8.255 Km),Providing and laying soling WBM Grade-I in Km 0/0 to 3/500,As per bid documents ,NA ,"44,35,392",Civil Works - Roads,NA ,Tender,90.0,182.0,Shilhbadhani,175012.0,NA ,NA ,NA ,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",No ,No,"88,700",No,fixed,,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,04-Feb-2022 03:00 PM,11-Feb-2022 11:30 AM,04-Feb-2022 03:00 PM,10-Feb-2022 05:00 PM,NA ,NA ,04-Feb-2022 03:00 PM,10-Feb-2022 05:00 PM,15-Feb-2022 11:00 AM,"2,000","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,No,PWD,PW-MDI-Tender-NIT- 19169-99 dated 31.01.2022,2022_PWD_56407_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),PWD,2022_PWD_56407_1,PW-MDI-Tender-NIT- 19169-99 dated 31.01.2022,Construction of Shilhbadhani Kungri Kortang road Km 0/0 to 8/255 (Shilhbadhani Forest Rest House to Kungri Kortang upto intel Portal of Bhubhu Jot Tunnel Total length 8.255 Km),Er. J.K. Gupta,Internal,AE Jhatingri DAO HDM,Jitender Kumar,14-Feb-2022 04:07 PM,15-Feb-2022 11:00 AM,techsummary_84903.pdf (1052.84 KB),Er. J.K. Gupta,Internal,AE Jhatingri DAO Supdt. HDM,Jitender Kumar,07-Apr-2023 02:36 PM,finsummary_84903.pdf (492.82 KB),07-Apr-2023,"INR 4,435,392",182.0,Jitender Kumar,07-Apr-2023 02:37 PM,AOC56407.PDF (444.00 KB),AOC,1.0,262569.0,BALI RAM,10-Feb-2022 02:59 PM,Rejected-Finance,L-4,07-Apr-2023,Technical,summary,Jitender Kumar,11-Feb-2022 04:24 PM,technical_84903.pdf,1.0,262626.0,Missu Ram,INR,"3,104,774.35",Finance,fbosummary,Jitender Kumar,17-Feb-2022 04:10 PM,finance_84903.pdf,BOQ Comparative Chart
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule E),,,,,,,,,,,,,,,,,,,,,,,,,2.0,262503.0,DEEP KUMARI,10-Feb-2022 12:52 PM,Rejected-Finance,L-2,07-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),,,,,,,,,,,,,,,,,,,,,,,,,3.0,262545.0,DEVENDER SINGH,10-Feb-2022 02:14 PM,Rejected-Finance,L-6,07-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3),,,,,,,,,,,,,,,,,,,,,,,,,4.0,262242.0,LABH SINGH CONTRACTOR,10-Feb-2022 03:42 PM,Rejected-Finance,L-3,07-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certi.(Gen.Rule No.16 and 26.2.b)Mini amount of workdone as per Sched-F,,,,,,,,,,,,,,,,,,,,,,,,,5.0,262626.0,Missu Ram,10-Feb-2022 04:22 PM,Accepted-AOC,AOC,07-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,6.0,262524.0,PAWAN KUMAR,10-Feb-2022 01:37 PM,Rejected-Finance,L-5,07-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"HPPWD Form No.7/8 duly signed (General Rule and directions, Schedules A to F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
