Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Instrument Type,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
1.0,Fee/PreQual/Technical,.pdf,Documents required to be uploaded as per checklist Sr.No 1 -5 of tender documents,"1,000","M.S.-Cum-Member Secretary, RKS KNSHMC Shimla",Shimla,No,1.0,Corrigendum Specification Changed,Technical Bid,,"20,000",Yes,fixed,,"M.S.-Cum-Member Secretary, RKS KNSHMC Shimla",Shimla,09-Feb-2023 06:00 PM,03-Mar-2023 12:30 PM,09-Feb-2023 06:00 PM,03-Mar-2023 11:00 AM,10-Feb-2023 09:00 AM ,17-Feb-2023 03:00 PM ,21-Feb-2023 02:00 PM,03-Mar-2023 11:00 AM,28-Mar-2023 12:50 PM,Directorate of Medical Education and Research||IGMC Shimla||MS KNSH M and C Shimla,HFW(KNSHMC) Medicine tende /2023-902-04 dt 9.2.23,2023_IGMC1_68602_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,SUPPLY OF MEDICINES TO KAMLA NEHRU STATE HOSPITAL FOR MOTHER AND CHILD SHIMLA,SUPPLY OF MEDICINES TO KAMLA NEHRU STATE HOSPITAL FOR MOTHER AND CHILD SHIMLA,Please refer tender documents  ,NA ,,Medicines,NA ,Rate Contract,120.0,365.0,Kamla Nehru Hospital Shimla,171001.0,NA ,NA ,NA ,"MS Office, KNSHM and C Shimla",No ,No,"M.S.-Cum-Member Secretary, RKS",Kamla Nehru State Hospital for Mother and Child Shimla,1.0,DD - Demand Draft,MS KNSHMC Shimla,Internal,Kindly see the attachment,Sangeeta Negi,03-Apr-2023 06:29 PM,finsummary_103373.pdf (223.42 KB),Directorate of Medical Education and Research||IGMC Shimla||MS KNSH M and C Shimla,2023_IGMC1_68602_1,HFW(KNSHMC) Medicine tende /2023-902-04 dt 9.2.23,SUPPLY OF MEDICINES TO KAMLA NEHRU STATE HOSPITAL FOR MOTHER AND CHILD SHIMLA,1.0,329668.0,VLK Health Product,INR,0.0,Medical Superintendent,Internal,Kindly see the attachement,Sangeeta Negi,28-Mar-2023 12:39 PM,28-Mar-2023 12:50 PM,techsummary_103373.pdf (234.90 KB),1,330464,BANSAL TRADING COMPANY,02-Mar-2023 06:27 AM,Rejected-Finance,Not L1 in item wise,03-Apr-2023,04-Apr-2023,INR 0,365.0,Sangeeta Negi,03-Apr-2023 06:34 PM,AOC_knh.pdf (1879.00 KB),The item wise rate contract has been approved. Kindly see the attachment,Finance,Kindly see the attachment,Sangeeta Negi,03-Apr-2023 06:05 PM,finance_103373.pdf,BOQ Comparative Chart,Technical,kindly see the attachment,Sangeeta Negi,06-Mar-2023 04:18 PM,technical_103373.pdf
,,.pdf,Documents required to be uploaded as per checklist Sr. No 6-11 of tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,2.0,330005.0,M/s Royal Pharma,INR,0.0,,,,,,,,2,330774,Capital Biotech,02-Mar-2023 06:11 PM,Accepted-AOC,Kindly see the attachment of item wise approved rate/product,03-Apr-2023,,,,,,,,,,,,,,,,,,
,,.pdf,Documents required to be uploaded as per checklist Sr.No 12 and 13 of tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,330065.0,PHARMACRAFTS(I),INR,0.0,,,,,,,,3,330923,GAUTAM MEDICINES,02-Mar-2023 05:51 PM,Accepted-AOC,Kindly see the attachment of item wise approved rate/ product,03-Apr-2023,,,,,,,,,,,,,,,,,,
2.0,Finance,.xls,Price Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,330292.0,mahaluxmi medical agencies,INR,0.0,,,,,,,,4,330292,mahaluxmi medical agencies,01-Mar-2023 12:50 PM,Accepted-AOC,Kindly see the attachment of item wise approved rate/product,03-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,330743.0,rps pharma,INR,0.0,,,,,,,,5,330005,M/s Royal Pharma,01-Mar-2023 06:27 PM,Accepted-AOC,Kindly see the attachment of item wise approved rates/product,03-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,330752.0,shakti agency,INR,0.0,,,,,,,,6,330065,PHARMACRAFTS(I),01-Mar-2023 02:04 PM,Accepted-AOC,Kindly see the attachment of item wise approved rate/product,03-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,330765.0,Sam Pharma Co,INR,0.0,,,,,,,,7,330634,R P ENTERPRISES,02-Mar-2023 01:04 PM,Rejected-Finance,Not L1 in item wise,03-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,330774.0,Capital Biotech,INR,0.0,,,,,,,,8,330743,rps pharma,02-Mar-2023 07:39 PM,Accepted-AOC,Kindly see the attachment of item wise approved rate/product,03-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,330923.0,GAUTAM MEDICINES,INR,0.0,,,,,,,,9,330765,Sam Pharma Co,02-Mar-2023 05:44 PM,Accepted-AOC,Kindly see the attachment of item wise approved rate/product,03-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,330994.0,VAISHALI ENTERPRISES,INR,0.0,,,,,,,,10,330752,shakti agency,02-Mar-2023 05:17 PM,Accepted-AOC,Kindly see the attachment of item wise approved rate/product,03-Apr-2023,,,,,,,,,,,,,,,,,,
