EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
"33,500",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule E at Sr. No. (ii),Construction of road from Kodewala. (SH- Construction of 10.80 mtr span RCC Box Cell culvert over Nimbu ka Khala at RD 1/0 to 1/015) Under MNP.,Construction of road from Kodewala. (SH- Construction of 10.80 mtr span RCC Box Cell culvert over Nimbu ka Khala at RD 1/0 to 1/015) Under MNP.,Please refer tender documnent ,NA ,"17,32,600",Civil Works - Roads,NA ,Tender,75.0,180.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,06-Jan-2022 04:30 PM,15-Jan-2022 11:00 AM,06-Jan-2022 05:00 PM,15-Jan-2022 10:30 AM,NA ,NA ,06-Jan-2022 05:00 PM,15-Jan-2022 10:30 AM,21-Jan-2022 03:00 PM,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),PWD,Tender/2021-22-9045-94 dated 28.12.2021,2022_PWD_55402_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,05-Feb-2022 01:41 PM,finance_83114.pdf,BOQ Comparative Chart,1.0,254776.0,Bali Ram,INR,"865,910",1.0,254776.0,Bali Ram,13-Jan-2022 09:01 PM,Accepted-AOC,Work Completed,03-Apr-2023,Technical,Bid Opening Summary,Kishan Lal Chaudhary,21-Jan-2022 01:20 PM,technical_83114.pdf,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. B.S. Rawat Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,21-Jan-2022 01:29 PM,21-Jan-2022 03:00 PM,techsummary_83114.pdf (716.46 KB),PWD,2022_PWD_55402_1,Tender/2021-22-9045-94 dated 28.12.2021,Construction of road from Kodewala. (SH- Construction of 10.80 mtr span RCC Box Cell culvert over Nimbu ka Khala at RD 1/0 to 1/015) Under MNP.,03-Apr-2023,"INR 1,732,600",180.0,Dalip Singh Tomar,03-Apr-2023 01:21 PM,aoc.pdf (773.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,05-Feb-2022 01:44 PM,finsummary_83114.pdf (359.01 KB)
,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No. (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,2.0,255687.0,Islam,14-Jan-2022 06:20 PM,Rejected-Finance,L4,05-Feb-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,Copy of Contractor registration- refer general rule sr. No 24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,255671.0,Taj Mohd,14-Jan-2022 05:35 PM,Rejected-Finance,L3,05-Feb-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,Copy of GST Registration (Refer General Rule No.24.4)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,255493.0,VAJID,13-Jan-2022 04:44 PM,Rejected-Finance,L5,05-Feb-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1 duly signed by the concerned officer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,255259.0,YOGESH CONTRACTOR,15-Jan-2022 10:20 AM,Rejected-Finance,L2,05-Feb-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,Bid will be rejected if any incomplete work noticed beyond stipulated period without genuine reasons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18( i.e.R.C,purchase bills,ownership/Affidavit etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,"If contractor takes machinery on hire basis, affidavit is required from the owner/provider a/w proof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
