Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"The Commissioner,GMC","GUWAHATI MUNICIPAL CORPORATION, 2nd Floor, STATFED Building, G.M.C.H. Road, Bhangagarh, Guwahati-781005",1.0,Fee/PreQual/Technical,.pdf,Qualification Part,Guwahati Municipal Corporation,GER/DIV-V/144/2022/02/RE Dated 13/01/2023,2023_GMC_28881_30,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,"46,900",Yes,fixed,,Nil,Nil,1.0,Technical,Technical Bid,,1.0,SBI Bank,Cleaning and Desilting of 143 nos of Drains under Mitigation of Urban Flood in Guwahati City under Guwahati Municipal Corporation for the year 2022-23 Package no. DSLT-30,Package no. DSLT-30,Please refer Bid Document ,NA ,"23,45,022",Civil Works - Others,NA ,Tender,120.0,NA ,Guwahati,781005.0,NA ,NA ,NA ,"Office of the Commissioner,GMC",No ,No,500.0,Nil,Nil,No,16-Jan-2023 09:00 AM,21-Jan-2023 02:30 PM,16-Jan-2023 09:10 AM,21-Jan-2023 02:00 PM,NA ,NA ,18-Jan-2023 09:00 AM,21-Jan-2023 02:00 PM,02-Feb-2023 10:15 AM,AOC,1.0,174261.0,DHRUVA NARAYAN SHARMA,INR,2004993.0,23-Apr-2023,INR 2004993.81,60.0,Chandan Talukdar,23-Apr-2023 11:23 AM,Work_O_30.pdf (150.00 KB),Guwahati Municipal Corporation,2023_GMC_28881_30,GER/DIV-V/144/2022/02/RE Dated 13/01/2023,Cleaning and Desilting of 143 nos of Drains under Mitigation of Urban Flood in Guwahati City under Guwahati Municipal Corporation for the year 2022-23 Package no. DSLT-30,Technical,Bid Has Been Opened and admitted for Technical Evaluation,Doni Hatimuria,21-Jan-2023 04:38 PM,,1,174451,Ajit Bhattacheryaa,20-Jan-2023 07:44 PM,Rejected-Technical,Technically Not Qualified,02-Feb-2023 10:11 AM,"Jt. Commissioner,GMC",Internal,,Chandan Talukdar,02-Feb-2023 10:11 AM,02-Feb-2023 10:15 AM,techsummary_46536.pdf (265.07 KB),"Jt. Commissioner,GMC",Internal,,Chandan Talukdar,23-Apr-2023 11:22 AM,finsummary_46536.pdf (2639.06 KB),Finance,Financial Bid has been opened,Chandan Talukdar,02-Feb-2023 11:10 PM,,BOQ Comparative Chart,AOC
,,,,.pdf,Extra Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,174585,Bhagneswar Kalita,20-Jan-2023 02:52 PM,Rejected-AOC,Not Awarded,23-Apr-2023 11:24 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,174261,DHRUVA NARAYAN SHARMA,20-Jan-2023 03:44 PM,Accepted-AOC,Awarded as L1,23-Apr-2023 11:24 AM,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.pdf,Contractor Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,174345,MR DIPAK SARMA,20-Jan-2023 09:04 PM,Rejected-Technical,Technically Not Qualified,02-Feb-2023 10:11 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,174502,M/s. Anupama Enterprise,21-Jan-2023 11:33 AM,Rejected-Technical,Technically Not Qualified,02-Feb-2023 10:11 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,174709,M/S IMRAN ENTERPRISE,21-Jan-2023 11:42 AM,Rejected-Technical,Technically Not Qualified,02-Feb-2023 10:11 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,174649,M/s. M.P. Firm,20-Jan-2023 08:51 PM,Rejected-Technical,Technically Not Qualified,02-Feb-2023 10:11 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,174625,M/S TAMULI ENTERPRISE,21-Jan-2023 11:06 AM,Rejected-Technical,Technically Not Qualified,02-Feb-2023 10:11 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,174677,Rahul Kalita,21-Jan-2023 02:58 AM,Rejected-Technical,Technically Not Qualified,02-Feb-2023 10:11 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,174399,SARAT DEKA,20-Jan-2023 07:44 PM,Rejected-AOC,Not Awarded,23-Apr-2023 11:24 AM,,,,,,,,,,,,,,,,,,,,AOC
