EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
"38,000",No,fixed,,Nil,Nil,EXECUTIVE ENGINEER,EXECUTIVE ENGINEER HPPWD DIVISION FATEHPUR,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,e-Challan Cost of tender and Earnest of Money,15-Sep-2022 10:00 AM,22-Sep-2022 11:00 AM,15-Sep-2022 10:00 AM,21-Sep-2022 05:00 PM,NA ,NA ,15-Sep-2022 10:00 AM,21-Sep-2022 05:00 PM,29-Sep-2022 04:00 PM,PWD,PWF/CB/II-C/TENDER/7442-7532 Dt 05-09-22,2022_PWD_64984_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of link road from Ghaith to Kohlari km. 0/00 to 2/700,Construction of formation cutting at R.D. 0/00 to 1/510) Under Chief Minister Announcement work.,Please refer Tender documents. ,NA ,"18,94,061",Civil Works,NA ,Tender,75.0,90.0,FATEHPUR,176053.0,NA ,NA ,NA ,HPPWD DIVISION FATEHPUR,No ,No,1.0,ICICI BANK,1,302627,ARUN KUMAR,21-Sep-2022 02:20 PM,Rejected-Finance,Due to Highest amount,21-Dec-2022,Technical,SUMMARY,Arun Vashisht,29-Sep-2022 03:14 PM,technical_97753.pdf,1.0,302161.0,Vinay Sharma,INR,"1,325,639",Finance,Summary,Arun Vashisht,21-Dec-2022 03:21 PM,finance_97753.pdf,BOQ Comparative Chart,PWD,2022_PWD_64984_1,PWF/CB/II-C/TENDER/7442-7532 Dt 05-09-22,Construction of link road from Ghaith to Kohlari km. 0/00 to 2/700,EE,Internal,SUPDT HAM DAO,Arun Vashisht,29-Sep-2022 03:36 PM,29-Sep-2022 04:00 PM,techsummary_97753.pdf (2221.85 KB),EE,Internal,DAO HDM SUPDT,Arun Vashisht,21-Dec-2022 03:35 PM,finsummary_97753.pdf (662.28 KB),20-Apr-2023,"INR 1,325,639",90.0,Arun Vashisht,20-Apr-2023 11:41 AM,Gaith64984.pdf (899.00 KB),AOC
,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2,302385,DESRAJSINGH,21-Sep-2022 11:31 AM,Rejected-Finance,Due to Highest amount,21-Dec-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,"GST, PAN, EPF No and Latest ITR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,302290,DILRAJ SINGH,21-Sep-2022 10:46 AM,Rejected-Finance,Due to Highest amount,21-Dec-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,"Work done, one similar nature work not less than forty percent amount put to tender last five years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,302666,JAGJIT SINGH PATHANIA,21-Sep-2022 12:50 PM,Rejected-Finance,Due to Highest amount,21-Dec-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,Detail of machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,301957,Joginder Singh,21-Sep-2022 01:24 PM,Rejected-Finance,Due to Highest amount,21-Dec-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,Detail regarding arbitration litigation cases for the last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,302313,Karan Singh Guleria,21-Sep-2022 03:09 PM,Rejected-Finance,Due to Highest amount,21-Dec-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,An affidavit that the information furnished with BID documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,302146,MUNISH KUMAR,20-Sep-2022 02:34 PM,Rejected-Finance,Due to Highest amount,21-Dec-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,301968,NARINDER SINGH BEEND,21-Sep-2022 04:18 PM,Rejected-Finance,Due to Highest amount,21-Dec-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,302429,NAVJOT SINGH,20-Sep-2022 03:12 PM,Rejected-Finance,Due to Highest amount,21-Dec-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,302565,nitish gov cont,21-Sep-2022 11:52 AM,Rejected-Finance,Due to Highest amount,21-Dec-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
