Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date,Publish Date.1,Bid Opening Date.1,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date.1,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,RFQ for Construction of office building of the ADO Officer including sanitary etc,Directorate of Agriculture and Assam Seed Corporation,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,2021_DAASC_23257_2,Yes,Open Tender,Works,Works,2.0,No,No,Not Applicable,No,No,Yes,1.0,Corrigendum,BOQ,,Director of Agriculture,"Directorate of Agriculture, Assam, Khanapara,Ghy-22",23-Dec-2021 06:00 PM,29-Dec-2021 12:00 PM,23-Dec-2021 06:00 PM,28-Dec-2021 05:00 PM,,30-Oct-2021 02:00 PM,16-Nov-2021 02:00 PM,30-Oct-2021 04:00 PM,15-Nov-2021 01:00 PM,NA ,NA ,01-Nov-2021 02:00 PM,15-Nov-2021 01:00 PM,29-Dec-2021 12:00 PM,0.0,No,fixed,,Nil,Nil,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Duni- Pathorighat,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Duni- Pathorighat,Please refer RFQ documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,45.0,120.0,Darrang,781022.0,NA ,NA ,NA ,o/o the Chief Engineer Agriculture Assam Khanapara,No ,No,AOC,DOA,Internal,"DOH, Sr. FAO, Md. Seeds, PM, ARIAS etc.",NEELAKSHI BAITHURI,23-Dec-2021 05:13 PM,techsummary_35771.pdf (2340.31 KB),Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,24-Nov-2021 01:22 PM,,DoA,Internal,"DoH, Sr.FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,21-Jan-2022 01:45 PM,finsummary_35771.pdf (1790.21 KB),1.0,126381.0,GANPATI CONSTRUCTION COMPANY,INR,3606806.39,Finance,Financial Cover is opened and processed for evaluation,Upasana Devi,29-Dec-2021 02:01 PM,,BOQ Comparative Chart,29-Mar-2022,INR 3606806.39,120.0,NEELAKSHI BAITHURI,04-Apr-2023 03:40 PM,Duni.pdf (489.00 KB),As per DBC minutes,Directorate of Agriculture and Assam Seed Corporation,2021_DAASC_23257_2,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/89,Construction of office building of the ADO including sanitary-water supply and electrification works and supply of furniture at Duni- Pathorighat,1,126188,AKD CONSTRUCTION & SUPPLIER,14-Nov-2021 05:08 PM,Rejected-AOC,As per DBC minutes,04-Apr-2023 03:41 PM,AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,126313,Baharul Hoque,14-Nov-2021 09:55 PM,Rejected-Technical,As per minutes,23-Dec-2021 05:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,126381,GANPATI CONSTRUCTION COMPANY,15-Nov-2021 11:14 AM,Accepted-AOC,As per DBC minutes,04-Apr-2023 03:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,126418,JAYANTA KUMAR DAS,15-Nov-2021 11:48 AM,Rejected-Technical,As per minutes,23-Dec-2021 05:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,126206,KADIR ALI,14-Nov-2021 03:22 PM,Rejected-Technical,As per minutes,23-Dec-2021 05:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,126186,MAKUNDA DEKA,14-Nov-2021 01:32 PM,Rejected-Technical,As per minutes,23-Dec-2021 05:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,125952,Matlebuddin Ahmed,15-Nov-2021 12:32 PM,Not Admitted-Finance,Stage 2 Not Submitted Bid,29-Dec-2021 02:01 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,126287,MD BAHARUL ISLAM,14-Nov-2021 06:32 PM,Rejected-AOC,As per DBC minutes,04-Apr-2023 03:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,126203,M/S BORAH ENTERPRISE,14-Nov-2021 03:14 PM,Rejected-Technical,As per minutes,23-Dec-2021 05:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,126309,M/S MAA KALI ENTERPRISE,14-Nov-2021 09:16 PM,Rejected-AOC,As per DBC minutes,04-Apr-2023 03:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,126474,MS RUBI ENTERPRISE,15-Nov-2021 12:59 PM,Rejected-Technical,As per minutes,23-Dec-2021 05:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,126072,M/S S.S ENTERPRISE,13-Nov-2021 05:48 PM,Rejected-Technical,As per minutes,23-Dec-2021 05:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,126371,MUKUL SAIKIA,28-Dec-2021 12:19 PM,Rejected-AOC,As per DBC minutes,04-Apr-2023 03:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,126253,NORTH EAST ENTERPRISE,14-Nov-2021 05:29 PM,Rejected-Technical,As per minutes,23-Dec-2021 05:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,126296,PALLAB PRAN SANDILYA,14-Nov-2021 06:51 PM,Rejected-Technical,As per minutes,23-Dec-2021 05:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,126459,SHAMIM AHMED,15-Nov-2021 12:44 PM,Rejected-Technical,As per minutes,23-Dec-2021 05:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,126165,Shri Prasanta Lahkar,27-Dec-2021 09:28 PM,Rejected-AOC,As per DBC minutes,04-Apr-2023 03:41 PM,AOC
