Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
C/O LWSS Phoolpur in GP Phoolpur in Tehsil Paonta Sahib District Sirmour HP,Laying and Jointing of GI Pipes in distribution system,Please refer to tender documents ,NA ,"8,39,250",Civil Works,NA ,Tender,120.0,60.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Jal Shakti Division Paonta Sahib,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender as per tender documents,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Paonta,Irrigation and Public Health,HP",PNT-SMR02-720 No. 25228-25327 Dated 06.03.2023,2023_HPIPH_70434_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,Executive Engineer,Jal Shakti Division Paonta Sahib PO and Tehsil Paonta Sahib Distt. Sirmour HP,"16,800",Yes,fixed,,EE JS Division Paonta Sahib,Paonta Sahib,07-Mar-2023 06:55 PM,13-Mar-2023 12:30 PM,07-Mar-2023 06:55 PM,13-Mar-2023 11:00 AM,07-Mar-2023 06:55 PM ,13-Mar-2023 11:00 AM ,07-Mar-2023 06:55 PM,13-Mar-2023 11:00 AM,20-Mar-2023 02:00 PM,250.0,EE JS Division Paonta Sahib,Paonta Sahib,No,Executive Engineer JS Division Paonta Sahib,Internal,Junior Draughtsman and Draughtsman,Mohd. Arshad Rehman,24-Apr-2023 11:54 AM,finsummary_106150.pdf (467.35 KB),1.0,334279.0,Himalaya Enterprises,INR,"496,990","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Paonta,Irrigation and Public Health,HP",2023_HPIPH_70434_6,PNT-SMR02-720 No. 25228-25327 Dated 06.03.2023,C/O LWSS Phoolpur in GP Phoolpur in Tehsil Paonta Sahib District Sirmour HP,Executive Engineer JS Division Paonta Sahib,Internal,"Divisional Accounts Officer, Supdt Gr-II, Div Head Draughtsman, Tender Assistant",Mohd. Arshad Rehman,20-Mar-2023 01:54 PM,20-Mar-2023 02:00 PM,techsummary_106150.pdf (1078.61 KB),1,334403,AJAY CHAUHAN,13-Mar-2023 10:20 AM,Rejected-Finance,Not Found Lowest,24-Apr-2023,24-Apr-2023,"INR 839,250",60.0,Mohd. Arshad Rehman,24-Apr-2023 12:06 PM,AWARD_HimalayaEnterprises.pdf (795.00 KB),Award to Contractor,Finance,Financial Bid Opening Summary,Mohd. Arshad Rehman,21-Mar-2023 12:20 PM,finance_106150.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Mohd. Arshad Rehman,20-Mar-2023 01:46 PM,technical_106150.pdf
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money as per tender documents. In case EMD exemption attach latest affidavit for non-exhaust,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,334304,BHAW SINGH KAPOOR CONTRACTOR,12-Mar-2023 10:00 PM,Rejected-Finance,Not Found Lowest,24-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST and EPF, ESIC registration or undertaking about EPF to be submitted before award of work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,334380,DINESH KUMAR,13-Mar-2023 10:53 AM,Rejected-Finance,Not Found Lowest,24-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of valid and legible enlistment from JSV. Registeration from GWA Una for Rig/Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,334389,GAGAN KUMAR,13-Mar-2023 09:53 AM,Rejected-Finance,Not Found Lowest,24-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding careful study of documents before quoting the rates and visited the sites.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,333701,Geeta Ram,10-Mar-2023 03:44 PM,Rejected-Finance,Not Found Lowest,24-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding work will not be executed in joint venture and will not be sublet to other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,334376,HARSH KUMAR,13-Mar-2023 08:51 AM,Rejected-Finance,Not Found Lowest,24-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,334279,Himalaya Enterprises,12-Mar-2023 06:57 PM,Accepted-AOC,Being Lowest Contractor/Bidder,24-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,333796,krishan chand,10-Mar-2023 09:09 PM,Rejected-Finance,Not Found Lowest,24-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,334135,KUSHDEEP SINGH,12-Mar-2023 11:47 AM,Rejected-Finance,Not Found Lowest,24-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,333931,MAHENDER SINGH PUNDIR CONTRACTOR,11-Mar-2023 01:37 PM,Rejected-Finance,Not Found Lowest,24-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,334392,sant ram,13-Mar-2023 10:13 AM,Rejected-Finance,Not Found Lowest,24-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,334128,SHRI PARAM KRIPA BUILDTECH,11-Mar-2023 10:00 PM,Rejected-Finance,Not Found Lowest,24-Apr-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,334199,VINEET KUMAR,12-Mar-2023 02:11 PM,Rejected-Finance,Not Found Lowest,24-Apr-2023,,,,,,,,,,,,,,,,,,
