Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage
Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,2023_APDCL_29203_2,CGM(Audit)/IA/APDCL/01/23,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-2),1,177334,Abhijit Dutt And Associates,02-Mar-2023 05:57 AM,Rejected-Finance,Position based on Combined QCBS score H9,05-Apr-2023 09:17 AM,AOC,Chief General Manager Audit,Office of CGM Audit APDCL 4th floor Bijulee Bhawan Paltanbazar 781001,193.0,Nil,Nil,Yes,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-2),Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-2),Please refer Tender documents. ,NA ,"9,66,892",Consultancy,NA ,Tender,90.0,60.0,Badarpur and Cachar,788001.0,Bijulee Bhawan Guwahati ,Office of CGM Audit APDCL 4th floor Bijulee Bhawan Paltanbazar 781001 ,13-Feb-2023 01:00 PM ,Office of the CGM Audit,No ,No,"20,000",Yes,fixed,,Nil,Nil,08-Feb-2023 10:00 AM,04-Mar-2023 02:00 PM,08-Feb-2023 10:00 AM,03-Mar-2023 12:00 PM,08-Feb-2023 10:00 AM ,11-Feb-2023 11:00 AM ,16-Feb-2023 12:00 PM,03-Mar-2023 12:00 PM,22-Mar-2023 12:00 PM,1.0,Fee/PreQual/Technical,.rar,Technical Bid,Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,CGM(Audit)/IA/APDCL/01/23,2023_APDCL_29203_2,Yes,Open Tender,Turn-key,Services,2.0,No,No,Online,No,No,No,1.0,Corrigendum 1,Fee,,1.0,SBI Bank,AOC
,,,,2,178676,Abhishek Agarwal & Co.,03-Mar-2023 09:26 AM,Rejected-Technical,Non-Responsive,21-Mar-2023 06:52 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,178720,C K PRUSTY AND ASSOCIATES,03-Mar-2023 12:55 AM,Rejected-Finance,Position based on Combined QCBS score H3,05-Apr-2023 09:17 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,178462,D PATWARY AND CO,01-Mar-2023 06:25 PM,Rejected-Finance,Position based on Combined QCBS score H6,05-Apr-2023 09:17 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,178689,M BORAR AND CO,02-Mar-2023 07:40 PM,Rejected-Finance,Position based on Combined QCBS score H7,05-Apr-2023 09:17 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,178621,M/S GUPTA MASKARA AND ASSOCIATES,02-Mar-2023 03:14 PM,Rejected-Technical,Non-Responsive,21-Mar-2023 06:52 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,178713,N C Karnany and CO,02-Mar-2023 11:16 PM,Rejected-Finance,Position based on Combined QCBS score H8,05-Apr-2023 09:17 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,177960,Nirupam & Associates,27-Feb-2023 03:29 PM,Rejected-Finance,Position based on Combined QCBS score H4,05-Apr-2023 09:17 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,178748,OP TOTLA & CO.,03-Mar-2023 11:47 AM,Rejected-Finance,Position based on Combined QCBS score H2,05-Apr-2023 09:17 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,178707,PARIK & CO,02-Mar-2023 09:20 PM,Rejected-Finance,Position based on Combined QCBS score H5,05-Apr-2023 09:17 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
