Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
CGM Audit APDCL,Internal,Members of tender evaluation committee,Rama Ranjan Chakraborty,05-Apr-2023 10:16 AM,finsummary_47029.pdf (1244.38 KB),24-Apr-2023,INR 334056.01,60.0,Rama Ranjan Chakraborty,24-Apr-2023 09:43 AM,LOA_PKG6.pdf (269.00 KB),Letter of Award (PKG-6),Finance,Financial bid opening summary,Rama Ranjan Chakraborty,04-Apr-2023 11:59 PM,finance_47029.pdf,BOQ Comparative Chart,Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,2023_APDCL_29203_6,CGM(Audit)/IA/APDCL/01/23,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-6),1,178733,Abhishek Agarwal & Co.,03-Mar-2023 10:09 AM,Rejected-Technical,Non-responsive,21-Mar-2023 07:11 PM,Technical,Bid Opening summary,Rama Ranjan Chakraborty,10-Mar-2023 02:45 PM,technical_47029.pdf,MD APDCL,Internal,Members of TPC-1,Rama Ranjan Chakraborty,21-Mar-2023 07:11 PM,22-Mar-2023 02:00 PM,techsummary_47029.pdf (1126.59 KB),1.0,178744.0,RAMA K GUPTA & CO,INR,334056.01,AOC,Chief General Manager Audit,Office of CGM Audit APDCL 4th floor Bijulee Bhawan Paltanbazar 781001,70.0,Nil,Nil,Yes,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.rar,Technical Bid,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-6),Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-6),Please refer Tender documents. ,NA ,"3,51,640",Consultancy,NA ,Tender,90.0,60.0,"Kokrajhar, Bongaigaon, Barpeta",783370.0,Bijulee Bhawan Guwahati ,Office of CGM Audit APDCL 4th floor Bijulee Bhawan Paltanbazar 781001 ,13-Feb-2023 01:00 PM ,Office of the CGM Audit,No ,No,08-Feb-2023 10:00 AM,04-Mar-2023 02:00 PM,08-Feb-2023 10:00 AM,03-Mar-2023 12:00 PM,08-Feb-2023 10:00 AM ,11-Feb-2023 11:00 AM ,16-Feb-2023 12:00 PM,03-Mar-2023 12:00 PM,22-Mar-2023 02:00 PM,1.0,Corrigendum 1,Fee,,"20,000",Yes,fixed,,Nil,Nil,Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,CGM(Audit)/IA/APDCL/01/23,2023_APDCL_29203_6,Yes,Open Tender,Turn-key,Services,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,178724,C K PRUSTY AND ASSOCIATES,03-Mar-2023 01:25 AM,Rejected-Finance,Position based on Combined QCBS score H3,05-Apr-2023 10:16 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,178469,D PATWARY AND CO,01-Mar-2023 06:21 PM,Rejected-Finance,Position based on Combined QCBS score H5,05-Apr-2023 10:16 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,178571,M BORAR AND CO,02-Mar-2023 07:02 PM,Rejected-Finance,Position based on Combined QCBS score H4,05-Apr-2023 10:16 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,5,178646,M/S GUPTA MASKARA AND ASSOCIATES,02-Mar-2023 04:27 PM,Rejected-Technical,Non-Responsive,21-Mar-2023 07:11 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,6,178718,N C Karnany and CO,02-Mar-2023 11:56 PM,Rejected-Finance,Position based on Combined QCBS score H6,05-Apr-2023 10:16 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,7,178756,NILAMONI MAHANTA,03-Mar-2023 11:45 AM,Rejected-Technical,Non-responsive,21-Mar-2023 07:11 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,8,177963,Nirupam & Associates,27-Feb-2023 04:03 PM,Rejected-Finance,Position based on Combined QCBS score H3,05-Apr-2023 10:16 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,9,178703,OP TOTLA & CO.,02-Mar-2023 08:49 PM,Rejected-Finance,Position based on Combined QCBS score H2,05-Apr-2023 10:16 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,10,178744,RAMA K GUPTA & CO,03-Mar-2023 11:07 AM,Accepted-AOC,Most advantageous bidder,24-Apr-2023 09:43 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
