S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,169479,Apurba Goswami,22-Dec-2022 11:26 AM,Rejected-AOC,Rejected,26-Apr-2023 02:39 PM,Public Works Roads Department,2022_PWD_27897_437,CE/DEV/TB/235/2022-23/01,"MMPPNA_22_23_437 Construction of road from (i) Parmaighuli to Samdhara (amolapam to amolapam ) part 3, (ii) Tengabasti to Koroini Nepali Road, (iii) Parmaiguli to 4th Km of TU Road including routine maintenance for 4 (four) years under Mukhya Mantrir",Technical,Verified,MRIDUL TALUKDAR,15-Feb-2023 05:27 PM,,1.0,168657.0,JAI MAA KAMAKHYA INFRASTRUCTURE,INR,32462800.0,"Chief Engineer (Roads), PWRD, Assam",Internal,,BHABANANDA DEKA,26-Apr-2023 02:36 PM,finsummary_44370.pdf (257.03 KB),"Chief Engineer (Roads), PWRD, Assam",Internal,,MRIDUL TALUKDAR,15-Feb-2023 05:29 PM,15-Feb-2023 06:00 PM,techsummary_44370.pdf (304.79 KB),26-Apr-2023,INR 3.24628E+7,365.0,BHABANANDA DEKA,26-Apr-2023 02:38 PM,MMPPNA437a.pdf (251.00 KB),Awarded as L1 Bidder,Finance,financial opened,BHABANANDA DEKA,15-Feb-2023 08:34 PM,,BOQ Comparative Chart,AOC,05-Dec-2022 09:55 AM,23-Dec-2022 02:30 PM,05-Dec-2022 09:55 AM,22-Dec-2022 02:00 PM,05-Dec-2022 09:55 AM ,14-Dec-2022 12:00 PM ,15-Dec-2022 02:00 PM,22-Dec-2022 02:00 PM,15-Feb-2023 06:00 PM,1.0,SBI Bank,Public Works Roads Department,CE/DEV/TB/235/2022-23/01,2022_PWD_27897_437,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Standard Bidding Documents,"7,190",Nil,Nil,No,"7,19,000",Yes,fixed,,Nil,Nil,"Chief Engineer, Roads, PWRD","O/o the Chief Engineer,(Roads)PWRD, Assam , Chandmari, Guwahati-781003","MMPPNA_22_23_437 Construction of road from (i) Parmaighuli to Samdhara (amolapam to amolapam ) part 3, (ii) Tengabasti to Koroini Nepali Road, (iii) Parmaiguli to 4th Km of TU Road including routine maintenance for 4 (four) years under Mukhya Mantrir","MMPPNA_22_23_437 Construction of road from (i) Parmaighuli to Samdhara (amolapam to amolapam ) part 3, (ii) Tengabasti to Koroini Nepali Road, (iii) Parmaiguli to 4th Km of TU Road including routine maintenance for 4 (four) years under Mukhya Mantrir",Please refer Tender documents. ,NA ,"3,48,42,000",Civil Works,NA ,Tender,180.0,365.0,Tezpur,781003.0,"Development Branch, O/o the CE (Roads)PWRD, Assam  ","O/o the Chief Engineer,(Roads)PWRD, Assam , Chandmari, Guwahati-781003 ",14-Dec-2022 12:00 PM ,"Development Branch, O/o the CE (Roads)PWRD, Assam",No ,No,AOC
2,167754,BIJAY BUCHA,19-Dec-2022 10:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2023 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,168077,Girindra Kumar Bhuyan,20-Dec-2022 03:34 AM,Rejected-AOC,Rejected,26-Apr-2023 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,168657,JAI MAA KAMAKHYA INFRASTRUCTURE,22-Dec-2022 03:48 AM,Accepted-AOC,Awarded,26-Apr-2023 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,167009,KANAK KUMAR CHOUDHURY,20-Dec-2022 04:40 AM,Rejected-AOC,Rejected,26-Apr-2023 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,168200,Lakhyajit Gogoi,21-Dec-2022 07:08 PM,Rejected-AOC,Rejected,26-Apr-2023 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,167891,M/S PARIMAL SAIKIA,22-Dec-2022 06:39 AM,Rejected-AOC,Rejected,26-Apr-2023 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,168574,Nuruddin Ahmed Pathan,22-Dec-2022 12:20 AM,Rejected-AOC,Rejected,26-Apr-2023 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,169095,Sri Arun Kalita,20-Dec-2022 05:32 PM,Rejected-AOC,Rejected,26-Apr-2023 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,169148,Vishal Borah,22-Dec-2022 05:02 AM,Rejected-AOC,Rejected,26-Apr-2023 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
