S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
1.0,ICICI BANK,500.0,Nil,Nil,No,"38,000",No,fixed,,Nil,Nil,EE Bilaspur Division No. 2 HPPWD Bilaspur,EE Bilaspur Division No. 2 HPPWD Bilaspur,Construction of Additional Accommodation to HP.PWD Rest House at Namhol (SH- Providing and Laying C.C and 60 mm Thick cobble stone flooring in courtyard),Construction of Additional Accommodation to HP.PWD Rest House at Namhol (SH- Providing and Laying C.C and 60 mm Thick cobble stone flooring in courtyard),Refer in SBD ,NA ,"20,22,894",Civil Works,NA ,Tender,75.0,90.0,Bilaspur,174001.0,NA ,NA ,NA ,EE Bilaspur Division No. 2 HPPWD Bilaspur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender and Earnest Money refer in Schedule F,PWD,PW-NBT/CB/Tender/2022/14505-10 dated 28.01.2023,2023_PWD_67898_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,04-Feb-2023 10:00 AM,13-Feb-2023 11:30 AM,04-Feb-2023 10:00 AM,13-Feb-2023 11:00 AM,NA ,NA ,04-Feb-2023 10:00 AM,13-Feb-2023 11:00 AM,17-Feb-2023 05:40 PM,Executive Engineer,Internal,EAI SUPDT HDM,Rohit Gupta,17-Feb-2023 05:36 PM,17-Feb-2023 05:40 PM,techsummary_102414.pdf (2382.22 KB),PWD,2023_PWD_67898_3,PW-NBT/CB/Tender/2022/14505-10 dated 28.01.2023,Construction of Additional Accommodation to HP.PWD Rest House at Namhol (SH- Providing and Laying C.C and 60 mm Thick cobble stone flooring in courtyard),26-Apr-2023,"INR 2,022,894",90.0,Gurminder Singh,26-Apr-2023 04:33 PM,AOCarvind.PDF (1546.00 KB),award letter,Executive Engineer,Internal,EAI SUPDT HDM,Rohit Gupta,22-Feb-2023 04:16 PM,finsummary_102414.pdf (653.32 KB),1,321991,AKKA RAM,12-Feb-2023 07:39 PM,Rejected-Finance,Due to L10,22-Feb-2023,Technical,Technical Bid Open Summary,Rohit Gupta,17-Feb-2023 05:31 PM,technical_102414.pdf,Finance,Financial Bid open Summary,Rohit Gupta,22-Feb-2023 04:10 PM,finance_102414.pdf,BOQ Comparative Chart,1.0,322043.0,PREM lAL,INR,"1,416,025"
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration refer General rule No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,321984,A. R. Construction & Builders,12-Feb-2023 07:41 PM,Rejected-Technical,Non-Responsive,17-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST, PAN and EPF refer General rule No 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,321862,Jagdish Kumar,13-Feb-2023 10:19 AM,Rejected-Finance,Due to L4,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and work in hand certificate refer General rule No 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,321541,Lalit Kumar,10-Feb-2023 04:55 PM,Rejected-Finance,Due to L5,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, Tool, Plant refer in Schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,321549,Manoj Kumar,12-Feb-2023 02:44 PM,Rejected-Finance,Due to L11,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Correctness of all documents by bidder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,322064,MNBN Enterprises,13-Feb-2023 10:39 AM,Rejected-Finance,Due to L8,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,322075,Pawan Kumar,13-Feb-2023 10:52 AM,Rejected-Finance,Due to L9,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,322043,PREM lAL,13-Feb-2023 10:07 AM,Accepted-AOC,Due to L1,26-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,321209,Ram Pal,12-Feb-2023 12:15 PM,Rejected-Finance,Due to L5,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,321786,ROHAN KARTIK MAHAJAN,12-Feb-2023 08:31 PM,Rejected-Finance,Due to L6,22-Feb-2023,,,,,,,,,,,,,,,,
