EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3
"16,13,523",No,fixed,,Executive Engineer Jal Shakti Division Pragpur,Pragpur,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender form, Earnest money as per NIT",1.0,ICICI BANK,Executive Engineer,Jal Shakti Division Pragpur,"2,500",Executive Engineer Jal Shakti Division Pragpur,Pragpur,No,"Source strengthening for LWSS. Sehri Dangrella , LWSS Bani khadwana and LWSS Bagli Chalali, LWSS Chanouta in Sub-Tehsil Pragpur District Kangra (H.P.) under JJM","Drilling, lowering and Development of Tube well 90 mtr deep, C/O percolation well 10 mtrs deep 2 No, C/O Water treatment plant 0.67 , C/O pump house Cum Attendent room 5 No, C/O RCC U/G Circular Tanks of 145000 ltrs 2 No., 100000 ltrs 2 No.,",Please refer Tender documents. ,NA ,"16,13,52,306",Civil Works,NA ,Tender,120.0,365.0,"Executive Engineer, Jal Shakti Division Pragpur",177107.0,NA ,NA ,NA ,Pragpur,No ,No,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP",15125-15224,2023_HPIPH_69581_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,23-Feb-2023 05:15 PM,08-Mar-2023 11:30 AM,23-Feb-2023 05:15 PM,08-Mar-2023 11:00 AM,NA ,NA ,23-Feb-2023 05:15 PM,08-Mar-2023 11:00 AM,15-Mar-2023 10:40 AM,"Er. Sumesh Raj, Executive Engineer, Jal Shakti Division, Pragpur",Internal,"Naresh Kumar HDM, Kamal Jeet Supdt Gr-II",Sumesh Raj Dhiman,17-Mar-2023 12:10 PM,finsummary_104968.pdf (707.56 KB),1.0,332212.0,National India Construction Co.,INR,"152,335,333","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP",2023_HPIPH_69581_1,15125-15224,"Source strengthening for LWSS. Sehri Dangrella , LWSS Bani khadwana and LWSS Bagli Chalali, LWSS Chanouta in Sub-Tehsil Pragpur District Kangra (H.P.) under JJM",29-Apr-2023,"INR 152,335,333",365.0,Sumesh Raj Dhiman,03-Jun-2023 03:39 PM,69581.pdf (561.00 KB),"M/S National India Construction Company Simble Chowk, Jalandhar Bye Pass Road Pathankot PB",Technical,Technical Summary,Sumesh Raj Dhiman,15-Mar-2023 10:33 AM,technical_104968.pdf,Finance,Financial Summary,Sumesh Raj Dhiman,17-Mar-2023 12:05 PM,finance_104968.pdf,BOQ Comparative Chart,1.0,332740.0,MS Kamal Dev Sharma,08-Mar-2023 10:07 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Mar-2023,"Er. Sumesh Raj, Executive Engineer",Internal,"Naresh Kumar HDM, Kamal Jeet Supdt Gr-II",Sumesh Raj Dhiman,15-Mar-2023 10:36 AM,15-Mar-2023 10:40 AM,techsummary_104968.pdf (911.30 KB)
,,,,,,,,.pdf,"Copy of GST, EPF, PAN No., Income tax Return",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,332212.0,National India Construction Co.,07-Mar-2023 06:31 PM,Accepted-AOC,Accept,03-Jun-2023,,,,,,,
,,,,,,,,.pdf,"Copy of enlistment with Jal Shakti Department, Copy of DSC Authorization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,332587.0,R.G. INDUSTRIES,08-Mar-2023 10:32 AM,Rejected-AOC,Reject,03-Jun-2023,,,,,,,
,,,,,,,,.pdf,"Affidavit of Non-Blacklisted by Department, Affidavit of Non-Relationship with Department",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,332506.0,S.k.sharma contractor and engineer,07-Mar-2023 01:52 PM,Rejected-AOC,Reject,03-Jun-2023,,,,,,,
,,,,,,,,.pdf,"Copy of financial turnover last 3 Year(as per NIT), Scanned copy of undertaking (as per Chapeter IV)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,copy of similar work done and all other conditions as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,calculations and size of various components of WTP along with their fitment on contour plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,energy efficient pumping machinery along with pump characteristic curves chart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,Estimated cost of Automation to be uploaded as per Data Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
