Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Technical,Bid Opening Summary,Rama Ranjan Chakraborty,10-Mar-2023 02:27 PM,technical_47026.pdf,1,178729,Abhishek Agarwal & Co.,03-Mar-2023 09:34 AM,Rejected-Technical,Non-responsive,21-Mar-2023 06:57 PM,Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,2023_APDCL_29203_3,CGM(Audit)/IA/APDCL/01/23,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-3),MD APDCL,Internal,Members of TPC-1,Rama Ranjan Chakraborty,21-Mar-2023 06:57 PM,22-Mar-2023 12:00 PM,techsummary_47026.pdf (1099.92 KB),AOC,"20,000",Yes,fixed,,Nil,Nil,Chief General Manager Audit,Office of CGM Audit APDCL 4th floor Bijulee Bhawan Paltanbazar 781001,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-3),Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-3),Please refer Tender documents. ,NA ,"9,64,296",Consultancy,NA ,Tender,90.0,60.0,"Dibrugarh, Tinsukia, North Lakhimpur",786001.0,Bijulee Bhawan Guwahati ,Office of CGM Audit APDCL 4th floor Bijulee Bhawan Paltanbazar 781001 ,13-Feb-2023 01:00 PM ,Office of the CGM Audit,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.rar,Technical Bid,Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,CGM(Audit)/IA/APDCL/01/23,2023_APDCL_29203_3,Yes,Open Tender,Turn-key,Services,2.0,No,No,Online,No,No,No,08-Feb-2023 10:00 AM,04-Mar-2023 02:00 PM,08-Feb-2023 10:00 AM,03-Mar-2023 12:00 PM,08-Feb-2023 10:00 AM ,11-Feb-2023 11:00 AM ,16-Feb-2023 12:00 PM,03-Mar-2023 12:00 PM,22-Mar-2023 12:00 PM,193.0,Nil,Nil,Yes,1.0,Corrigendum 1,Fee,,AOC
,,,,,2,178721,C K PRUSTY AND ASSOCIATES,03-Mar-2023 01:03 AM,Rejected-Finance,Position based on Combined QCBS score H3,05-Apr-2023 09:47 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3,178464,D PATWARY AND CO,01-Mar-2023 06:24 PM,Rejected-Finance,Position based on Combined QCBS score H6,05-Apr-2023 09:47 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4,178684,M BORAR AND CO,02-Mar-2023 07:32 PM,Rejected-Finance,Position based on Combined QCBS score H7,05-Apr-2023 09:47 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,178629,M/S GUPTA MASKARA AND ASSOCIATES,02-Mar-2023 03:31 PM,Rejected-Technical,Non-responsive,21-Mar-2023 06:57 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,178715,N C Karnany and CO,02-Mar-2023 11:25 PM,Rejected-Finance,Position based on Combined QCBS score H8,05-Apr-2023 09:47 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,177382,Nirupam & Associates,27-Feb-2023 03:37 PM,Rejected-Finance,Position based on Combined QCBS score H3,05-Apr-2023 09:47 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,178708,OP TOTLA & CO.,02-Mar-2023 09:15 PM,Rejected-Finance,Position based on Combined QCBS score H4,05-Apr-2023 09:47 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,178709,PARIK & CO,02-Mar-2023 09:39 PM,Rejected-Finance,Position based on Combined QCBS score H5,05-Apr-2023 09:47 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,178706,P K SHARMA AND ASSOCIATES,02-Mar-2023 09:05 PM,Rejected-Finance,Position based on Combined QCBS score H9,05-Apr-2023 09:47 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
