Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Tender for empanelment of firms for supply of anti hail nets opened on scheduled date and time,Devinder Singh Thakur,07-Jan-2020 03:05 PM,None,1,144058,A A POLITIV INDIA PVT LTD,07-Jan-2020 11:36 AM,Rejected-Finance,Rejected Quoted Higher Rate,31-Jan-2020 12:24 PM,1.0,142593.0,Vrunda Vitthal Polynet Ltd.,INR,0.0,Finance,Opened on scheduled date and time. L1 to L6 will be called for negotiation on 20th and 21st jan 2020 at 11 AM,Devinder Singh Thakur,16-Jan-2020 01:31 PM,finance_47847.pdf,BOQ Comparative Chart,Director of Horticulture,Internal,Kindly see the attachment,Devinder Singh Thakur,31-Jan-2020 12:24 PM,finsummary_47847.pdf (1105.33 KB),31-Jan-2020,"INR 200,000,000",450.0,Devinder Singh Thakur,31-Jan-2020 12:46 PM,Proceedingofantihailnet.pdf (1105.00 KB),Supply order will be issued as per requirement of the Department. Estimated budget of awarded value is 200000000. Kindly see the attachment.,Directorate of Horticulture,2019_DOH_33202_1,5-8/2019(AAP)-Udyan-IV,Empanelment of firms for supply of anti hail nets,Director of Horticulture,Internal,"Dr. KC Azad, Dr. JP Sharma, Dr. Ramlal Sandhu, Shri Devender Pal, Shri Jai Gopal Chauhan, Shri Chander Mohan Sharma",Devinder Singh Thakur,09-Jan-2020 05:04 PM,09-Jan-2020 05:10 PM,techsummary_47847.pdf (897.84 KB),AOC,Directorate of Horticulture,5-8/2019(AAP)-Udyan-IV,2019_DOH_33202_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,07-Dec-2019 06:00 PM,07-Jan-2020 02:00 PM,07-Dec-2019 06:00 PM,07-Jan-2020 01:00 PM,07-Dec-2019 06:00 PM ,14-Dec-2019 06:00 PM ,18-Dec-2019 06:00 PM,07-Jan-2020 01:00 PM,09-Jan-2020 05:10 PM,Director of Horticulture,"Directorate of Horticulture, Navbahar Shimla-171002",1.0,Fee/PreQual/Technical,.pdf,Pre qualifications document required as per tender document,Empanelment of firms for supply of anti hail nets,Empanelment of firms for supply of anti hail nets,Please refer Tender documents. ,NA ,,Miscellaneous Goods,Anti hail nets ,Empanelment,90.0,450.0,All H.P.,171002.0,NA ,NA ,NA ,Directorate of Horticulture,No ,No,1.0,DD - Demand Draft,1.0,Amendment/Change in Turnover,Technical Bid,,"1,00,000",No,fixed,,Director Holticulture,Shimla,"2,000",Director Holticulture,Shimla,No,AOC
,,,,,2,143802,AGRIPLAST TECH INDIA PVT. LTD,04-Jan-2020 06:20 PM,Accepted-AOC,Item wise Supply order will be issued as per Requirement,31-Jan-2020 12:46 PM,2.0,142710.0,RISHI TECHTEX LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical document required as per tender document,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC
,,,,,3,143476,AGROCARE INDIA,03-Jan-2020 11:26 AM,Rejected-Technical,Technical Documents incomplete,09-Jan-2020 05:04 PM,3.0,142756.0,Vikrant Extrusions,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Format required as per tender document (specification quoted by the bidder),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4,144031,Agronix,06-Jan-2020 07:14 PM,Rejected-Technical,Technical Documents incomplete,09-Jan-2020 05:04 PM,4.0,143281.0,Parry Enterprises India Limited,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Financial document required as per tender document (Bill of quantity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,143659,B And V Agro Irrigation Co,04-Jan-2020 05:48 PM,Accepted-AOC,Item wise Supply order will be issued as per Requirement,31-Jan-2020 12:46 PM,5.0,143564.0,TUFROPES PVT LTD,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Price bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,143754,FORTUNE AGRO NET,05-Jan-2020 06:07 PM,Accepted-AOC,Item wise Supply order will be issued as per Requirement,31-Jan-2020 12:46 PM,6.0,143659.0,B And V Agro Irrigation Co,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,143667,Garware Technical Fibres Limited,03-Jan-2020 06:32 PM,Accepted-AOC,Item wise Supply order will be issued as per Requirement,31-Jan-2020 12:46 PM,7.0,143667.0,Garware Technical Fibres Limited,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,143137,NTC TILES LLP,04-Jan-2020 06:42 PM,Rejected-Technical,Technical Documents incomplete,09-Jan-2020 05:04 PM,8.0,143677.0,SONA AGROTEX PVT LTD,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,142470,OLIVE INDUSTRIES,31-Dec-2019 03:25 PM,Rejected-Technical,Technical Documents incomplete,09-Jan-2020 05:04 PM,9.0,143754.0,FORTUNE AGRO NET,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,143281,Parry Enterprises India Limited,03-Jan-2020 10:47 PM,Accepted-AOC,Item wise Supply order will be issued as per Requirement,31-Jan-2020 12:46 PM,10.0,143785.0,PLASTTEXTIL S L,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
