Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Swan River Flood Management Project from Daulatpur Bridge to Gagret Bridge in Main Swan River and all tributaries joining main Swan River from Daulatpur Bridge to Santokhgarh Bridge in Distt. Una (HP) Phase-4th- Ishpur Khad,"Sub Head Construction of earthen embankment including wire crated apron, stone pitching etc. from RD 20875/1100 to 20875/1550 and 20875/1850 to 20875/2000 on left side of Ispur Khad on Right Bank of Swan River",Please refer Tender documents. ,NA ,"1,35,03,510",Civil Works,NA ,Tender,120.0,90.0,Haroli Una,176601.0,NA ,NA ,NA ,Haroli at Kungrat,No ,No,1.0,ICICI BANK,HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Swan River Flood Management Project Haroli - HPIPH,EE-SRFMPD-HAROLI-NIeT Ispur kahd -1469-1568,2019_HPIPH_30615_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"2,500",Executive Engineer,SRFMP Division Haroli,No,"1,35,035",Yes,fixed,,Executive Engineer,SRFMP Division Haroli,Executive Engineer,Swan River Flood Management Project Division Haroli,1.0,Fee/PreQual/Technical,.pdf,Copy of Registration as per NIeT condition No.11 (i),01-Aug-2019 06:00 PM,16-Aug-2019 12:30 PM,01-Aug-2019 06:00 PM,16-Aug-2019 11:00 AM,01-Aug-2019 06:00 PM ,16-Aug-2019 11:00 AM ,01-Aug-2019 06:00 PM,16-Aug-2019 11:00 AM,21-Sep-2019 02:30 PM,AOC,Er. Abinder Chadda SE SRFMPC Una,Internal,"Er. Sanjeev Kumar Soni EE D,Er. Surinder Kumar AE D, Sh. Surjeet Singh CHD,Tarsem Kumar Supdt SRFMP Circle Una Er. Hoshiar Singh EE SRFMPD Haroli and Sh. Ashwani Kumar Contractor",Hoshiar Singh,18-Jan-2020 03:02 PM,finsummary_44099.pdf (1957.89 KB),HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Swan River Flood Management Project Haroli - HPIPH,2019_HPIPH_30615_1,EE-SRFMPD-HAROLI-NIeT Ispur kahd -1469-1568,Swan River Flood Management Project from Daulatpur Bridge to Gagret Bridge in Main Swan River and all tributaries joining main Swan River from Daulatpur Bridge to Santokhgarh Bridge in Distt. Una (HP) Phase-4th- Ishpur Khad,1.0,127735.0,Ashwani Kumar Govt Contractor,INR,"14,729,569",Er. Abinder Chadda,Internal,"Er.Sanjeev Soni SRFMPC EE D, Er Hoshiar Singh SFRMPD EE Haroli , Surinder Singh AESRFMPC D ,Surjit SinghSRFMPC CHD and Tarshem Singh Supdt.SRFMPC Una",Hoshiar Singh,21-Sep-2019 02:22 PM,21-Sep-2019 02:30 PM,techsummary_44099.pdf (1537.49 KB),1.0,127735.0,Ashwani Kumar Govt Contractor,15-Aug-2019 07:37 PM,Accepted-AOC,due to lowest 1,18-Jan-2020 03:09 PM,Finance,Financial bid summary Cover-II,Hoshiar Singh,21-Sep-2019 02:52 PM,finance_44099.pdf,BOQ Comparative Chart,Technical,Summary of prequalification bid,Hoshiar Singh,21-Sep-2019 02:16 PM,technical_44099.pdf,18-Jan-2020,"INR 14,729,569",90.0,Hoshiar Singh,18-Jan-2020 03:09 PM,award_.pdf (4224.00 KB),award letter alongwith revised schedule of quantity and conditions,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Cost and Earnest Money as per NIeT condition No.11 (ii),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,127926.0,Raman Kumar JAswal,16-Aug-2019 10:56 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Sep-2019 02:16 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit as per NIeT condition No.11 (iii),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,127252.0,Sanjay Gaur,15-Aug-2019 06:19 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Sep-2019 02:16 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest Income tax and GST n Nos. and its clearance and PAN as per NIeT condtions 11 (v),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4.0,127909.0,SHIV KANT PRASHAR,15-Aug-2019 07:07 PM,Rejected-Finance,Due to 2nd Lowest,18-Jan-2020 03:02 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average Annual Financial Turnover as per NIeT condition No.11 (vi),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience certificate as per NIeT condition No.11 (vii),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit as per NIeT condition No.11 (viii),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience of weaving G.I wire Affidavit and List of machinery as per NIeT condition No.11 ix and x,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form No.6 and 8,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Terms and conditions,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
