Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,8645-95 DATED 10.12.19,2019_PWD_33443_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,26.1. COST OF TENDER,350.0,"Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,No,A/R and M/O Nahan Dadahu Haripurdhar road km 55/0 to 74/0,C/O retaining wall in PCC at km 73/483 to 73/508,Please refer Tender documents. ,NA ,"9,37,343",Civil Works,NA ,Tender,90.0,90.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,1.0,DD - Demand Draft,"18,800",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",19-Dec-2019 02:00 PM,03-Jan-2020 11:30 AM,19-Dec-2019 02:00 PM,02-Jan-2020 05:00 PM,NA ,NA ,19-Dec-2019 02:00 PM,02-Jan-2020 05:00 PM,10-Jan-2020 12:30 PM,AOC,Finance,SUMMARY,Rattan Kumar Sharma,15-Jan-2020 03:46 PM,finance_48213.pdf,BOQ Comparative Chart,1.0,143298.0,ANIL KUMAR,INR,"974,828",1,143298,ANIL KUMAR,31-Dec-2019 09:41 PM,Accepted-AOC,aoc,27-Jan-2020 01:15 PM,Technical,Summary,Rattan Kumar Sharma,06-Jan-2020 01:13 PM,technical_48213.pdf,Executive Engineer,Internal,Superintendent G-II DHD DAO,Rattan Kumar Sharma,10-Jan-2020 12:00 PM,10-Jan-2020 12:30 PM,techsummary_48213.pdf (596.94 KB),PWD,2019_PWD_33443_6,8645-95 DATED 10.12.19,A/R and M/O Nahan Dadahu Haripurdhar road km 55/0 to 74/0,27-Jan-2020,"INR 937,343",90.0,Rattan Kumar Sharma,27-Jan-2020 01:15 PM,80.pdf (635.00 KB),aoc,Executive Engineer,Internal,Superintendent G-II DHD DAO Tender Assistant,Rattan Kumar Sharma,27-Jan-2020 01:14 PM,finsummary_48213.pdf (450.63 KB),AOC
,,,,,,,,,,,,,,,,.pdf,26.2.EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,143551,Ashok Kumar,02-Jan-2020 02:31 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,26.4.GST REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,143570,ASHOK RANA CONTARCTOR,02-Jan-2020 03:27 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"26.6. LIST OF MACHINERY ,TOOL,PLANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,143497,BALBIR SINGH,02-Jan-2020 10:09 AM,Rejected-Technical,Not Qualified,10-Jan-2020 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,26.3.CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,143569,BHARAT BHUSHAN,02-Jan-2020 04:46 PM,Rejected-Technical,Not Qualified,10-Jan-2020 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,26.7. Form 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,142412,Dalip Singh Rana,02-Jan-2020 03:16 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,143477,DEEPU THAKUR,01-Jan-2020 06:23 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,143537,Dharam Singh,02-Jan-2020 01:30 PM,Rejected-Technical,Not Qualified,10-Jan-2020 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,143510,Gian Singh,02-Jan-2020 01:13 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,26.7 BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,143517,Rahul Chuhan,02-Jan-2020 02:34 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,11,143419,RANBEER SINGH,01-Jan-2020 03:42 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,12,143552,RANDEEP SINGH,02-Jan-2020 02:37 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,13,143500,SHARMA CONSTRUCTIONS,02-Jan-2020 10:14 AM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,14,143371,SURINDER KUMAR,02-Jan-2020 02:58 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,15,143577,VIJENDER SHARMA,02-Jan-2020 03:56 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,16,142252,virender singh,02-Jan-2020 11:44 AM,Rejected-Technical,Not Qualified,10-Jan-2020 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,17,143479,YASH PAL,01-Jan-2020 06:47 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
