Name,Address,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
State Project Director,SPD HPSES H.P.,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Technical Documents/Eligibility information as mentioned in Annexure-B,1.0,Corrigendum,Other,,1.0,DD - Demand Draft,Printing of Multi Media English Work Books for class-2nd and 3rd,Printing of Multi Media English Work Books for class-2nd and 3rd,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,90.0,30.0,SPD HPSES H.P.,171001.0,NA ,NA ,NA ,SPD HPSES H.P.,No ,No,"1,50,000",No,fixed,,SPD HPSES H.P.,SPD HPSES H.P.,Himachal Pradesh School Education Society,HPSES- ISSE-Sampark/2019,2019_HPSES_31326_1,Yes,Open Tender,Item Wise,Services,2.0,No,Yes,Offline,No,No,No,06-Sep-2019 05:00 PM,30-Sep-2019 11:30 AM,07-Sep-2019 10:00 AM,28-Sep-2019 05:00 PM,NA ,NA ,07-Sep-2019 10:00 AM,28-Sep-2019 05:00 PM,20-Dec-2019 03:00 PM,"2,500",SPD HPSES H.P.,SPD HPSES H.P.,No,AOC,Manjula Sharma,Internal,AC F and A ICT Coordinator WDI TTI,SEEMA RANI,31-Dec-2019 10:42 AM,finsummary_45130.pdf (230.28 KB),Himachal Pradesh School Education Society,2019_HPSES_31326_1,HPSES- ISSE-Sampark/2019,Printing of Multi Media English Work Books for class-2nd and 3rd,1.0,132442.0,Mittal Enterprises,INR,"5,769,209",15-Jan-2020,"INR 5,769,209",45.0,SEEMA RANI,16-Jan-2020 12:02 PM,AOCworkbook.pdf (168.00 KB),Award of contract,Technical,Technical Summary,SEEMA RANI,12-Dec-2019 11:41 AM,technical_45130.pdf,Finance,Bid opening Summary,SEEMA RANI,31-Dec-2019 10:27 AM,finance_45130.pdf,BOQ Comparative Chart,1,132475,ABHINAV PRINTS,26-Sep-2019 05:44 PM,Rejected-Technical,Disqualified,19-Dec-2019 05:13 PM,Manjula Sharma,Internal,WDI TTI ICT Coordinator AC F and A,Vijay Sofra,19-Dec-2019 05:13 PM,20-Dec-2019 03:00 PM,techsummary_45130.pdf (720.20 KB),AOC
,,,,.pdf,"Scanned copy of EMD,Tender fee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,132631,Amar Ujala Limited,28-Sep-2019 03:11 PM,Rejected-Finance,High rates,31-Dec-2019 10:42 AM,,,,,,,,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,132626,Amit Arts,27-Sep-2019 05:29 PM,Rejected-Finance,High rates,31-Dec-2019 10:42 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,132518,Anjali Arts,26-Sep-2019 10:23 PM,Rejected-Technical,Disqualified,19-Dec-2019 05:13 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,131974,ARIHANT OFFSET,28-Sep-2019 03:20 PM,Rejected-Finance,High rates,31-Dec-2019 10:42 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,132663,Blue Wings Technologies Pvt Ltd,28-Sep-2019 04:42 PM,Rejected-Finance,High rates,31-Dec-2019 10:42 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,130979,HT MEDIA LIMITED,28-Sep-2019 10:12 AM,Rejected-Finance,High rates,31-Dec-2019 10:42 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,132092,Manohar Printing Press,24-Sep-2019 07:50 PM,Rejected-Finance,High rates,31-Dec-2019 10:42 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,132602,MANOJ STATIONERS,27-Sep-2019 03:28 PM,Rejected-Technical,Disqualified,19-Dec-2019 05:13 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,132442,Mittal Enterprises,28-Sep-2019 02:35 PM,Accepted-AOC,Lowest rate,16-Jan-2020 12:02 PM,,,,,,,,AOC
