Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,SUMMARY,Rattan Kumar Sharma,17-Dec-2019 10:50 AM,technical_47450.pdf,1,140073,ANIL KUMAR,13-Dec-2019 04:20 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 12:48 PM,Finance,SUMMARY,Rattan Kumar Sharma,21-Dec-2019 01:32 PM,finance_47450.pdf,BOQ Comparative Chart,1.0,140045.0,Gian Singh,INR,"580,106",Executive Engineer,Internal,Superintendent G-II DHD DAO Tender Assistant,Rattan Kumar Sharma,27-Jan-2020 12:48 PM,finsummary_47450.pdf (282.30 KB),27-Jan-2020,"INR 410,948",90.0,Rattan Kumar Sharma,27-Jan-2020 12:49 PM,75.pdf (1079.00 KB),AOC,PWD,2019_PWD_32953_3,7826-76 DATED 18.11.2019,A/R and M/O Nohra Hindga Bandal Road km 0/0 to 5/310,Executive Engineer,Internal,Superintendent G-II HDM DAO,Rattan Kumar Sharma,20-Dec-2019 03:02 PM,20-Dec-2019 03:15 PM,techsummary_47450.pdf (763.06 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah","8,300",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,A/R and M/O Nohra Hindga Bandal Road km 0/0 to 5/310,P/L interlocking concrete paver block form RD 5/200 to 5/310),Please refer Tender documents. ,NA ,"4,10,948",Civil Works,NA ,Tender,90.0,90.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,1.0,DD - Demand Draft,350.0,"Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,No,28-Nov-2019 02:00 PM,16-Dec-2019 11:30 AM,28-Nov-2019 02:00 PM,13-Dec-2019 05:00 PM,NA ,NA ,28-Nov-2019 02:00 PM,13-Dec-2019 05:00 PM,20-Dec-2019 03:15 PM,PWD,7826-76 DATED 18.11.2019,2019_PWD_32953_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,2,140035,atma ram,13-Dec-2019 02:41 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3,140036,BALBIR SINGH,13-Dec-2019 02:30 PM,Rejected-Technical,Not Qualified,20-Dec-2019 03:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,FULL COPY OF LATEST CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4,140060,BHARAT BHUSHAN,13-Dec-2019 03:59 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,GST NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,140020,Bhim Singh,13-Dec-2019 01:29 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER SBD CONDITIONS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,140045,Gian Singh,13-Dec-2019 03:22 PM,Accepted-AOC,AOC,27-Jan-2020 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,FORM NO 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,140006,Karan jeet Attri,13-Dec-2019 12:22 PM,Rejected-Technical,Not Qualified,20-Dec-2019 03:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,140001,RANDEEP SINGH,13-Dec-2019 12:34 PM,Rejected-Technical,Not Qualified,20-Dec-2019 03:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Proof to registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,140026,Sunil Chauhan,13-Dec-2019 01:59 PM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,139992,vijay singh thakur,13-Dec-2019 11:17 AM,Rejected-Finance,NOT THE LOWEST BIDDER,27-Jan-2020 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
