Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
07-Jan-2020,"INR 2,932,230",120.0,Suresh Kumar Walia,07-Jan-2020 04:03 PM,Award1.pdf (687.00 KB),Award,Dr Suresh Kumar Walia,Internal,Er JN Sharma AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,13-Nov-2019 02:49 PM,finsummary_46304.pdf (194.52 KB),Dr Suresh Kumar Walia,Internal,Er JN Sharma AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Suraj Parkash DAO Vijay Sharma HDM,Suresh Kumar Walia,01-Nov-2019 04:53 PM,02-Nov-2019 11:00 AM,techsummary_46304.pdf (668.59 KB),PWD,2019_PWD_31605_3,PWD CIVIL-7299-7320-TANDA,Balance work of Yol Rajiana 53 mile road Km 0/000 to 10/555 in Distt Kangra (HP),1.0,135289.0,Prashanti Surya Const. Co.,INR,"2,932,230",Finance,Sum,Suresh Kumar Walia,13-Nov-2019 02:48 PM,finance_46304.pdf,BOQ Comparative Chart,Technical,Sum,Suresh Kumar Walia,01-Nov-2019 04:52 PM,technical_46304.pdf,1.0,135328.0,Ajay Kumar Sood Engineers and Contractors,30-Oct-2019 04:57 PM,Rejected-AOC,Lowest 2,07-Jan-2020 04:03 PM,AOC,19-Oct-2019 11:00 AM,31-Oct-2019 11:30 AM,19-Oct-2019 11:00 AM,30-Oct-2019 05:00 PM,NA ,NA ,19-Oct-2019 11:00 AM,30-Oct-2019 05:00 PM,02-Nov-2019 11:00 AM,PWD,PWD CIVIL-7299-7320-TANDA,2019_PWD_31605_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"42,000",No,fixed,,EE HPPWD Division Tanda at Nagrota Bagwan,Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,Balance work of Yol Rajiana 53 mile road Km 0/000 to 10/555 in Distt Kangra (HP),Providing and laying Bitumen Concrete at RD 1/000 to 3/385 and cement concrete pavement at RD 0/595 to 0/626 and 0/675 to 0/705,Please refer Tender documents. ,NA ,"22,97,012",Civil Works - Roads,NA ,Tender,120.0,120.0,TANDA,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,1.0,DD - Demand Draft,500.0,EE Dodrakawar,Rohru/Dodrakawar,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,135289.0,Prashanti Surya Const. Co.,30-Oct-2019 12:44 PM,Accepted-AOC,Lowest 1,07-Jan-2020 04:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof of sole ownership,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
