S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,Executive Engineer,HPSIDC Ltd. Shimla,Construction of boundary wall around the proposed Murrah Buffalo Farm at Village Barnoh Distt. Una (HP).,Construction of boundary wall around the proposed Murrah Buffalo Farm at Village Barnoh Distt. Una (HP).,Please refer Tender documents. ,NA ,"71,69,732",Civil Works,NA ,Tender,120.0,180.0,Barnoh (Una),174303.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,"1,43,400",No,fixed,,EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,1.0,Fee/PreQual/Technical,.pdf,Contractor Enlistment (As per NIT conditions),"5,900",EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,No,26-Oct-2019 01:20 PM,14-Nov-2019 11:00 AM,26-Oct-2019 01:20 PM,13-Nov-2019 05:00 PM,NA ,NA ,26-Oct-2019 01:20 PM,13-Nov-2019 05:00 PM,21-Nov-2019 11:00 AM,HP SIDC Limited,Job No. 2,2019_SIDC_32337_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Financial summary,Sushant Singh Negi,30-Nov-2019 12:50 PM,finance_46497.pdf,BOQ Comparative Chart,Technical,Opening summary,Sushant Singh Negi,15-Nov-2019 02:17 PM,technical_46497.pdf,SE,Internal,"DM, AE(HQ), Dy. Manager(P), EE",Sushant Singh Negi,20-Nov-2019 04:45 PM,21-Nov-2019 11:00 AM,techsummary_46497.pdf (745.32 KB),1.0,135911.0,AIDANT IMPLEMENTATION PRIVATE LIMITED,12-Nov-2019 10:26 PM,Accepted-AOC,lowest bidder,23-Jan-2020 12:21 PM,20-Jan-2020,"INR 6,937,030",180.0,Sushant Singh Negi,23-Jan-2020 12:21 PM,barnoh.pdf (6528.00 KB),Award letter,1.0,135911.0,AIDANT IMPLEMENTATION PRIVATE LIMITED,INR,"6,937,030",SE,Internal,"DM, AE(HQ), Dy. Manager(P), EE",Sushant Singh Negi,30-Nov-2019 12:54 PM,finsummary_46497.pdf (574.91 KB),HP SIDC Limited,2019_SIDC_32337_1,Job No. 2,Construction of boundary wall around the proposed Murrah Buffalo Farm at Village Barnoh Distt. Una (HP).,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,136170.0,M/S Parminder Singh Bagga Govt Contractor,13-Nov-2019 02:39 PM,Rejected-Finance,Second lowest bidder,30-Nov-2019 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,135965.0,Rahul Verma Govt. Contractor,13-Nov-2019 04:30 PM,Rejected-Finance,Fifth lowest bidder,30-Nov-2019 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4.0,135936.0,Ram Pal Saini,13-Nov-2019 01:08 PM,Rejected-Technical,Inappropriate contractor class,20-Nov-2019 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5.0,135925.0,Shallu Malik Govt Contractor,13-Nov-2019 03:27 PM,Rejected-Technical,The similar type of work done of minimum amount not less than 40 percent of estimated cost in last five years has not submitted as per condition of tender.,20-Nov-2019 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6.0,135986.0,Sohan Singh Govt. Contractor,11-Nov-2019 11:44 PM,Rejected-Finance,Fourth lowest bidder,30-Nov-2019 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of work done certificate (as per NIT conditions),,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7.0,135895.0,Sushant Puri,13-Nov-2019 04:28 PM,Rejected-Finance,Third lowest bidder,30-Nov-2019 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery and technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
