Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,Construction of Bhamber to samled road,2019_PWD_31943_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,Executive Engineer HP PWD Division Jaisinghpur,03-Oct-2019 04:00 PM,16-Oct-2019 11:00 AM,03-Oct-2019 04:00 PM,15-Oct-2019 05:00 PM,NA ,NA ,03-Oct-2019 04:00 PM,15-Oct-2019 05:00 PM,29-Oct-2019 11:00 AM,Construction of Bhamber to samled road Km 0/0 to 1/200 under SCSP,C/O Both side approaches of 4.00 Mtr. Span culvert at RD 0/105 and C/O New road in Km 0/116 to 0/175,Please refer Tender documents. ,NA ,"11,74,555",Civil Works - Roads,NA ,Tender,120.0,180.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,"24,000",Yes,fixed,,Executive Engineer HP PWD Division Jaisinghpur,Jaisinghpur,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,500.0,Executive Engineer HP PWD Division Jaisinghpur,Jaisinghpur,Yes,1.0,DD - Demand Draft,AOC,1.0,134107.0,Asha Kumari,15-Oct-2019 03:13 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,08-Jan-2020 12:37 PM,Technical,Summary,Virender Kumar,25-Oct-2019 04:20 PM,technical_45945.pdf,Finance,Summary,Virender Kumar,04-Nov-2019 02:51 PM,finance_45945.pdf,BOQ Comparative Chart,1.0,134107.0,Asha Kumari,INR,"1,104,926",Executive Engineer,Internal,"Executive Engineer, Superintendent G-II, HDM, Sr. Assistant",Virender Kumar,25-Oct-2019 04:24 PM,29-Oct-2019 11:00 AM,techsummary_45945.pdf (447.17 KB),PWD,2019_PWD_31943_1,Construction of Bhamber to samled road,Construction of Bhamber to samled road Km 0/0 to 1/200 under SCSP,08-Jan-2020,"INR 1,174,555",180.0,Virender Kumar,08-Jan-2020 12:37 PM,Awarded.pdf (421.00 KB),Awarded,Executive Engineer,Internal,"Executive Engineer, Superintendent G-II, HDM, Sr. Assistant",Virender Kumar,04-Nov-2019 03:03 PM,finsummary_45945.pdf (250.14 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST/PAN/ EPF,,,,,2.0,FDR - Fixed Deposit,AOC,2.0,134131.0,chander pal rihal,15-Oct-2019 11:21 AM,Rejected-AOC,Rejected due to higher rates bidder L8,08-Jan-2020 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost,,,,,,,AOC,3.0,134157.0,parveen kumar,15-Oct-2019 01:48 PM,Rejected-AOC,Rejected due to higher rates bidder L7,08-Jan-2020 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,AOC,4.0,133867.0,Rajinder Kumar,12-Oct-2019 02:28 PM,Rejected-AOC,Rejected due to higher rates bidder L5,08-Jan-2020 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department,,,,,,,AOC,5.0,134106.0,ROHIT RANA,14-Oct-2019 07:50 PM,Rejected-AOC,Rejected due to higher rates bidder L6,08-Jan-2020 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand,,,,,,,AOC,6.0,133795.0,Sunil Walia,15-Oct-2019 03:01 PM,Rejected-AOC,Rejected due to higher rates bidder L3,08-Jan-2020 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,AOC,7.0,134138.0,Surinder Singh,15-Oct-2019 01:08 PM,Rejected-AOC,Rejected due to higher rates bidder L4,08-Jan-2020 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,AOC,8.0,134039.0,Virender Rana,15-Oct-2019 04:00 PM,Rejected-AOC,Rejected due to higher rates bidder L2,08-Jan-2020 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD in the shape of National saving NSC/TDA in any of the post office in HP Nationalized bank,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
