Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,04-Dec-2019 10:30 AM,17-Dec-2019 11:00 AM,04-Dec-2019 10:30 AM,16-Dec-2019 04:00 PM,NA ,NA ,04-Dec-2019 10:30 AM,16-Dec-2019 04:00 PM,23-Dec-2019 11:00 AM,PWD,SD-I-CTR-19-20 16640 dt 15-11-2019,2019_PWD_33008_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"13,100",No,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,RohExecutive Engineer Division No-I HPPWD Shimla-,1.0,DD - Demand Draft,Construction of Bhatta Kuffar to koti road km 0/00 to 6/885 (SH C/O Hume pipe culvert at RD 1/120 with wing wall both side of culvert)(Under SCCP,Construction of Bhatta Kuffar to koti road km 0/00 to 6/885 (SH C/O Hume pipe culvert at RD 1/120 with wing wall both side of culvert)(Under SCCP,As per SBD ,NA ,"7,91,600",Civil Works,NA ,Tender,120.0,60.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,350.0,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,No,AOC,1.0,140329.0,SURESH KUMAR,INR,"925,900",Finance,Bid opening summary,Pradeep Kumar Bhardwaj,23-Dec-2019 02:42 PM,finance_47654.pdf,BOQ Comparative Chart,1.0,140380.0,Baru Thakur,16-Dec-2019 03:54 PM,Rejected-Finance,5th Lowest,30-Jan-2020 06:07 PM,Technical,Bid opening summary,Pradeep Kumar Bhardwaj,18-Dec-2019 04:24 PM,technical_47654.pdf,PWD,2019_PWD_33008_3,SD-I-CTR-19-20 16640 dt 15-11-2019,Construction of Bhatta Kuffar to koti road km 0/00 to 6/885 (SH C/O Hume pipe culvert at RD 1/120 with wing wall both side of culvert)(Under SCCP,ErPardeepKumarBhardwaj,Internal,Sh AmarSinghVermaHDMShManojkumarsupdtGRthakurSrDAO,Pradeep Kumar Bhardwaj,21-Dec-2019 11:43 AM,23-Dec-2019 11:00 AM,techsummary_47654.pdf (659.20 KB),ErPardeepKumarBhardwaj,Internal,Sh AmarSinghVermaHDMShsatyapalsharmasupdtrajeshChauhanSrDAO,Pradeep Kumar Bhardwaj,30-Jan-2020 06:07 PM,finsummary_47654.pdf (540.20 KB),30-Jan-2020,"INR 791,715",60.0,Pradeep Kumar Bhardwaj,30-Jan-2020 06:09 PM,AOC33008_3.pdf (823.00 KB),AOC,AOC
,,.pdf,Earnest Money Deposit (As per schedule F 6.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,140328.0,LAIQ RAM,16-Dec-2019 02:22 PM,Rejected-Finance,4th Lowest,30-Jan-2020 06:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,140316.0,NIPUN CHAUHAN ASSOCIATES,16-Dec-2019 01:56 PM,Rejected-Finance,3rd Lowest,30-Jan-2020 06:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,140371.0,Suresh Chand Suman,16-Dec-2019 03:46 PM,Rejected-Finance,2nd Lowest,30-Jan-2020 06:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,140329.0,SURESH KUMAR,16-Dec-2019 03:55 PM,Accepted-AOC,Awarded,30-Jan-2020 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of registration under Employee Provident Funds and Miscellaneous provision Act. 1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any additional information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
