Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
16-Aug-2019 11:00 AM,13-Sep-2019 11:00 AM,16-Aug-2019 11:30 AM,12-Sep-2019 05:00 PM,NA ,NA ,16-Aug-2019 11:30 AM,12-Sep-2019 05:00 PM,14-Nov-2019 11:00 AM,EE Janjehli,Executive Engineer Seraj Division HP PWD janjehali,Improvement and Strengthening of Lambathach Shilibagi Kalhani Kashoud Pandli Bakhli Road Km 0/000 to 68/000 Section Kalahni to Pandoh Km 36/000 to 68/000 Job No CRF HP 2018-19-168,Improvement and Strengthening of Lambathach Shilibagi Kalhani Kashoud Pandli Bakhli Road Km 0/000 to 68/000 Section Kalahni to Pandoh Km 36/000 to 68/000 Job No CRF HP 2018-19-168,Please refer Tender documents. ,NA ,"35,14,46,071",Civil Works,NA ,Tender,120.0,730.0,Janjehli,175047.0,Mandi  ,Chief Engineer MZ HP PWD Mandi  ,30-Aug-2019 11:30 AM ,Chief Engineer MZ HP PWD Mandi,No ,No,1.0,DD - Demand Draft,"70,29,000",Yes,fixed,,EE Seraj at janjehli,Seraj at janjehli,1.0,Technical Bid,Date,,"12,000",EE Seraj at janjehli,Seraj at janjehli,Yes,1.0,Fee/PreQual/Technical,.pdf,Bid Security in the form specified in section 8,PWD,No.PW.SRJ/TA/Pub/2018- 4175-78 dated 12.07.2019,2019_PWD_30914_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Er. D.S.Dehal CE MZ,Internal,Er. Bishan Dass SE D Er Vijay Kumar SE Mandi Er. Anil Parmar EE D Er. K.K.SHARMA EE Janjehli Sh. Paras Ram Chauhan JCFA,Krishan Kumar Kaushal,10-Nov-2019 12:17 PM,14-Nov-2019 11:00 AM,techsummary_44476.pdf (1993.26 KB),PWD,2019_PWD_30914_1,No.PW.SRJ/TA/Pub/2018- 4175-78 dated 12.07.2019,Improvement and Strengthening of Lambathach Shilibagi Kalhani Kashoud Pandli Bakhli Road Km 0/000 to 68/000 Section Kalahni to Pandoh Km 36/000 to 68/000 Job No CRF HP 2018-19-168,15-Jan-2020,"INR 345,083,704",730.0,Anil Parmar,15-Jan-2020 12:52 PM,CRF-HP-2018-19-168.pdf (269.00 KB),Letter No. PW-CE (MZ) CTR-I-tender/CRF-Lambathach Package-HP-2018-19-168/19-19054 dated 15/1/2020,Er. D.S.Dehal CE MZ,Internal,Er. Bishan Dass SE D Er. Vijay Kumar Chaudhary S.E. 1st Circle Er. Anil Parmar EE D Er. K.K. Kaushal EE Janjehli Sh. Paras Ram Chauhan JCFA,Krishan Kumar Kaushal,10-Jan-2020 05:03 PM,finsummary_44476.pdf (641.70 KB),1.0,130415.0,GARG SONS ESTATE PROMOTERS PVT LTD,12-Sep-2019 01:14 PM,Rejected-Finance,L-3,10-Jan-2020 05:03 PM,1.0,Tender Revocation,Tender Revocation,08-Nov-2019 05:02 PM,Revocation.pdf ,394.15,Technical Opening,Technical,Bid opening Summary,Krishan Kumar Kaushal,10-Nov-2019 12:06 PM,None,Finance,Three bids opened.,Krishan Kumar Kaushal,14-Nov-2019 05:26 PM,finance_44476.pdf,BOQ Comparative Chart,1.0,130254.0,P K Construction Shimla Pvt Ltd,INR,"345,083,704",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,2.0,Bid Document Replaced,Other,,,,,,,,.pdf,Qualification information and supporting document as specified in section 2,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,130254.0,P K Construction Shimla Pvt Ltd,09-Sep-2019 06:47 PM,Accepted-AOC,Being L1,15-Jan-2020 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,.pdf,Certificate undertaking affidavit as specified in section 2,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,130289.0,Vijay Kumar Sharma,12-Sep-2019 12:48 PM,Rejected-Finance,L-2,10-Jan-2020 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any others information pursuant to clause 4.2 of these instructions,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that the bid shall remain valid for the period specified in clause 15.1,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Acceptance non acceptance of dispute review expert clause no 36,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent account no,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration certificate,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income tax detail,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Partnership deed,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour license,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
