Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",IPH-DN-Nahan-TA-Tender/19-20- 3320-60 dt 18-7-19,2019_HPIPH_30292_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money,Executive Engineer IPH Division Nahan,Executive Engineer IPH Division Nahan,"44,600",Yes,fixed,,Executive Engineer IPH Division Nahan,Nahan,400.0,Executive Engineer IPH Division Nahan,Nahan,No,1.0,ICICI BANK,19-Jul-2019 04:00 PM,09-Aug-2019 11:30 AM,19-Jul-2019 04:00 PM,09-Aug-2019 11:00 AM,NA ,NA ,19-Jul-2019 04:00 PM,09-Aug-2019 11:00 AM,27-Aug-2019 04:10 PM,Providing LWSS to LOH Harijan Basti Kujji and its adjoining villages in GP Dilman in Tehsil Pachhad Distt. Sirmour HP,"C/O sumpwell 55000 ltrs capacity at Node NO. 4, Raw water tank 5500 ltrs cap. at node No. 2, main storage 55000 ltrs cap. at Node NO. 6, Sector stoareg tank 20000 ltrs cap at node No. 16, sed. Tank 15000 ltrs cap at node nO. 2, Slow sand filter etc",Please refer Tender documents. ,NA ,"24,73,150",Civil Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,AOC,Technical,Technical Bid Opening Summary,Mandeep Gupta,27-Aug-2019 03:59 PM,technical_43647.pdf,Finance,Financial Bid Opening Summary,Mandeep Gupta,27-Aug-2019 05:17 PM,finance_43647.pdf,BOQ Comparative Chart,29-Jan-2020,"INR 3,144,377.88",90.0,Mandeep Gupta,27-Jan-2020 12:40 PM,AOC.pdf (1298.00 KB),AOC,1.0,127109.0,GAURAV SHARMA,09-Aug-2019 10:41 AM,Rejected-Finance,Rejected,27-Jan-2020 12:35 PM,Dr. Mandeep Gupta EE,Internal,Supdt HDM DAO TA,Mandeep Gupta,27-Aug-2019 04:06 PM,27-Aug-2019 04:10 PM,techsummary_43647.pdf (102.85 KB),Er J.S. Chouhan SE,Internal,Supdt WS JED AED EE Nahan EED SE,Mandeep Gupta,27-Jan-2020 12:35 PM,finsummary_43647.pdf (1297.66 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2019_HPIPH_30292_1,IPH-DN-Nahan-TA-Tender/19-20- 3320-60 dt 18-7-19,Providing LWSS to LOH Harijan Basti Kujji and its adjoining villages in GP Dilman in Tehsil Pachhad Distt. Sirmour HP,1.0,127212.0,HARINDER KUMAR VERMA.,INR,"3,008,425",AOC
,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,127212.0,HARINDER KUMAR VERMA.,08-Aug-2019 08:50 PM,Accepted-AOC,AOC,27-Jan-2020 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration in HPIPH In valid class and mentioned as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,126851.0,SURENDER SINGH,08-Aug-2019 06:02 PM,Rejected-Finance,Rejected,27-Jan-2020 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,EPF registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,UNdertaking Joint venture is not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,PAN and GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,UNdertaking Carefully study all terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
