EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"5,00,000",No,fixed,,"Executive Engineer, HP.PWD., Division, Kangra",Kangra,"5,000","Executive Engineer, HP.PWD., Division, Kangra",Kangra,No,C/O Mini Sectt. Building at Shahpur Tehsil Shahpur Distt. kangra (HP),"(SH- C/O Building portion, Providing WS and SI, C/O septic tank and C/O rain water harvesting system)",Please refer Tender documents. ,NA ,"4,70,35,818",Civil Works - Buildings,NA ,Tender,120.0,548.0,Work,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,04-Jul-2019 10:00 AM,18-Jul-2019 11:30 AM,04-Jul-2019 10:00 AM,18-Jul-2019 11:00 AM,NA ,NA ,04-Jul-2019 10:00 AM,18-Jul-2019 11:00 AM,30-Jul-2019 10:35 AM,PWD,1997-2046 dated 12-06-2019,2019_PWD_29517_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra",1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule,AOC,PWD,2019_PWD_29517_2,1997-2046 dated 12-06-2019,C/O Mini Sectt. Building at Shahpur Tehsil Shahpur Distt. kangra (HP),Er. Sanjiv Mahajan,Internal,Er. Rishi Kumar A.E. Nift Sh. S.K. Dayal Sr. DAO (On Leave) Sh. Ajay Mahajan HDM Sh. Kamaljit Singh Supdt. Sh. Prithvi Kumar T.A.,Subhash Chander,30-Jul-2019 10:34 AM,30-Jul-2019 10:35 AM,techsummary_42697.pdf (133.86 KB),Er. Sanjiv Mahajan,Internal,Er. Rishi Kumar A.E. Nift Sh. S.K. Dayal Sr. DAO (On Leave) Sh. Ajay Mahajan HDM Sh. Kamaljit Singh Supdt. Sh. Prithvi Kumar T.A.,Sanjiv Mahajan,10-Jan-2020 11:53 AM,finsummary_42697.pdf (49.68 KB),10-Jan-2020,"INR 47,035,818",548.0,Sanjiv Mahajan,10-Jan-2020 11:54 AM,Award.pdf (262.00 KB),Award,Finance,Opened,Sanjiv Mahajan,10-Jan-2020 11:40 AM,finance_42697.pdf,BOQ Comparative Chart,1.0,124749.0,Pawan Kumar,INR,"49,294,389",1.0,124863.0,Ashwani Sood,17-Jul-2019 05:57 PM,Rejected-Finance,Rate quoted higher side of L1,10-Jan-2020 11:53 AM,Technical,Opened,Subhash Chander,30-Jul-2019 10:29 AM,technical_42697.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,.pdf,Earnest Money indicated in schedule-F,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,124812.0,M/S BALDEV KUMAR GOVT. CONTRACTOR,17-Jul-2019 02:16 PM,Rejected-Finance,Rate quoted higher side of L1,10-Jan-2020 11:53 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,124891.0,M/s Surindera Traders,17-Jul-2019 07:26 PM,Rejected-Finance,Rate quoted higher side of L1,10-Jan-2020 11:53 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,124749.0,Pawan Kumar,18-Jul-2019 09:49 AM,Accepted-AOC,Award,10-Jan-2020 11:54 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,124302.0,Ravi Kumar,13-Jul-2019 02:01 PM,Rejected-Technical,Non-Responsive,30-Jul-2019 10:34 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of litigation case,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,124722.0,Ujjawal Singh,17-Jul-2019 07:29 PM,Rejected-Technical,Non-Responsive,30-Jul-2019 10:34 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (Refer General Rule No-21),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Number shown in General Rule and Direction 25(A),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity shown in General Rule and Direction 28.2a,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HPPWD Form No-8 (Shown in General Rule and Direction 26(26.7),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Incomplete documents will not be entertained after opening the T/Bid which may be loaded carefully,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
