id,health_loss_id,health_centerName,amount,Details,status,entry_by,entry_date,ip_add,updated_by,,,
1,15,Health Sub Center Tiun-Khas ,16,Retaining wall & wall damaged.,Active,2030,29:48.2,117.220.49.203,NULL,,,
2,68,HSC Pakhrol,0.46,Estimate from Tech.Asstt. and Revenue,Active,2062,38:38.2,117.247.164.102,NULL,,,
3,69,Primary Health Center Kaula Wala Bhood,500000,,Deleted,2158,39:30.0,59.95.209.35,NULL,,,
4,70,Primary Health Center Kaula Wala Bhood,5,Fire/04.09.2020 in PHC K.W.B. under BMO Dhagera.,Active,2158,22:45.4,59.95.209.35,NULL,,,
5,283,RH DEHRA,0.9,WALL DAMAGED,Active,2078,09:14.1,117.206.201.198,NULL,,,
6,284,RH DEHRA,0,,Deleted,2078,11:53.1,117.206.201.198,NULL,,,
7,285,RH DHARAMSHALA,60,CMO RESIDENCE AT GAMRU,Active,2078,26:11.1,117.206.201.198,NULL,,,
8,286,PHC Habban,0.1,"damage to retention wall, staircase and windows",Active,2158,05:19.7,171.48.95.166,NULL,,,
9,295,Nain,303318,Retaining wall of HSC Nain,Active,2062,24:39.9,117.214.209.136,NULL,,,
10,296,CH Rajgarh Residential colony,113700,damage to buildin and personal belongings of staff,Active,2158,02:10.1,117.220.17.82,NULL,,,
11,297,PHC Lana Cheta,11100,"Damage to electrical fittings, meter and equipment",Active,2158,32:46.8,61.3.88.67,NULL,,,
12,298,CMO Office,40000,Damage to boundary wall,Active,2158,33:25.9,61.3.88.67,NULL,,,
15,300,phc HIMRI,500000,LOWER RETAINING WALL DAMAGED ON 10.7.23 AT PHC HIM,Active,1009,43:12.0,169.149.229.3,NULL,,,
16,301,HSC KUTHIARI,0.5,WATTER FILLED IN HSC KUTHIARI ON 09.07.2023,Active,2190,02:13.7,114.134.25.134,NULL,,,
19,306,CHC Sangrah,6,sinking of compound at the entrance,Active,2158,34:18.3,169.149.226.43,NULL,,,
20,307,PHC Badag,0.35,"damage to solar panel, ceiling border, landslide a",Active,2158,37:02.9,169.149.226.43,NULL,,,
