fund_id,disaster_id,table_ref_id,human_amountloss,human_allotted,human_disbursed,cattle_lost,crop_lost_agri,crop_lost_horti,structure_lost,iph_loss,pwd_bridge,pwd_ordinary_road,pwd_culvert,total_pwd,total_power,education_lost,health_lost,fisheries_loss,municipal_lost,status,entry_by,entry_date,ip_addr,agr_totaldamage,washedawaylands,h_washedawaylands,panchayat_loss1,panchayat_loss2,panchayat_loss3,panchayat_loss4,panchayat_loss5,forest_building_loss,forest_bridge_path,forest_nurseries,forest_plantations,forest_soilcoin,forest_natural,milchB,MilchS,DraughtC,DraughtCamel,HNurVal,HtreeVal,HQntval,HQltval,Htotalval,kc_damaged,pwd_washedaway_bridg,pwd_or_pr_r_wall,pwd_repair_culverts,Gwingloss,electicalLoss,oNorthloss,oSouthloss,oCentralloss,TotalHPseblloss,dvrloss,dwlloss,dslloss,dpcomanloss,rdrdcost,municiapl_rloss,municipal_rdloss,municipal_wloss,municipal_sloss,municipal_hallloss,municipal_totalloss,udvrloss,udwlloss,udslloss,udpcomanloss,urdrdcost,horticulture2_rainfed,horticulture2_irrigated,horticulture2_perennial,horticulture2_total,agriculture2_rainfed,agriculture2_irrigated,agriculture2_perennial,agriculture2_total,highereducation_lost,bridgeloss,poleloss,wireloss,kharif_id,cmid,frecordstatus
1,2760,1,00-01-1900,0,0,0,0,0,0,00:00.0,0,0,0,0,16,0,0,0,0,Active,6383,27:34.5,1.6.136.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,4,2,00-01-1900,0,0,0,0,0,0,00:00.0,0,0,0,0,0,0,0,0,0,Deleted,2195,15:51.1,117.254.36.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,4,3,00-01-1900,0,0,0,0,0,0,00:00.0,0,0,0,0,0,0,0,0,0,Deleted,2196,19:41.1,117.220.51.132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2,4,00-01-1900,0,0,0,0,0,0,00:00.0,0,0,0,0,0,0,0,0,0,Deleted,2196,20:44.5,117.220.51.132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,5,5,03-01-1900,0,0,0,0,0,0,00:00.0,0,0,0,0,0,0,0,0,0,Deleted,2196,22:41.3,117.220.49.174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,5,6,00-01-1900,0,0,0,0,0,0,00:00.0,0,0,0,0,0,0,0,0,0,Deleted,2196,36:58.7,117.220.52.212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,8,7,00-01-1900,0,0,0,0,0,0,00:00.0,0,0,0,0,0,0,0,0,0,Deleted,2036,47:46.0,117.220.48.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,11,8,04-01-1900,0,0,0,0,0,0,00:00.0,0,0,0,0,0,0,0,0,0,Deleted,2051,25:09.2,117.206.201.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,12,1,NULL,0,0,0,0,0,0.1,00:00.0,0,0,0,0,0,0,0,0,0,Deleted,2041,51:51.7,117.206.201.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,13,2,NULL,0,0,0,0,0,0.5,00:00.0,0,0,0,0,0,0,0,0,0,Deleted,2025,42:42.7,117.220.48.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
