Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
21-Mar-2022 11:00 AM,28-Mar-2022 11:30 AM,21-Mar-2022 11:00 AM,28-Mar-2022 10:00 AM,NA ,NA ,21-Mar-2022 11:00 AM,28-Mar-2022 10:00 AM,30-Mar-2022 11:00 AM,Periodic maintenance on Kataula Darlog road (Village road HP0805VR0024) and Darlog Sanwar (Arang) road (Village road HP0804VR0030) under Annual Maintenance Plan for the Year 2022-23.,Providing and laying 30mm thick Bituminous concrete including profile correction in Km 4/0 to 5/290 and 0/0 to 1/0,As per bid documents ,NA ,"36,93,593",Civil Works - Roads,NA ,Tender,90.0,90.0,Kamand,175005.0,NA ,NA ,NA ,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",No ,No,PWD,PW-MDI-Tender-NIT- 24350-384 dated 26.02.2022,2022_PWD_58284_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,"73,900",No,fixed,,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,"1,500","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",AOC,PWD,2022_PWD_58284_1,PW-MDI-Tender-NIT- 24350-384 dated 26.02.2022,Periodic maintenance on Kataula Darlog road (Village road HP0805VR0024) and Darlog Sanwar (Arang) road (Village road HP0804VR0030) under Annual Maintenance Plan for the Year 2022-23.,Er. J.K. Gupta,Internal,AE Kamand Supdt. HDM,Jitender Kumar,29-Mar-2022 04:03 PM,30-Mar-2022 11:00 AM,techsummary_88126.pdf (800.38 KB),Er. J.K. Gupta,Internal,AE Kamand DAO Supdt. HDM,Jitender Kumar,20-Apr-2022 04:55 PM,finsummary_88126.pdf (713.51 KB),20-Apr-2022,"INR 3,693,593",90.0,Jitender Kumar,20-Apr-2022 05:04 PM,AOCkatauladarlogamp.PDF (448.00 KB),AOC,Finance,fbosummary,Jitender Kumar,31-Mar-2022 02:35 PM,finance_88126.pdf,BOQ Comparative Chart,1.0,273208.0,Ajmer Singh,INR,"3,381,114",1.0,273208.0,Ajmer Singh,27-Mar-2022 02:13 PM,Accepted-AOC,AOC,20-Apr-2022 05:04 PM,Technical,summary,Jitender Kumar,29-Mar-2022 03:30 PM,technical_88126.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule E),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,272807.0,Hemant Kumar,25-Mar-2022 12:28 PM,Rejected-Finance,L-3,20-Apr-2022 04:55 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,272887.0,M/S NAWAL KISHORE AND SONS,28-Mar-2022 09:45 AM,Rejected-Finance,L-2,20-Apr-2022 04:55 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3) and EPF,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certi.(Gen.Rule No.16 and 26.2.b)Mini amount of workdone as per Sched-F,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"HPPWD Form No.7/8 duly signed (General Rule and directions, Schedules A to F)",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
