Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"C/O Way Side Amenities at Panyali Chowk on Jalari, Kangoo, Galore, Salauni road.","C/O Building portion including, W.S. and S.I and Septic Tank etc). Under Head 5054-04-789-05-SOON (SCSP Head).",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,60.0,270.0,Barsar,175305.0,NA ,NA ,NA ,EE Barsar,No ,No,PWD,"C/O Way Side Amenities at Panyali Chowk on Jalari,",2022_PWD_57364_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,1.0,Corrigendum,Fee,,"71,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,03-Mar-2022 10:30 AM,09-Mar-2022 11:30 AM,03-Mar-2022 10:30 AM,09-Mar-2022 10:30 AM,NA ,NA ,03-Mar-2022 10:30 AM,09-Mar-2022 10:30 AM,11-Mar-2022 04:00 PM,AOC,1.0,268263.0,AJINDER THAKUR,09-Mar-2022 09:40 AM,Rejected-Finance,L1L2,22-Mar-2022 02:33 PM,Technical,Attached,Dev Raj,10-Mar-2022 05:10 PM,technical_86564.pdf,Finance,Attached,Dev Raj,22-Mar-2022 02:30 PM,finance_86564.pdf,BOQ Comparative Chart,1.0,268328.0,PIAR CHAND GOVT CONTRACTOR,INR,"4,343,690.05",PWD,2022_PWD_57364_1,"C/O Way Side Amenities at Panyali Chowk on Jalari,","C/O Way Side Amenities at Panyali Chowk on Jalari, Kangoo, Galore, Salauni road.",Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Dev Raj,10-Mar-2022 05:11 PM,11-Mar-2022 04:00 PM,techsummary_86564.pdf (1404.12 KB),Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Dev Raj,22-Mar-2022 02:33 PM,finsummary_86564.pdf (359.00 KB),26-Apr-2022,"INR 4,343,690",270.0,Dev Raj,26-Apr-2022 04:17 PM,A.O.C.pdf (1175.00 KB),Attached,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,2. EMD,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,2.0,268432.0,KALYANI DEVI GOVT CONT,09-Mar-2022 09:46 AM,Rejected-Technical,Non Responsive,10-Mar-2022 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Contractor Registration,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,268328.0,PIAR CHAND GOVT CONTRACTOR,08-Mar-2022 02:23 PM,Accepted-AOC,L1,26-Apr-2022 04:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Affidavit Bidder should not have morethan 2 contracts at a time each of Rs. 100.0Lakhsormore in c,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10. Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
