Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Summary,Prithi Pal Singh,18-Dec-2021 04:52 PM,technical_81691.pdf,1.0,249268.0,IS Thakur,13-Dec-2021 07:02 PM,Rejected-Technical,Non Responsive,21-Dec-2021 03:32 PM,1.0,250248.0,suresh sharma,INR,"1,362,550",Finance,Summary,Shakti Kumar Negi,21-Dec-2021 04:39 PM,finance_81691.pdf,BOQ Comparative Chart,07-Apr-2022,"INR 1,946,500",90.0,Prithi Pal Singh,07-Apr-2022 12:42 PM,AOC.pdf (734.00 KB),AOC,PP Singh,Internal,BK Goel AE Jagdish Sharma Supdt suresh Sharma Clerk,Prithi Pal Singh,07-Apr-2022 12:39 PM,finsummary_81691.pdf (484.29 KB),PP Singh,Internal,BK Goel AE Jagdish Sharma Supdt. Gr II Suresh Sharma Tender Asstt,Prithi Pal Singh,21-Dec-2021 03:32 PM,21-Dec-2021 03:40 PM,techsummary_81691.pdf (502.87 KB),PWD,2021_PWD_54549_2,PW.NH CB.ETender.2021 4731.4870 Dt. 1.12.2021,R.R damages on Kalka Shimla Wangtoo Road NH 22 NH 05 from Km 155.00 to 236.00,AOC,1.0,Fee/PreQual/Technical,.pdf,Copy of UTR Number of Payment made against cost of tender form and FDR,Executive Engineer,HP PWD NH Division Theog,R.R damages on Kalka Shimla Wangtoo Road NH 22 NH 05 from Km 155.00 to 236.00,SH Supplying and stacking of crusher Sand in snow Bound Reaches for Smooth plying of traffic and hiring of Excavator cum Loader for removal of snow debris etc between Km. 151.180 to 165.00 and on Shimla Bye pass road from Km. 13.00 to 24.250.,Please refer Tender documents. ,NA ,"17,36,400",Civil Works - Roads,NA ,Tender,120.0,90.0,Theog,171201.0,NA ,NA ,NA ,Theog,No ,No,"34,750",No,fixed,,Nil,Nil,1.0,ICICI BANK,PWD,PW.NH CB.ETender.2021 4731.4870 Dt. 1.12.2021,2021_PWD_54549_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,10-Dec-2021 01:00 PM,18-Dec-2021 11:00 AM,10-Dec-2021 01:00 PM,17-Dec-2021 06:00 PM,NA ,NA ,10-Dec-2021 01:00 PM,17-Dec-2021 06:00 PM,21-Dec-2021 03:40 PM,500.0,Nil,Nil,No,AOC
,,,,,2.0,250248.0,suresh sharma,17-Dec-2021 05:51 PM,Accepted-AOC,Responsive,07-Apr-2022 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractor registration as per clause 4.3 of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Copy of GST Number, EPF Registration and Pan No.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Form of bid as per Section-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Existing commitments and ongoing works as clause No.1.4(A) of Section-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Equipment Capability (List of Machinery) as per clause 4.5.5 of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Financial position (liquid Assets/credit facility) as per clause 4.2(i) and 4.3 (G) of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Undertaking regarding investment a minimum cash upto 25 percent of the value of the work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Authority to seek reference for bidders bankers a per clause 1.10 of Sec.2 and 4.3 (i) of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Name/address of bidders bankers with the place of registration telephone/Mob. No. of Contractor and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
