Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
PWD,2022_PWD_57137_26,PWD- Civil-14679-14708-Tanda,Periodic maintenance of Warai to Kannehar Sunehar road (HP0408VR0051) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 1/000 to 2/000),Executive Engineer,Internal,AE Nagrota Bagwan Supdt HDM Sr DAO,Suresh Kumar Walia,16-Apr-2022 02:12 PM,finsummary_87448.pdf (191.59 KB),1.0,270543.0,VP SHARMA,INR,"1,294,065",16-Apr-2022,"INR 1,295,530",30.0,Suresh Kumar Walia,16-Apr-2022 02:13 PM,Award.pdf (1299.00 KB),Award,1.0,270560.0,Ujjawal Singh,18-Mar-2022 01:18 PM,Rejected-Finance,Lowest 2,16-Apr-2022 02:12 PM,Executive Engineer,Internal,AE Baroh Sr DAO Supdt HDM TA,Suresh Kumar Walia,22-Mar-2022 08:03 PM,23-Mar-2022 03:00 PM,techsummary_87448.pdf (913.19 KB),Technical,sum,Suresh Kumar Walia,22-Mar-2022 08:02 PM,technical_87448.pdf,Finance,sum,Suresh Kumar Walia,16-Apr-2022 02:11 PM,finance_87448.pdf,BOQ Comparative Chart,AOC,"25,950",Yes,fixed,,Nil,Nil,Periodic maintenance of Warai to Kannehar Sunehar road (HP0408VR0051) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 1/000 to 2/000),Periodic maintenance of Warai to Kannehar Sunehar road (HP0408VR0051) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 1/000 to 2/000),Please refer Tender documents. ,NA ,"12,95,350",Civil Works - Roads,NA ,Tender,120.0,30.0,Tanda,176002.0,NA ,NA ,NA ,HP PWD Division Tanda at Nagrota Bagwan,No ,No,500.0,Nil,Nil,Yes,14-Mar-2022 09:00 AM,21-Mar-2022 11:30 AM,14-Mar-2022 09:00 AM,21-Mar-2022 10:00 AM,NA ,NA ,14-Mar-2022 09:00 AM,21-Mar-2022 10:00 AM,23-Mar-2022 03:00 PM,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,PWD,PWD- Civil-14679-14708-Tanda,2022_PWD_57137_26,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,270543.0,VP SHARMA,17-Mar-2022 09:58 AM,Accepted-AOC,L1,16-Apr-2022 02:13 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Contractor registration,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST , Pan Copy",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct notary/1st class M,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted notary / 1st class maj,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,under taking that no arbitration/litigation with PWD is pending in any court of Law,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
