Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Executive Engineer,Internal,AE Nagrota Bagwan SR DAO Supdt HDM,Suresh Kumar Walia,16-Apr-2022 02:32 PM,finsummary_87457.pdf (190.57 KB),PWD,2022_PWD_57137_34,PWD- Civil-14679-14708-Tanda,Periodic maintenance of Samloti to Sarotari road (HP0408VR0003) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 0/000 to 1/000),16-Apr-2022,"INR 1,923,775",30.0,Suresh Kumar Walia,16-Apr-2022 02:33 PM,Award.pdf (325.00 KB),Award,1.0,270554.0,VP SHARMA,INR,"1,922,250",Executive Engineer,Internal,AE Sr DAO Supdt HDM,Suresh Kumar Walia,25-Mar-2022 11:15 AM,26-Mar-2022 11:00 AM,techsummary_87457.pdf (901.81 KB),Technical,sum,Suresh Kumar Walia,25-Mar-2022 11:14 AM,technical_87457.pdf,1.0,CORRIGENDUM,AE Sr DAO Supdt HDM,25-Mar-2022 11:11 AM,9.pdf ,889.83,Technical Opening,1.0,271022.0,rajat thakur govt contractor,20-Mar-2022 04:45 PM,Rejected-Technical,Not Fulfill Criteria,25-Mar-2022 11:15 AM,Finance,sum,Suresh Kumar Walia,16-Apr-2022 02:31 PM,finance_87457.pdf,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,"36,400",No,fixed,,Nil,Nil,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,14-Mar-2022 09:00 AM,21-Mar-2022 11:30 AM,14-Mar-2022 09:00 AM,21-Mar-2022 10:00 AM,NA ,NA ,14-Mar-2022 09:00 AM,21-Mar-2022 10:00 AM,26-Mar-2022 11:00 AM,Periodic maintenance of Samloti to Sarotari road (HP0408VR0003) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 0/000 to 1/000),Periodic maintenance of Samloti to Sarotari road (HP0408VR0003) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 0/000 to 1/000),Please refer Tender documents. ,NA ,"19,23,775",Civil Works - Roads,NA ,Tender,120.0,30.0,Tanda,176002.0,NA ,NA ,NA ,HP PWD Division Tanda at Nagrota Bagwan,No ,No,500.0,Nil,Nil,No,1.0,ICICI BANK,PWD,PWD- Civil-14679-14708-Tanda,2022_PWD_57137_34,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,271168.0,Ravinder Kumar,20-Mar-2022 03:50 PM,Rejected-Technical,Not Fulfill Criteria,25-Mar-2022 11:15 AM,,,,,,,AOC,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,270556.0,Ujjawal Singh,18-Mar-2022 02:44 PM,Rejected-Finance,Lowest 2,16-Apr-2022 02:32 PM,,,,,,,AOC,,,.pdf,"GST , Pan Copy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,270554.0,VP SHARMA,17-Mar-2022 10:23 AM,Accepted-AOC,Award,16-Apr-2022 02:33 PM,,,,,,,AOC,,,.pdf,EPF No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct notary/1st class M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted notary / 1st class maj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Detail of Machinery and Technical Staff as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
