EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"1,00,600",No,fixed,,Nil,Nil,C/O 3 Nos. Type-II Quarters at Civil Hospital Barsar District Hamirpur HP.,"SH C/O Building Portion including W.S and S.I, Septic Tank and Rain Water Harvesting Tank). (Deposit Work).",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,60.0,270.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,1.0,ICICI BANK,"2,000",Nil,Nil,No,10-Feb-2022 10:30 AM,17-Feb-2022 12:30 PM,10-Feb-2022 10:30 AM,17-Feb-2022 10:30 AM,NA ,NA ,10-Feb-2022 10:30 AM,17-Feb-2022 10:30 AM,23-Feb-2022 03:30 PM,PWD,C/O 3 Nos. Type-II Quarters at Civil Hospital Bars,2022_PWD_56560_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,AOC,Executive Engineer,Internal,"Supdt, HDM, DAO",Dev Raj,22-Feb-2022 04:02 PM,23-Feb-2022 03:30 PM,techsummary_85180.pdf (831.47 KB),PWD,2022_PWD_56560_1,C/O 3 Nos. Type-II Quarters at Civil Hospital Bars,C/O 3 Nos. Type-II Quarters at Civil Hospital Barsar District Hamirpur HP.,20-Apr-2022,"INR 6,144,672",270.0,Dev Raj,20-Apr-2022 11:46 AM,A.O.C.pdf (1836.00 KB),Attached,Executive Engineer,Internal,"Supdt,HDM, DAO",Dev Raj,26-Feb-2022 09:56 AM,finsummary_85180.pdf (309.79 KB),1.0,263548.0,PRABHAT SINGH COVT CONTRACTOR,16-Feb-2022 05:16 PM,Accepted-AOC,L1,20-Apr-2022 11:46 AM,Technical,Attached,Dev Raj,22-Feb-2022 03:59 PM,technical_85180.pdf,Finance,Attached,Dev Raj,26-Feb-2022 09:51 AM,finance_85180.pdf,BOQ Comparative Chart,1.0,263548.0,PRABHAT SINGH COVT CONTRACTOR,INR,"6,144,672.01",AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,2. EMD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,264134.0,SHASHI KUMAR,16-Feb-2022 06:55 PM,Rejected-Finance,L1L2L3,26-Feb-2022 09:56 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Contractor Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,263566.0,SUPER CONSTRUCTION,15-Feb-2022 03:33 PM,Rejected-Finance,L1L2L3,26-Feb-2022 09:56 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar Work Done certificate (Only Completed Work),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Last Five Years Turn Over duly signed by the C.A.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10. Affidavit regarding seen the site,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
